,mvt,rbk_str
161,F1 B1 D0 R2 L0 B0 F1 R0 L1 ,bwogwgyogwryorbryybgrrgwbbywwbryrgorryooobwwoggwybygbo
162,B1 D0 R2 L0 B0 F1 R0 L1 ,bwogwgworbrywrbwyyrwyggbbrboboryrgorrygooowwyggwybygbo
163,D0 R2 L0 B0 F1 R0 L1 ,worgwgworbrbwrwwyorwyggbbrboboryrybygygooorwywyogbbgyg
164,R2 L0 B0 F1 R0 L1 ,worgwgworbrbwrwbrbrwyggbrwyyrobybyrogygooogygwyogbbwyo
165,L0 B0 F1 R0 L1 ,woogwbwoobrbwrwbrbrwwgggrwwyrrbygyrrgygooogygyyobbbyyo
166,B0 F1 R0 L1 ,ooobwbooobrbwrwbrbwwwgggwwwrrrgygrrrgogyoygogyyybbbyyy
167,F1 R0 L1 ,bwbbwbooobrrwrrbrrwwwgggwwwrrrgyggygoogooyoogybyybyyby
168,R0 L1 ,bwbbwbbwbrrrrrrrrrwgwwgwwgwgyggyggygoooooooooybyybyyby
169,L1 ,bwwbwwbwwrrrrrrrrrwggwggwgggyygyygyyooooooooobbybbybby
170,B0 F0 D2 U0 R0 D1 F0 U1 R1 L1 ,boobwrrbwbygbrwgbogwrggrwryogrgyyywbyowgowgybwyrrboyoo
171,F0 D2 U0 R0 D1 F0 U1 R1 L1 ,gwobwrrbwbybbrwgbygwrggrwryogrgyyyggoowoowbybyrwobyoor
172,D2 U0 R0 D1 F0 U1 R1 L1 ,gwobwrbwwrybbrwwbywggrgwyrrgbbgyyyggooooogbyryrwobyoor
173,U0 R0 D1 F0 U1 R1 L1 ,gwobwrbwwrybbrwbyrwggrgwoorggyyygbbgooooogwbyyrwobyyrr
174,R0 D1 F0 U1 R1 L1 ,bbgwwwwroyrwbrwbyrrybrgwoorggyyygbbgwggoogwbyoooobyyrr
175,D1 F0 U1 R1 L1 ,bbbwwwwrrbbyyrrrwwryyrggoogggyyyobbowggoogwbyooowbygrr
176,F0 U1 R1 L1 ,bbbwwwwrrbbyyrrgrrryyrggrwwyoogybgybwggoogoogooowbywby
177,U1 R1 L1 ,bbbwwwgggwbyrrrrrrrrrwgywgygybgybgybwgyooooooooowbywby
178,R1 L1 ,bwgbwgbwgrrrrrrrrrwgywgywgygybgybgybooooooooowbywbywby
179,L1 ,bwwbwwbwwrrrrrrrrrwggwggwgggyygyygyyooooooooobbybbybby
180,U2 B0 R0 D1 U0 L1 B0 F0 D1 R2 ,yrrbwobbgrbbbrygyywyywgrwwrggwryorgoowoyooygowwgrbgbob
181,B0 R0 D1 U0 L1 B0 F0 D1 R2 ,gbbowbrryowobrygyywwgwgrwwrggwryorgorbbyooygowyyrbgbob
182,R0 D1 U0 L1 B0 F0 D1 R2 ,oyyowbrryowobrggyrwwgwgrwwrggwryoryybbbbooggobrwobybgy
183,D1 U0 L1 B0 F0 D1 R2 ,oygowrrrrgboyrwrgowwwwgowwyggbryorybbbbbooggoyrwbbyygy
184,U0 L1 B0 F0 D1 R2 ,oygowrrrrgboyrwygywwwwgorgobobgyygrrbbbboowwyyrwbbyggo
185,L1 B0 F0 D1 R2 ,roorwyrrgyrwyrwygygbowgorgobobgyygrrwwwboowwybbbbbyggo
186,B0 F0 D1 R2 ,goowwyrrgyrwyrwygybboggoggooobyyybrrwoywowwbwbbrbbrggr
187,F0 D1 R2 ,wwywwyrrgyrryrrygbbboggoggooobyyywwwooyoowgbwgbbgbbrrr
188,D1 R2 ,wwywwywwyrrrrrrggbggbggboooyyyyyywwwoooooogbbgbbgbbrrr
189,R2 ,wwywwywwyrrrrrrrrrggbggbggbyywyywyywooooooooogbbgbbgbb
190,U1 B1 D2 U2 R2 B1 U2 L1 B1 U0 ,yyyywrwwbwgborywoyrgowgbbyorogryggwogbgrobowwrrrgbbboy
191,B1 D2 U2 R2 B1 U2 L1 B1 U0 ,yrbywwyywrgoorywoygbgwgbbyorogryggworrrrobowwwgbgbbboy
192,D2 U2 R2 B1 U2 L1 B1 U0 ,orrywwyywrgyorrwobgbgwgbbyorogrygyyogrrwobowwbbygbowgb
193,U2 R2 B1 U2 L1 B1 U0 ,orrywwyywrgyorrowwgbgwgbwgboyygyrgorgrrwobwobbbygbobyo
194,R2 B1 U2 L1 B1 U0 ,wyywwyrrogrrorrowwbbywgbwgboyygyrgorrgywobwobgbggbobyo
195,B1 U2 L1 B1 U0 ,wyywwrrrrwworrorrgbbbwggwggoyygyygoorgywobwobbbgbboyyo
196,U2 L1 B1 U0 ,wwrwwrrrrwwwrryrrybbbwggwggoyygyygooggyooboobgoobbybby
197,L1 B1 U0 ,rrrrwwrwwggyrryrrygoowggwggoyygyygoowwwooboobbbbbbybby
198,B1 U0 ,grrwwwwwwggyrryrryoooggggggyyyyyyboowbbwoowoobbrbbrbbr
199,U0 ,wwwwwwwwwgggrrrrrroooggggggyyyyyyyyybbboooooorrrbbbbbb
200,L2 F0 U0 D0 B0 U2 R0 F0 L1 U0 ,ybbbwwbgowrygrrgybrwgbgyroygwroyrygoowwboybywooggbrwor
201,F0 U0 D0 B0 U2 R0 F0 L1 U0 ,gbbowwygowrygrrgybrwgrgygoyywrbyrbgowybyobwwooorgbbwor
202,U0 D0 B0 U2 R0 F0 L1 U0 ,gbbowwobbyrygrroybgrrogwyygggwbyrbgowyyyowwwroorgbbwor
203,D0 B0 U2 R0 F0 L1 U0 ,oogbwbbwboorgrroybyryogwyygggwbyrbgogrryowwwrwyygbbwor
204,B0 U2 R0 F0 L1 U0 ,oogbwbbwboorgrryygyryogwwwrbbggygorwgrryowworwyygbboyb
205,U2 R0 F0 L1 U0 ,rrgbwbbwboowgrryyoyryogwwwrbbggyggywgrroowoorogwybybby
206,R0 F0 L1 U0 ,bwbbwbgrrgrrgrryyoogwogwwwrbbggyggywoowoowooryryybybby
207,F0 L1 U0 ,bwwbwwgrryggyrrorroggoggwwwbbbgyygyyoowoowoorrrybbybby
208,L1 U0 ,bwwbwwrwwgggrrrrrrwoowggwggoyygyygyyoobooboobrrybbybby
209,U0 ,wwwwwwwwwgggrrrrrroooggggggyyyyyyyyybbboooooorrrbbbbbb
210,B1 D2 R0 U2 L1 R0 D2 L0 B1 D1 ,wrbrwborgowyoroybybbwggwgobwyrwyyyggbywwoorrrogrbbgoyg
211,D2 R0 U2 L1 R0 D2 L0 B1 D1 ,rwbrwborgowworrybbbbwggwgobwyrwyyyoyyywgoogrrrgggbyobo
212,R0 U2 L1 R0 D2 L0 B1 D1 ,rwbrwborgowworrgrrbbwggwoboyoyyywrywyywgooybbrgggbygob
213,U2 L1 R0 D2 L0 B1 D1 ,rwwrwworogoorrwrrwbbyggwobwyogyygryryywgooybbgggbbybob
214,L1 R0 D2 L0 B1 D1 ,orowwrwwryywrrwrrwgggggwobwyogyygryrgoogooybbbbybbybob
215,R0 D2 L0 B1 D1 ,grogwrowryywrrwrrwyggygwrbwbogyygyyrooboobggybbwbbwboo
216,D2 L0 B1 D1 ,grggwwowwrryrrywwwyggyggrbrbobyybyybooboobggyrbwrbwooo
217,L0 B1 D1 ,grggwwowwrryrryggyyggyggooobyybyybobooboobwwwrbwrbwrbr
218,B1 D1 ,rrgwwwwwwrryrryggyggggggoooyyyyyyoobwoowoowbbrbbrbbrbb
219,D1 ,wwwwwwwwwrrrrrrgggggggggoooyyyyyyyyyoooooobbbbbbbbbrrr
220,F2 R0 L0 D2 U2 B2 L1 F1 U2 D2 ,oorwwygwbwryoryrwoygobgygggwyybybbrgyroooowrrbgbbbwwgr
221,R0 L0 D2 U2 B2 L1 F1 U2 D2 ,oorwwyyywrryoryowogggygbogybwgbybbrgyrrooowrwbgbbbwwgr
