,mvt,rbk_str
58,D1 U2 ,wwwwwwwwwooorrrgggbbbgggoooyyyyyyyyyrrrooobbbgggbbbrrr
59,U2 ,wwwwwwwwwooorrrrrrbbbggggggyyyyyyyyyrrroooooogggbbbbbb
60,D1 F2 U0 B2 F0 U2 R0 F2 U2 B1 ,owoowowrybwywrwwyybgobggrogyyryybggbbbrrorwgggrwbbyroo
61,F2 U0 B2 F0 U2 R0 F2 U2 B1 ,owoowowrybwywrwroobgobggwyyrbbyygyygbbrrorroggrwbbywgg
62,U0 B2 F0 U2 R0 F2 U2 B1 ,owoowobbrgwyrrwrooyywggbogbyrwyygyygbbrrowrobgrwbbywgg
63,B2 F0 U2 R0 F2 U2 B1 ,boobwwroogrwrrwroogwyggbogbyrwyygyygyywrowrobbbrbbywgg
64,F0 U2 R0 F2 U2 B1 ,gyybwwroogrrrrrroygwyggbogbyrwyygooboywwowwobggwybbrbb
65,U2 R0 F2 U2 B1 ,gyybwwbwwrrrorrooyoggggwbbyrrgyygooboyyworwowggwybbrbb
66,R0 F2 U2 B1 ,wwbwwbyygoyyorrooyggwggwbbyrrgyygoobrrrworwowoggybbrbb
67,F2 U2 B1 ,wwwwwwyyyooooryyryggggggbbbrrryyyooorrrworwowgggbbbbbb
68,U2 B1 ,wwwwwwrrrwoorryrrybbbggggggyyyyyyooorrywoowoogggbbbbbb
69,B1 ,rrrwwwwwwrryrryrrygggggggggyyyyyyooowoowoowoobbbbbbbbb
70,B1 R1 D0 F2 U0 L2 R0 U0 B1 L2 ,bowwwboyrywggrrwroyggwgobrrwgbwyyooyyrbboggooryrbbygbw
71,R1 D0 F2 U0 L2 R0 U0 B1 L2 ,gbywwboyrywbgrowrwyggwgobrrwgbwyyorgorboogyoorywybbrbg
72,D0 F2 U0 L2 R0 U0 B1 L2 ,gbrwwyoyrbowwrrygwygywgbbrrwggwyoorrorboogyoogywybbbbg
73,F2 U0 L2 R0 U0 B1 L2 ,gbrwwyoyrbowwrrbrrygywgbyooowwrygrogorboogbbggywybbygw
74,U0 L2 R0 U0 B1 L2 ,gbrwwywwogowgrrbrrooybgwygyryorygrogorboowbbbgywybbygw
75,L2 R0 U0 B1 L2 ,wwgwwboyrgywgrrbrrgowbgwygyryorygrogooyoowbbborbybbygw
76,R0 U0 B1 L2 ,rwgrwbryrgywgrrbrrwowbgwbgywyowygoogbbbwooyoooryybbygg
77,U0 B1 L2 ,rwwrwwryybggrryrrwwoobggbggwyywyyooobbbwooyoorrybbbggg
78,B1 L2 ,rrrywwywwrryrryrrwbggbggbggwyywyyooowoowooyoobbbbbbggg
79,L2 ,ywwywwywwrrrrrrrrrbggbggbggwyywyywyyooooooooobbgbbgbbg
80,U0 L1 R2 U0 B1 D1 L1 F2 D1 L0 ,owrwwwybgyogyrooogrworggrrwwgbgybrbwyrbrobwobygbybyoyg
81,L1 R2 U0 B1 D1 L1 F2 D1 L0 ,ywobwwgwrygbyrooogyogrggrrwwgbgybrbwrworobwobyrbybyoyg
82,R2 U0 B1 D1 L1 F2 D1 L0 ,yworwwrwrygbyrooogwoggggrrwggbyybbbwobbwoorrwyrgybboyy
83,U0 B1 D1 L1 F2 D1 L0 ,ywbrwbrwwgooorybgywooggyrryggoyywbbrobbwoorrwwrggbbgyy
84,B1 D1 L1 F2 D1 L0 ,rrywwwwbbwrgorybgygooggyrryggoyywbbrwoowoorrwobbgbbgyy
85,D1 L1 F2 D1 L0 ,rwwwwwwbbwrrorrbgygooggyrryggoyywyygbooboorrwbbybbyogg
86,L1 F2 D1 L0 ,rwwwwwwbbwrrorrogggooggybgyowggyygyybooboorrybbybbyrrw
87,F2 D1 L0 ,gwwgwwbbbwrrorroggoooggyggywwgyyyyyyooyoorbbrbbwbbwrrr
88,D1 L0 ,gwwgwwgwwrrrrrryggyggyggooobbbyyyyyyoooooobbwbbwbbwrrr
89,L0 ,gwwgwwgwwrrrrrrrrryggyggyggbyybyybyyooooooooobbwbbwbbw
90,L1 D2 U2 B0 L2 F0 U2 D2 R0 F0 ,orggwgbwwoyyyrrorrobbwgbbygyrwbybgwbgoyooororrwygbywgw
91,D2 U2 B0 L2 F0 U2 D2 R0 F0 ,orgwwgbwwoyyyrrorrybbbgbgygwrwyybywbyorooogorrwbgbgwgo
92,U2 B0 L2 F0 U2 D2 R0 F0 ,orgwwgbwwoyyyrrgorybbbgbwgobwybyywrwyoroooorrrwbgbggyg
93,B0 L2 F0 U2 D2 R0 F0 ,wwbgwwgroyoryrrgorrwbbgbwgobwybyywrwoyyoooorrybbgbggyg
94,L2 F0 U2 D2 R0 F0 ,rrrgwwgroyowyrrgowrwbbgbwgobwybyyooobyywoowrrggyybbggb
95,F0 U2 D2 R0 F0 ,brrbwworoyowyrrgowbwbbgbygorwygyygoorrwoowyybggwybbggr
96,U2 D2 R0 F0 ,brrbwwbwwoowrrroowybbggwobbgyygyygoorrroowyyyggwybbggr
97,D2 R0 F0 ,wwbwwbrrbrrrrrroowggwggwobbgyygyygoooowoowyyyybbybbggr
98,R0 F0 ,wwbwwbrrbrrrrrryyyggwggwggroogyygyygoowoowoowybbybbobb
99,F0 ,wwwwwwrrryrryrryrrgggggggggoooyyyyyyoowoowoowbbbbbbbbb
100,D1 R1 U1 D1 R1 F2 L2 D2 R0 B2 ,wgrwwywboyoygrboogrrbwgwbggwywyywrbobbgoorgrobrrybgyoy
101,R1 U1 D1 R1 F2 L2 D2 R0 B2 ,wgrwwywboyoygrbyoyrrbwgwoogwwoyybwyrbbgoorbggbrrybggro
102,U1 D1 R1 F2 L2 D2 R0 B2 ,wggwwywbbybyoroygyrrrwgyooowwbyywwygbbgoorbggrrrbbgoro
103,D1 R1 F2 L2 D2 R0 B2 ,gybgwbwwwrrroroygybbgwgyooowwbyywwygrrroorbggybybbgoro
104,R1 F2 L2 D2 R0 B2 ,gybgwbwwwrrroroorobbgwgyygybwgwyywywrrrooroooybybbgbgg
105,F2 L2 D2 R0 B2 ,gybgwbwwyroorrrroobbbwgbygwbwgwyywyyrrroorooowbyybgggg
106,L2 D2 R0 B2 ,gybgwbgwbooorrrroowgybgwbbbywwwyywyyrrrooroorwbyybgggg
107,D2 R0 B2 ,yybwwbwwbooorrrrooggyggwybbgwwgyygyyrooroorrrwbbybbggw
108,R0 B2 ,yybwwbwwbooorrrrrrggyggwggwyygyygwwgroorooroowbbybbybb
109,B2 ,yyywwwwwwrrorrorrogggggggggyyyyyywwwroorooroobbbbbbbbb
110,U2 L2 F1 U0 D1 L2 U1 D1 R0 L2 ,oogbwgbwoyrryrrgooybbbgbgwyyrryywrywwrrwooboowggybgbgw
111,L2 F1 U0 D1 L2 U1 D1 R0 L2 ,owbgwbgoowrryrrgoowggbgbgwyyrryywrywyrrwoobooybbybgbgw
112,F1 U0 D1 L2 U1 D1 R0 L2 ,ywbywbroowrryrrgoowggggbbwyorrgywgywooboowrryybgybbbgw
113,U0 D1 L2 U1 D1 R0 L2 ,ywbywbwygrrrrrrooogbyggwwgbbwygywgywoooooorrrybgybbbgw
114,D1 L2 U1 D1 R0 L2 ,wyyywwgbbybgrrrooorrrggwwgbbwygywgywgbyooorrroooybbbgw
115,L2 U1 D1 R0 L2 ,wyyywwgbbybgrrrbgwrrrggwoooywwwyybgggbyooowgboooybbrrr
116,U1 D1 R0 L2 ,yyywwwbbbybgrrrbgwrrrbgwooowwwyyygggbgwoooybgoooybgrrr
117,D1 R0 L2 ,ywbywbywbrrrrrrbgwbgwbgwooowwwyyygggooooooybgybgybgrrr
118,R0 L2 ,ywbywbywbrrrrrrrrrbgwbgwbgwwygwygwygoooooooooybgybgybg
119,L2 ,ywwywwywwrrrrrrrrrbggbggbggwyywyywyyooooooooobbgbbgbbg
120,F0 U1 B0 L1 R1 F0 B2 L2 D1 F1 ,wbywwowgbowborygyybryygbwywobogygyrrrgrwoogobrrgrbbgwo
121,U1 B0 L1 R1 F0 B2 L2 D1 F1 ,wbywwoborwwbgrybyywybygrwbygoogygyrrrgowobgoorrgrbbgwo
122,B0 L1 R1 F0 B2 L2 D1 F1 ,yorbwowwbwybgrybyyrgoygrwbygoogygyrrrrgwobgoowwbrbbgwo
123,L1 R1 F0 B2 L2 D1 F1 ,byybwowwbwyrgrrbyyrgoygrwbygoogygrwgrrgoobyoogrwwbwobb
124,R1 F0 B2 L2 D1 F1 ,ryyywowwbwyrgrrbyyggoggrrbyboowygwwggborooroygrwwbbobb
125,F0 B2 L2 D1 F1 ,ryoywwwwgrryyrywgbggyggorbbboowyrwwygborooroygrwgbbobb
126,B2 L2 D1 F1 ,ryoywwyoowrywryggbrggbggboywyrwyrwwygbbrooroogrwgbbobb
127,L2 D1 F1 ,ywwywwyoowrrwrrgggrggbggboywyrwyroyrbbbyooyoobbobbgwrg
128,D1 F1 ,wwwwwwooowrrwrrgggggggggooyyyryyryyrooyooybbbbbbbbbwrr
129,F1 ,wwwwwwooowrrwrrwrrgggggggggrrryyyyyyooyooyooybbbbbbbbb
130,D0 U1 L1 B0 R1 L0 B0 D2 U0 R1 ,rwwwwbbybwwgorowwgoroggyggorrgyygbboboyyoowbyrrybbgyrr
131,U1 L1 B0 R1 L0 B0 D2 U0 R1 ,rwwwwbbybwwgoroggooroggywbybyrbyroggboyyooyrrrrybbgwwg
132,L1 B0 R1 L0 B0 D2 U0 R1 ,wbbwwyrwborooroggoboyggywbybyrbyroggrryyooyrrwwgbbgwwg
133,B0 R1 L0 B0 D2 U0 R1 ,bbbgwywwborooroggoboybgyobygyrgyrgggyorrorryywwrbbwwww
134,R1 L0 B0 D2 U0 R1 ,ooogwywwborgorggggboybgyobygyrgyryrrborborbyywbwwbwwwr
135,L0 B0 D2 U0 R1 ,oowgwwwwwgggrrgoogboobgyobbgyygyyyryborborbyyrbwrbwrwr
136,B0 D2 U0 R1 ,rowwwwwwwgggrrgoogoooggywbbbyybyyorybbbyooyrrrbyrbgrwg
137,D2 U0 R1 ,gggwwwwwwggyrrrooooooggywbbbyybyybyywbbooorrrrrrwbbggy
138,U0 R1 ,gggwwwwwwggyrrrrrroooggyggyyybyybyybwbboooooorrrwbbwbb
139,R1 ,wwgwwgwwgrrrrrrrrrggyggyggyyybyybyybooooooooowbbwbbwbb
140,U2 R0 D1 B2 F0 D1 U0 F1 D2 L1 ,owbywwygrgbrwrboyogowogowgyoygwyrwrbworrobrrbyggybbygb
141,R0 D1 B2 F0 D1 U0 F1 D2 L1 ,rgywwybwoworwrboyoyggogowgyoygwyrwrbgbrrobrrbgowybbygb
142,D1 B2 F0 D1 U0 F1 D2 L1 ,rggwwobwyowwyroobryggogrwgboyywyywrggbrrobrrboowybbygb
143,B2 F0 D1 U0 F1 D2 L1 ,rggwwobwyowwyroygbyggogrobryygyyrowwgbrrobwgboowybbrrb
144,F0 D1 U0 F1 D2 L1 ,wwowwobwyowwyrryggyggogrobryygyyrggrbbroobwgbbrrbbywoo
145,D1 U0 F1 D2 L1 ,wwowwobbrbwwwrryggooybggrrgyyoyyrggrbbyooywggbrrbbywoo
146,U0 F1 D2 L1 ,wwowwobbrbwwwrrwooooybggyggorryygyygbbyooyrrgbrrbbywgg
147,F1 D2 L1 ,bwwbwwroobrrwrrwoobwwbggyggorryygyygooyooyrrgbbybbywgg
148,D2 L1 ,bwwbwwbwwrrrrrrooowggwggbbyyygyygyygoooooorrrbbybbywgg
149,L1 ,bwwbwwbwwrrrrrrrrrwggwggwgggyygyygyyooooooooobbybbybby
150,D1 F0 R1 D0 B0 U1 D0 F1 B0 U0 ,gywowoyryrwrrrbwgrbwbggbwrbgyoryyybwrgoyowggobbyobogwo
151,F0 R1 D0 B0 U1 D0 F1 B0 U0 ,gywowoyryrwrrrbgwobwbggbwgroywyybgryrgoyowwrbbbyoboggo
152,R1 D0 B0 U1 D0 F1 B0 U0 ,gywowobwoywrrrbywowgbggwrbbgrryybgryrgoyoywrwbbyoboggo
153,D0 B0 U1 D0 F1 B0 U0 ,gygowobwbrbowrwyrywgwggorbogrbyywgrbrgoyoywrwybybborgo
154,B0 U1 D0 F1 B0 U0 ,gygowobwbrbowrwrbowgwggowrwgygryrbwbrgoyoyrgoybybboyry
155,U1 D0 F1 B0 U0 ,owoowobwbrbbwrwrbbwgwggowrwgygryrryrggoyoyggoybyrbbyoy
156,D0 F1 B0 U0 ,oobwwwoobwgwwrwrbbggoggowrwgygryrryrybyyoyggorbbrbbyoy
157,F1 B0 U0 ,oobwwwoobwgwwrwwrwggoggoggorrgyyyrrgybyyoyyoyrbbrbbrbb
158,B0 U0 ,oobwwwwwwggwrrwrrwoooggggggyyyyyyrrgybbyooyoorbbrbbrbb
159,U0 ,wwwwwwwwwgggrrrrrroooggggggyyyyyyyyybbboooooorrrbbbbbb
160,B1 L0 F0 U1 L2 B1 D0 U2 B2 D1 ,gyyowogrbwboyrrobwrgowggyggrwwgywbrgywyyorwobbbobboryr
161,L0 F0 U1 L2 B1 D0 U2 B2 D1 ,wyyowogrbwbgyryobyrgowggyggrwwgywwrobwyrorgoboorbbybbr
162,F0 U1 L2 B1 D0 U2 B2 D1 ,ryyyworrbwbgyryobywgoogggggrwwwywyrogrboowbryoowbbgbbr
163,U1 L2 B1 D0 U2 B2 D1 ,ryyywoywbrbgrrybbygowgggggooywwywyrogrroowbrwoowbbgbbr
164,L2 B1 D0 U2 B2 D1 ,yobywwryygowrrybbygrrgggggooywwywyrooowoowbrwrbgbbgbbr
165,B1 D0 U2 B2 D1 ,oobwwwyyygowrrybbyrrrgggggoyywyywrrowrbwoowoorbgbbgbbg
166,D0 U2 B2 D1 ,wwwwwwyyygoorrobbbrrrgggggoyywyywyywrrbrooooogggbbbrbb
167,U2 B2 D1 ,wwwwwwyyygoorroggorrrgggoooyyyyyywwwrrbroorbbgggbbbbbb
168,B2 D1 ,yyywwwwwwrrbrroggoggggggoooyyyyyywwwgooroorbbrrrbbbbbb
169,D1 ,wwwwwwwwwrrrrrrgggggggggoooyyyyyyyyyoooooobbbbbbbbbrrr
170,U1 D0 L2 B0 U0 D0 R1 U1 F2 D1 ,rwrywoywwbbggrgowobrrbgywrgoywbybgwybooroyrrbygyobggow
171,D0 L2 B0 U0 D0 R1 U1 F2 D1 ,rowwwwryybrrgrgowoboobgywrgoywbybgwyygyroyrrbbbgobggow
172,L2 B0 U0 D0 R1 U1 F2 D1 ,rowwwwryybrrgrgwrgboobgyrrbgbowyyybwygyroygowbbgobgowo
173,B0 U0 D0 R1 U1 F2 D1 ,gowwwwyyybrrgrgwrgoooggygrbrbowyyrbwwogyorygybbrobbowb
174,U0 D0 R1 U1 F2 D1 ,rggwwwyyybrwgrbwrroooggygrbrbowyywyywogoorggyoobwbbbbr
175,D0 R1 U1 F2 D1 ,ywrywgywgoobgrbwrrbrwggygrbrbowyywyyooooorggywogwbbbbr
176,R1 U1 F2 D1 ,ywrywgywgoobgrbgrbbrwggyggywwryybyyoooooorbbrwogwbbwrr
177,U1 F2 D1 ,ywwywwywwbbborroggbrrggggggwwwyyyyyyooooorbbroogbbbrrr
178,F2 D1 ,wwwwwwyyybrrorroggoooggggggwwwyyyyyyoogoorbbrbbbbbbrrr
179,D1 ,wwwwwwwwwrrrrrrgggggggggoooyyyyyyyyyoooooobbbbbbbbbrrr
180,F1 B2 L0 R2 F0 U2 B1 L0 F0 B2 ,yogbwygrobryyrrrwowbwyggobywwbbygrrboorooobygrwgwbgygw
181,B2 L0 R2 F0 U2 B1 L0 F0 B2 ,yogbwybyrbrywrrwwowgybgbwyorogbygrrbooooorbygrwgwbgygw
182,L0 R2 F0 U2 B1 L0 F0 B2 ,brrbwybyrbrbwrowwowgybgbwyorogbyggoyooororyygwgygbwgwr
183,R2 F0 U2 B1 L0 F0 B2 ,rrrwwyyyrbrbwrowwobgybgbbyowogbygwoyyroyoogrowgggbbgwr
184,F0 U2 B1 L0 F0 B2 ,rrgwwgyyyowworwbrbbggbggbywworbyyworyroyoogrooggbbbywr
185,U2 B1 L0 F0 B2 ,rrgwwgoooywwyrwyrbbbbyggwggboobyyworyrwyoogrroggbbbywr
186,B1 L0 F0 B2 ,ooogwwgrryrwyrwyrboggyggwggboobyyworywwyoogrrbbbbbbywr
187,L0 F0 B2 ,gyygwwgrryroyroyrooggyggwggboobyybwwwwwooorrrbbrbbwbby
188,F0 B2 ,yyywwwrrryroyroyrogggggggggoooyyywwwrowrowrowbbbbbbbbb
189,B2 ,yyywwwwwwrrorrorrogggggggggyyyyyywwwroorooroobbbbbbbbb
190,R0 D0 L1 R1 B0 F1 D0 L1 F1 B1 ,yooywwyowbrborbobwowrbggrrgbbwwyowrbggggowggyyyrybroyr
191,D0 L1 R1 B0 F1 D0 L1 F1 B1 ,yorywgyogoobbrrwbbowwbgorrbbbowyywryggggowggywyrwbroyr
192,L1 R1 B0 F1 D0 L1 F1 B1 ,yorywgyogoobbrrrrbowwbgoggywwbrybyyoggggowoyrwyrwbrwbb
193,R1 B0 F1 D0 L1 F1 B1 ,oorbwggogoobbrrrrbwwwrgoygybwbrybryogwrgoyggowyywbywby
194,B0 F1 D0 L1 F1 B1 ,oowbwwgowbrborrobrwwrrggyggbwwryoryygwrgoyggooyybbybby
195,F1 D0 L1 F1 B1 ,brrbwwgowbryoryobrwwrrggyggbwwryogggwwrooyogobbobbyyyy
196,D0 L1 F1 B1 ,brrbwwboowrywrybbrrggwggwryryoryogggwwwooooggbbobbyyyy
197,L1 F1 B1 ,brrbwwboowrywrywryrggwggogggrrgyygoowwwoooyyybbobbybbr
198,F1 B1 ,rrrwwwooowrywrywrygggggggggrrryyyooowoywoywoybbbbbbbbb
199,B1 ,rrrwwwwwwrryrryrrygggggggggyyyyyyooowoowoowoobbbbbbbbb
200,B0 U2 R2 B0 L1 D2 R1 B0 F0 U0 ,bogywbrwwbyyorrgybbrrwgbgbrorwoygyrywoygobgwwrgogbwoyo
201,U2 R2 B0 L1 D2 R1 B0 F0 U0 ,yrbywbrwwbyyorrgyybrrwgbgbrorwoygwgggoyoobbwwogrybgowo
202,R2 B0 L1 D2 R1 B0 F0 U0 ,wwrbwybrygoyorrgyyogrwgbgbrorwoygwggbyyoobbwwbrrybgowo
203,B0 L1 D2 R1 B0 F0 U0 ,wwwbwgbrgyygrroyogogowgygbborroyywgybyyoobbwwrrrbbgrwo
204,L1 D2 R1 B0 F0 U0 ,gogbwgbrgyyyrrgyowogowgygbborroyybobwyywobwwwrbrwbrogr
205,D2 R1 B0 F0 U0 ,oogwwggrgyyyrrgyowogoogybbbrrrryyrobybwyowwwwrbbwbbogg
206,R1 B0 F0 U0 ,oogwwggrgyyyrrgwwwogoogyoggboryyrrrrybwyowyowrbbwbbbbb
207,B0 F0 U0 ,oobwwwgrrygwyrwyrwoggoggoggbooyyyrrgybwyowyowrbbrbbrbb
208,F0 U0 ,wwwwwwgrryggyrryrroggoggoggbooyyyyyybbwoowoowrrrbbbbbb
209,U0 ,wwwwwwwwwgggrrrrrroooggggggyyyyyyyyybbboooooorrrbbbbbb
210,L1 R1 B1 D2 L2 B2 F1 D2 R2 L1 ,yowgwgbogwwborrrrgrwrwgbybygwbgybyywoywoororroygybgobb
211,R1 B1 D2 L2 B2 F1 D2 R2 L1 ,rowwwgyogwwborrrrggwrggbybybwbgybgywwrryorooooybybgoby
212,B1 D2 L2 B2 F1 D2 R2 L1 ,roowwyyoobrgwrrworgwwgggybgbwrgybgyywrryorooowybbbgbby
213,D2 L2 B2 F1 D2 R2 L1 ,oywwwyyoobrrwrowoogwwgggybgbwrgybrrggrryoryoobgyybbwbb
214,L2 B2 F1 D2 R2 L1 ,oywwwyyoobrrwroyoogwwgggwbbgrrbygrwbgrryorwoobgyybbybg
215,B2 F1 D2 R2 L1 ,gywbwyroobrrwroyoogwwbggybborrwygywboowroyrrgbgwybgybg
216,F1 D2 R2 L1 ,bwybwyroobrrwrryoogwwbggybborrwygwygoowooyrrggbygbywgb
217,D2 R2 L1 ,bwybwybwyrrrrrrooowgbwgbgbywygwygwygoooooorrrgbygbywgb
218,R2 L1 ,bwybwybwyrrrrrrrrrwgbwgbwgbgywgywgywooooooooogbygbygby
219,L1 ,bwwbwwbwwrrrrrrrrrwggwggwgggyygyygyyooooooooobbybbybby
220,L2 R0 B1 F2 U1 R1 L0 F1 B1 D2 ,grrbwborogobbrywrrygyygrywbrgooyygowowboobygbwwwgbygwr
