,mvt,rbk_str
33,L1 D0 F2 R1 B0 D1 F1 ,gogrwgryybwwyrrobwboowggbwwrbbryryygryygooggwobywborbo
34,D0 F2 R1 B0 D1 F1 ,bogwwgbyybwwyrrobwroorggywwobboyryygyowyogrggobrwbrrbg
35,F2 R1 B0 D1 F1 ,bogwwgbyybwwyrrywwroorggrggyooyybgrbyowyogrbgobrwbrobw
36,R1 B0 D1 F1 ,bogwwgooygwwgrrwwwggrggrooryybyybgrbyoyyoyrbbobrwbrobw
37,B0 D1 F1 ,boowwwooowrwwrwggwggggggooyyyryyrgrryoyyoyrbbbbrbbrbbw
38,D1 F1 ,wwwwwwooowrrwrrgggggggggooyyyryyryyrooyooybbbbbbbbbwrr
39,F1 ,wwwwwwooowrrwrrwrrgggggggggrrryyyyyyooyooyooybbbbbbbbb
40,U2 L1 B2 D2 F1 U1 R2 L2 F2 D2 ,gobwwggrrgowyrroogobwygoogbbyygywbyyybwrobrwwrbogbwrry
41,L1 B2 D2 F1 U1 R2 L2 F2 D2 ,rrggwwbogybwyrroogrboygoogbbyygywbyygowrobrwwobwgbwrry
42,B2 D2 F1 U1 R2 L2 F2 D2 ,rrgywwoogybwyrroogbboggobgbyyywywwyywbwoowgrrobbgbgrrr
43,D2 F1 U1 R2 L2 F2 D2 ,yywywwoogybgyrooowbboggobgbyyywywgrrgbwrowwrrrrrgbgbbo
44,F1 U1 R2 L2 F2 D2 ,yywywwoogybgyrowrrbboggobborrgwywyyygbwrowoowrrrgbgbgb
45,U1 R2 L2 F2 D2 ,yywywwyywgbgrrorrrooobgbbgbwwwwywyyygbgrooooorrrgbgbgb
46,R2 L2 F2 D2 ,wwwywyyyyooorrorrrgbgbgbbgbwwwwywyyyrrrrooooogbggbgbgb
47,L2 F2 D2 ,wwwywwyyyrrrorrooogbbbggbggwwwwyyyyyrrrrooooobbgbbgggb
48,F2 D2 ,wwwwwwyyyrrrorrooobbbggggggwwwyyyyyyooooorrrrbbbbbbggg
49,D2 ,wwwwwwwwwrrrrrroooggggggbbbyyyyyyyyyoooooorrrbbbbbbggg
50,B1 U0 R0 F1 D2 L2 U2 B2 R0 L1 ,brgwwrggoyyyorybygoobbgbywrorygybborwgwyowwrgrbogbowwr
51,U0 R0 F1 D2 L2 U2 B2 R0 L1 ,wywwwrggoyyborrbygoobbgbywrorygybgyybgwoowrrgoorbbwrgw
52,R0 F1 D2 L2 U2 B2 R0 L1 ,gwwgwyorwoororrbygyybbgbywrorygybgyyooboowrrgbgwbbwrgw
53,F1 D2 L2 U2 B2 R0 L1 ,gwbgwborrbooyrogrryyybgbywyorrgybgybooboowrrgwgwybwwgw
54,D2 L2 U2 B2 R0 L1 ,gwbgwbbygroorroorrybyygwybybwggybgybooroorrrowgwybwwgw
55,L2 U2 B2 R0 L1 ,gwbgwbbygroorrorroybyygwwgwbygbyggwbooroororrwgwybwyby
56,U2 B2 R0 L1 ,bwbbwbgygroorrorroybywgwwgwgyggygbwbrrorooroowgwybyyby
57,B2 R0 L1 ,gygbwbbwbrrorrorrowgwwgwwgwgyggygbwbrooroorooybyybyyby
58,R0 L1 ,bwbbwbbwbrrrrrrrrrwgwwgwwgwgyggyggygoooooooooybyybyyby
59,L1 ,bwwbwwbwwrrrrrrrrrwggwggwgggyygyygyyooooooooobbybbybby
60,F2 B1 L2 R1 D1 B2 R2 U2 L0 D2 ,ooowwbrbgorwrrggowbowygggbrrwwwywbrrggyyobyrybyyobgbyo
61,B1 L2 R1 D1 B2 R2 U2 L0 D2 ,ooowwbwwryrwbrgyowrbgggywobgbrwywbrrgggyoryrobyyobgbyo
62,L2 R1 D1 B2 R2 U2 L0 D2 ,yygwwbwwryrobroyoorbgggywobgbrwywwgwbggrorrroygoybybob
63,R1 D1 B2 R2 U2 L0 D2 ,gygwwbwwryrobroyoobbgygyoobybrwywwgworrrorggbygwybgbor
64,D1 B2 R2 U2 L0 D2 ,gybwwywwyooorroybybbgygboorybgwyywgborrrorggbwgwwbgror
65,B2 R2 U2 L0 D2 ,gybwwywwyooorrororbbgygbybygybbygywworrroroorwgwwbgggb
66,R2 U2 L0 D2 ,wwywwywwyooorrrroobbgygbybygybbygbygrrrooroorbgggbwwgw
67,U2 L0 D2 ,wwbwwgwwgoorrrrooobbwyggybbgyybyybyyrrroorooryggbbwggw
68,L0 D2 ,gwwgwwbwwrrrrrroooyggyggybbgyybyybyyoorooroorbbwbbwggw
69,D2 ,wwwwwwwwwrrrrrroooggggggbbbyyyyyyyyyoooooorrrbbbbbbggg
70,F1 B2 U1 D1 R1 U2 L0 B2 R1 D1 ,bbyywwbbrygoyroworrygrggrbogrgwyyogywrwoowybwboowbgbrg
71,B2 U1 D1 R1 U2 L0 B2 R1 D1 ,bbyywwyywggorrogorggoygbrrrwwwwyyogywrroobybbboowbgbrg
72,U1 D1 R1 U2 L0 B2 R1 D1 ,ygoywwyywggyrrogowggoygbrrrwwwwyyybbrrroobobbgrbgbwoob
73,D1 R1 U2 L0 B2 R1 D1 ,owwgwyyyyggorrogowrrrygbrrrwwwwyyybbgrboobobbggygbwoob
74,R1 U2 L0 B2 R1 D1 ,owwgwyyyyggorrooobrrrygbgowwybwybwwygrboobrrrggygbwobb
75,U2 L0 B2 R1 D1 ,owogwgyygoobgrogrorrwygygoywyrwybwwwgrboobrrrygybbwbbb
76,L0 B2 R1 D1 ,gyygwgowogrbgrogroygyygygoywyrwybwwwooboobrrrrrwbbwbbb
77,B2 R1 D1 ,byywwgwwogrbgrogroggyggyooyyyryybgwwrooroorbbrrwbbwbbw
78,R1 D1 ,wwgwwgwwogrrgrrgrrggyggyooyyyryybyyboooooobbbwbbwbbwrr
79,D1 ,wwwwwwwwwrrrrrrgggggggggoooyyyyyyyyyoooooobbbbbbbbbrrr
80,D1 F0 R1 U2 F2 B2 R1 F2 D1 B2 ,wwygwggorbroyrooywybyrgobbwrwbyygyborooroyrbwbggwbwgrg
81,F0 R1 U2 F2 B2 R1 F2 D1 B2 ,wwygwggorbroyrogrgybyrgooywbgowybryyrooroybbwbggwbwrbw
82,R1 U2 F2 B2 R1 F2 D1 B2 ,wwygwgwyogroororrgoryygbwoygybwybryyrobrogbbobggwbwrbw
83,U2 F2 B2 R1 F2 D1 B2 ,wwrgwwwyboogrrrgororyyggwoogyywybryyrobrogbboyggbbwbbw
84,F2 B2 R1 F2 D1 B2 ,bywwwgrwwrobrrrgoryggyggwoogyywybryyoogrogbboorybbwbbw
85,B2 R1 F2 D1 B2 ,bywwwgyygoobgrrgoroowggyggywwrwybryyoogrorbbrorybbwbbw
86,R1 F2 D1 B2 ,yyrwwgyygoobgrrgoooowggyggywwrwybwybrogrorbbrwbbwbbyro
87,F2 D1 B2 ,yyywwwyywbroorooggoorggggggwwwwyywyyrogrorbbrbbbbbbrro
88,D1 B2 ,yyywwwwwwrrorrogggggggggroowyywyywyyrooroobbbbbbbbbrro
89,B2 ,yyywwwwwwrrorrorrogggggggggyyyyyywwwroorooroobbbbbbbbb
90,D2 F1 R2 U1 D1 B1 R1 F2 U0 D1 ,ywwywwrrwooogrgrbbwgbbgorrygbbgyoyyyoobwoyrwwgbgybrorg
91,F1 R2 U1 D1 B1 R1 F2 U0 D1 ,ywwywwrrwooogrgrwwwgbbgoorgyyyoygbbgoobwoyrbbgbgybrrry
92,R2 U1 D1 B1 R1 F2 U0 D1 ,ywwywwogryooyrgywwbogggrwbobyboygbbgoowworrbrgbgybrrry
93,U1 D1 B1 R1 F2 U0 D1 ,ywbywgoggwwygryooyborggywbgbywoywbbroowworrbrobgrbrgry
94,D1 B1 R1 F2 U0 D1 ,bggwwgyyoborgryooyoowggywbgbywoywbbrobgworrbrwwyrbrgry
95,B1 R1 F2 U0 D1 ,bggwwgyyoborgrygryoowggyooywwryybbobobgworwbgwwyrbrrbr
96,R1 F2 U0 D1 ,wwowwgyyobobgrggrgoowggyooywwryybyyrbbgoorbbgyrrwbbwrr
97,F2 U0 D1 ,wwwwwwyyybggorrbggooogggooowwwyyyyyybbgoorbbgrrrbbbrrr
98,U0 D1 ,wwwwwwwwwgggrrrgggooogggoooyyyyyyyyybbbooobbbrrrbbbrrr
99,D1 ,wwwwwwwwwrrrrrrgggggggggoooyyyyyyyyyoooooobbbbbbbbbrrr
100,U2 R1 B0 D0 F2 B2 U2 R0 L2 F2 ,rwgbwbbrgwrogroyygwyrwgyrorbggwybbrwwooworybyygbyboogo
101,R1 B0 D0 F2 B2 U2 R0 L2 F2 ,grbbwbgwrwoogroyygygbwgyrorbggwybbrwwroworybywyryboogo
102,B0 D0 F2 B2 U2 R0 L2 F2 ,grobwygwwoogorywgyygbwgbrorbgbwyybrrwroworybywyrbboggo
103,D0 F2 B2 U2 R0 L2 F2 ,gyybwygwwoororrwgbygbwgbrorbgbwyywwyorororgbygbwgbyoor
104,F2 B2 U2 R0 L2 F2 ,gyybwygwwoororrrorygbwgbgbywwbwygyyborororoorgbwgbywgb
105,B2 U2 R0 L2 F2 ,gyybwybwwrorrrroorybgbgwbgywwgwygyyborrrooooogbwgbywgb
106,U2 R0 L2 F2 ,byybwybwwroorrroooybgbgwbgywwgwygyygrrrrooroobgwybgwbg
107,R0 L2 F2 ,wwbywbyybrrrrrrooobgwbgwbgywwgwygyygrooroorooybgybgwbg
108,L2 F2 ,wwwywwyyyorrorrorrbggbggbggwwwwyyyyyroorooroobbgbbgbbg
109,F2 ,wwwwwwyyyorrorrorrgggggggggwwwyyyyyyoorooroorbbbbbbbbb
110,F1 D0 U2 F0 L0 B2 F0 R0 L2 D1 ,wygbwgrrowwryrowboywgrgrbbrooboywyyyorgbogbwywobgbyggr
111,D0 U2 F0 L0 B2 F0 R0 L2 D1 ,wygbwgwywbwroroobogrrwgbyrbggyoywyyyoroborbwrwobgbyggr
112,U2 F0 L0 B2 F0 R0 L2 D1 ,wygbwgwywbwroroyrbgrrwgbbwryogyygywyoroborggrwobgbyobo
113,F0 L0 B2 F0 R0 L2 D1 ,wywgwbgyworooroyrbwobwgbbwryogyygywybwrborggrgrrgbyobo
114,L0 B2 F0 R0 L2 D1 ,wywgwbrrrgroyrowrbbwwwgorbbyooyygywybwybooggggrrgbyobo
115,B2 F0 R0 L2 D1 ,oywywbrrrgroyrowrbwwwggorbbboowygrwygbbgowgoygrygbyoby
116,F0 R0 L2 D1 ,ywrywbrrrgrgyrgwrgwwwggorbbboowygwyobbboowooyyboybgyrg
117,R0 L2 D1 ,ywrywbywbrrgrrgrrgrgwbgwbowwygwygwyobbbooooooyboybgyrg
118,L2 D1 ,ywwywwywwrrrrrrgggrggbggboowyywyywyybbboooooobbobbgrrg
119,D1 ,wwwwwwwwwrrrrrrgggggggggoooyyyyyyyyyoooooobbbbbbbbbrrr
120,F0 U1 R1 D2 L2 U0 D2 B1 U2 L1 ,yyowwbwbbyoyyrbgyybrrrggwgwowogybroogrroogwobgrrwbwbyg
121,U1 R1 D2 L2 U0 D2 B1 U2 L1 ,yyowwbbgrwoybrbbyywrbggrwgrgyygybroogrooowwoogrrwbwbyg
122,R1 D2 L2 U0 D2 B1 U2 L1 ,obrywgywbwrbbrbbyygroggrwgrgyygybroogrroowwoowoywbwbyg
123,D2 L2 U0 D2 B1 U2 L1 ,obbywwywwbbyrrywbbgrrgggwgbgyogyrrorgrroowwooooybbwyyg
124,L2 U0 D2 B1 U2 L1 ,obbywwywwbbyrrywoogrrgggyygrorrygoyggrroowwbbooybbwwgb
125,U0 D2 B1 U2 L1 ,rbbrwwowwbbyrrywoobrrwggyygooryygyygbbwwoorrgooybbgwgg
126,D2 B1 U2 L1 ,orrwwbwwbooyrrywoobbywggyygooryygyygbrrwoorrgbbwbbgwgg
127,B1 U2 L1 ,orrwwbwwbooyrryrrgbbywggwgggyygyyroobrrwoowoobbwbbgyyg
128,U2 L1 ,wwbwwbwwbooorrrrrrbbywggwgggyygyygyyrrroooooowggbbybby
129,L1 ,bwwbwwbwwrrrrrrrrrwggwggwgggyygyygyyooooooooobbybbybby
130,D2 R0 F2 L2 R0 D2 B1 R1 L0 U1 ,gbgbwbygbooryrrooogwyggbbgyyygoygwwworroorrwrwwwybybrb
131,R0 F2 L2 R0 D2 B1 R1 L0 U1 ,gbgbwbygbooryrrrwrgwyggbbrbwwwgyogyyorroorooowwwybybgy
132,F2 L2 R0 D2 B1 R1 L0 U1 ,gbybwbygbryowrorrrgwwggobrywwbgyygyworroorooobwwbbyggy
133,L2 R0 D2 B1 R1 L0 U1 ,gbybwbbwwoyorrorrryrboggwwgbgygyygyworroowoorbwwbbyggy
134,R0 D2 B1 R1 L0 U1 ,bbygwbgwwoyorrorrryrbyggwwgggybyybywroowoorrobwwbboggy
135,D2 B1 R1 L0 U1 ,bbbgwggwgrrorryrooyryygywwwgggbybbybroowoorrowwwbboygy
136,B1 R1 L0 U1 ,bbbgwggwgrrorryrroyryygyygybybbybgggroowooroowwwbbowww
137,R1 L0 U1 ,rwrgwggwgrrbrrbrrbyryygyygybybbyboyogoogoogoowowwbwwbw
138,L0 U1 ,rwwgwwgwwbbbrrrrrryrryggyggbyybyyoyygoogoogoooowbbwbbw
139,U1 ,wwwwwwwwwbbbrrrrrrrrrggggggyyyyyyyyygggooooooooobbbbbb
140,U1 D1 R2 B1 U0 R2 D0 U2 L0 F1 ,ooowwwyggrgwbrrwrobyyygoyggrrroyywwywroyoorwbbggbbbgbb
141,D1 R2 B1 U0 R2 D0 U2 L0 F1 ,owgowgowybyybrrwrowroygoyggrrroyywwybggyoorwbrgwbbbgbb
142,R2 B1 U0 R2 D0 U2 L0 F1 ,owgowgowybyybrrgbbwroygowroryyrywrowbggyooyggrgwbbbrwb
143,B1 U0 R2 D0 U2 L0 F1 ,owyowwowwbbgrrbyybwrrygbwrrrygrygroybggyooyggogwobbowb
144,U0 R2 D0 U2 L0 F1 ,yybowwowwbborrwyyywrrygbwrrrygrygbbgrggoooyggwbbgbwooo
145,R2 D0 U2 L0 F1 ,ooywwywwbwbbrrwyyybboygbwrrrygrygbbgwrroooyggrgggbwooo
146,D0 U2 L0 F1 ,oogwwgwwgyyywrrbbwbboyggwrrryyryybbbwrroooyggrggbbwooo
147,U2 L0 F1 ,oogwwgwwgyyywrrwrrbboyggyggbrrbyybyywrroooooorggbbwbbw
148,L0 F1 ,gwwgwwgoowrrwrrwrrrggyggyggbrrbyybyyyyyoooooobbobbwbbw
149,F1 ,wwwwwwooowrrwrrwrrgggggggggrrryyyyyyooyooyooybbbbbbbbb
150,B0 R2 U2 B2 D1 L0 U1 F0 R1 B0 ,brwowobbbrggyrgwwbwwwygryyogbgryggyrobowooobrrwyrboygy
151,R2 U2 B2 D1 L0 U1 F0 R1 B0 ,ggbowobbbrgryrywwgwwwygryyogbgrygowowboroobbryrrgbwyoy
152,U2 B2 D1 L0 U1 F0 R1 B0 ,gggowgbbogwwyryrgrwwyyggyyygbbryoowbwboroobbrorrrbwwoy
153,B2 D1 L0 U1 F0 R1 B0 ,obbgwogggwboyryrgrorryggyyygbbryoowbgwwroobbrwwyrbwwoy
154,D1 L0 U1 F0 R1 B0 ,bwogwogggwbbyrrrggorryggyyygbbryobborwwyooobryowwbryww
155,L0 U1 F0 R1 B0 ,bwogwogggwbbyrrywworryggrggboobybgrbrwwyooyyyyowwbrobr
156,U1 F0 R1 B0 ,rworwowggwbbyrrywwbrrggggggoooyybrrbyyryowyowyogwbbobb
157,F0 R1 B0 ,oogwwgrrwbrryrrywwyyrggggggoooyybrrbyogyowyowwbbwbbobb
158,R1 B0 ,oogwwgwwgrrrrrrwwwggyggyggryybyybrrbyooyooyoowbbwbbobb
159,B0 ,ooowwwwwwrrwrrwrrwgggggggggyyyyyyrrryooyooyoobbbbbbbbb
160,R0 F1 U1 L2 R0 U2 L2 R2 F2 B1 ,ywrrwwyrwbrygrybggbgrggywyorowyyowoogbowoworgborbbbybg
161,F1 U1 L2 R0 U2 L2 R2 F2 B1 ,ywrrwyyrobgbgrrgyybgwggowyoroyyybwobgbowoworgworwbbrbg
162,U1 L2 R0 U2 L2 R2 F2 B1 ,ywrrwybggygborrryywooggybgwowgyybwobgbowororyworwbbrbg
163,L2 R0 U2 L2 R2 F2 B1 ,rygwwgyrbwooorrryygboggybgwowgyybwobworwororyygbwbbrbg
164,R0 U2 L2 R2 F2 B1 ,oygywgwrbwooorrryygbobgybgwrwgwybyobyrorowrowygbwbgrbg
165,U2 L2 R2 F2 B1 ,oyoywywrwrowyroyrogbgbgbbgbrwrwywyoyyrorowrowbgbgbggbg
166,L2 R2 F2 B1 ,wrwywyoyoyroyroyrobgbbgbbgbrwrwywyoyrowrowrowgbggbggbg
167,R2 F2 B1 ,rrwwwyyyoyroyroyroggbggbggbwwryywooyworworworgbbgbbgbb
168,F2 B1 ,rrrwwwyyyoryoryorygggggggggwwwyyyoooworworworbbbbbbbbb
169,B1 ,rrrwwwwwwrryrryrrygggggggggyyyyyyooowoowoowoobbbbbbbbb
170,R1 F2 U0 L1 B2 F1 U2 R0 B0 U1 ,rworwoybgwwyrrgwybbwrbggrroyyggybwwobboooorygggyobywrb
171,F2 U0 L1 B2 F1 U2 R0 B0 U1 ,rwwrwoybgygbwrywrwbwobgorrgyyrgygwwobboooorygogybbygrb
172,U0 L1 B2 F1 U2 R0 B0 U1 ,rwwrworyyggboryorwgrrogbowbgbygygwwobbwoowryyogybbygrb
173,L1 B2 F1 U2 R0 B0 U1 ,rrrywwyowogyoryorwggbogbowbgbygygwwogrroowryybbwbbygrb
174,B2 F1 U2 R0 B0 U1 ,grrowwoowogyoryorwggbggbwwbbbyyygwworwyroygorbbybbygrr
175,F1 U2 R0 B0 U1 ,owwowwoowoggorrorrggbggbwwbbbyyygrrgwwyyoyyorrrgybbybb
176,U2 R0 B0 U1 ,owwowwoooyggbrrbrrbbbggwggwyyryygrrgwwwyooyoorrgybbybb
177,R0 B0 U1 ,ooowwowwowwwbrrbrrrrgggwggwyyryygrrgyggyooyoobbbybbybb
178,B0 U1 ,oogwwwwwwbbwrrwrrwrrrggggggyyyyyyrrbyggyooyooobbobbobb
179,U1 ,wwwwwwwwwbbbrrrrrrrrrggggggyyyyyyyyygggooooooooobbbbbb
180,R2 U0 F1 D2 B1 F0 L1 B1 R0 U0 ,yboywggrbyogorgwoyrwrygbbggryrgywbbgbbyrooorwwrowbyoww
181,U0 F1 D2 B1 F0 L1 B1 R0 U0 ,ybrywwgrgyowgrogoyrwoygwbgwryogygbbbbbyrooorwgrobbyrww
182,F1 D2 B1 F0 L1 B1 R0 U0 ,gyyrwbgwrgrogrogoyyowygwbgwryogygbbbrworooorwbbybbyrww
183,D2 B1 F0 L1 B1 R0 U0 ,gyyrwbgggoroyroroywwwoggyyboowgygbbbrwrroworgbbybbyrww
184,B1 F0 L1 B1 R0 U0 ,gyyrwbgggoroyroorgwwwoggrwwbbbgygwoorwrrowroybbybbyyyb
185,F0 L1 B1 R0 U0 ,rrrrwbgggorgyryorywwwoggrwwbbbgyggoowwroowooyyybbbybby
186,L1 B1 R0 U0 ,rrrrwbywrgrggrygryrowwgwwgwoyogyggoowwbooboobyybbbybby
187,B1 R0 U0 ,rrrwwbwwrgrggrygryoowggwggwyyoyygboobbbwoowooyyybbrbbr
188,R0 U0 ,wwbwwbwwrgrrgrrgrroowggwggwyyoyygyygbbbooooooyrrybbybb
189,U0 ,wwwwwwwwwgggrrrrrroooggggggyyyyyyyyybbboooooorrrbbbbbb
190,L2 R0 D0 B1 U0 R2 L0 F1 U0 D0 ,wwgrwoorobywgrwbrwgywbgobgrowywybrbrrgygoygryoogbbyboy
191,R0 D0 B1 U0 R2 L0 F1 U0 D0 ,owgwworrobywgrwbrwyywygoggrwwyrybobryrgyogygroobbbbbog
192,D0 B1 U0 R2 L0 F1 U0 D0 ,owwwworrrbgbrrywwwyyyygbggrwwbryboboyrgyogygroobobbgog
193,B1 U0 R2 L0 F1 U0 D0 ,owwwworrrbgbrryggryyyygbygrorwbywobbyrgyoggogoobobbwww
194,U0 R2 L0 F1 U0 D0 ,gyywworrrbgorrwggwyyyygbygrorwbywryborgbogbogbbwobwoow
195,R2 L0 F1 U0 D0 ,rwgrwyroybbwrrwggwbgoygbygrorwbywrybyyybogbogorgobwoow
196,L0 F1 U0 D0 ,rwwrwwrobwggwrrwbbbgoygoygoorgbyyryyyyybogbogrrgbbwoow
197,F1 U0 D0 ,wwwwwwgobwggwrrwbbrgorgorgobrgyyyyyybbyooyggyrrrbbbooo
198,U0 D0 ,wwwwwwwwwgggrrrbbbooogggrrryyyyyyyyybbbooogggrrrbbbooo
199,D0 ,wwwwwwwwwrrrrrrbbbggggggrrryyyyyyyyyoooooogggbbbbbbooo
200,F2 U0 L2 D2 U1 R1 D0 U2 B1 F2 ,yybwwgwyrbowwroyggroyogbbyrwbgrywyyworgroboborggwbgorb
201,U0 L2 D2 U1 R1 D0 U2 B1 F2 ,yybwwggbwoowbrogggrybbgoyorrywrywyyworyrowobbrggwbgorb
202,L2 D2 U1 R1 D0 U2 B1 F2 ,gwybwywgbrggbrogggoowbgoyorrywrywyywrybrowobborywbgorb
203,D2 U1 R1 D0 U2 B1 F2 ,rwyrwyygbrggbrogggbowggoyorgywbywwywbboworbyrorywbboro
204,U1 R1 D0 U2 B1 F2 ,rwyrwyygbrggbrobyrbowggoorowywwybwygbboworgggorywbbyor
205,R1 D0 U2 B1 F2 ,yybwwgrrybowbrobyrbboggoorowywwybwygoryworgggrggwbbyor
206,D0 U2 B1 F2 ,yyywwwrrrwororybbbbbbgggorywyowyowyooryworggggggbbbwor
207,U2 B1 F2 ,yyywwwrrrwororyorybbbggggggwwwyyyooooryworworgggbbbbbb
208,B1 F2 ,rrrwwwyyyoryoryorygggggggggwwwyyyoooworworworbbbbbbbbb
209,F2 ,wwwwwwyyyorrorrorrgggggggggwwwyyyyyyoorooroorbbbbbbbbb
210,U1 B1 L2 R2 B1 D0 F1 L1 R1 D0 ,gbwowwyybwgrgrgrroboobgowrgrbybygyygyworowbogbyoybwwrr
211,B1 L2 R2 B1 D0 F1 L1 R1 D0 ,wwbbwygoyboogrgrroywobgowrgrbybygyygbyorowbogwgrybwwrr
212,L2 R2 B1 D0 F1 L1 R1 D0 ,brbbwygoybowgrwrrbywobgowrgrbybygogoyyoyowgogrwrgbrwyw
213,R2 B1 D0 F1 L1 R1 D0 ,rrbbwyooybowgrwrrbwworgorrgbbybygggogogwoyoyyrwwgbbwyy
214,B1 D0 F1 L1 R1 D0 ,rrybwgooobrrwrgwobwwwrggrrrbbbbyyggygogwoyoyygwwobboyy
215,D0 F1 L1 R1 D0 ,owgbwgooobrrwrrwoywwwrggrrrbbbbyybgrgoggoyyyywbywbygoo
216,F1 L1 R1 D0 ,owgbwgooobrrwrrrrrwwwrggyyybbbgybrybgoggoygoowbywbywoy
217,L1 R1 D0 ,owgbwgbwrbrrbrrbrrwgywgywrygyogybrybgoogoogoowbywbywoy
218,R1 D0 ,wwgwwgwwrbrrbrrbrrggyggyrryyyoyybyyboooooogggwbbwbbwoo
219,D0 ,wwwwwwwwwrrrrrrbbbggggggrrryyyyyyyyyoooooogggbbbbbbooo
220,B2 R1 D2 B0 U1 R0 L0 F2 U2 L2 ,owbywybbwboooryoggorrwggrygyrwbyrrrrggygooyogwbybbwwwb
221,R1 D2 B0 U1 R0 L0 F2 U2 L2 ,rrrywybbwboyorgoggorrwggrygyrwbyrbwoggyyoooogbwwwbbybw
222,D2 B0 U1 R0 L0 F2 U2 L2 ,rryywwbbbyggorgbooorrwgyrywyrrbygbwgggyyoooogowwrbbwbw
