,mvt,rbk_str
72,F2 B0 R1 F2 D0 U2 L0 D1 ,yorwwyowgobwrrwrrgbbwyggwggbyyyybboorrwboryorgwbgboygo
73,B0 R1 F2 D0 U2 L0 D1 ,yorwwyyybrbwrrwwrgggwggywbbgwoyybboorrrboryoogwbgboygo
74,R1 F2 D0 U2 L0 D1 ,wwgwwyyybrborrowrbggwggywbbgwoyybrbyrrrooryooygggbwoob
75,F2 D0 U2 L0 D1 ,wwowwgyyyoobbrrrrwgggggywbbgwwyyyrbbrrrooryooyggbbwoob
76,D0 U2 L0 D1 ,wwowwgwwgoobrrrrrwbbwygggggyyyyyyrbbrrroobyooyggbbwoob
77,U2 L0 D1 ,wwowwgwwgoobrrrgggbbwyggyooryybyybyyrrrooboobyggbbwrrw
78,L0 D1 ,gwwgwwowwrrrrrrgggyggyggyooryybyybyyoobooboobbbwbbwrrw
79,D1 ,wwwwwwwwwrrrrrrgggggggggoooyyyyyyyyyoooooobbbbbbbbbrrr
80,U2 B0 F0 D1 R0 F1 B0 U2 R1 D2 ,yobgwgyyobryyrorygggwggrbbbyywryorrwowrboowwrowgbbwobg
81,B0 F0 D1 R0 F1 B0 U2 R1 D2 ,oyygwgboyowryrorygowgggrbbbyywryorrwbryboowwrggwbbwobg
82,F0 D1 R0 F1 B0 U2 R1 D2 ,roggwgboyowwyrrryrowgggrbbbyywryobbwyryyooowrobgbbggww
83,D1 R0 F1 B0 U2 R1 D2 ,roggwgroybwworryyrbgobgwbrgryoryobbwyryyoyowwobgbbggww
84,R0 F1 B0 U2 R1 D2 ,roggwgroybwworrgwwbgobgwyyroowyybrrbyryyoybrgobgbbgoww
85,F1 B0 U2 R1 D2 ,roogwwrorgobwrwwrwbgwbgbyyboooyybrroyryyoybrgybggbggww
86,B0 U2 R1 D2 ,roogwwgwwooborworwwbbggybbyyygyybrroyrryoobrrybggbggww
87,U2 R1 D2 ,bwwgwwgwwoooorrorrwbbggybbyyygyybyyborrooorrrggywbbwgg
88,R1 D2 ,wwgwwgwwborrorrorrggyggybbyyygyybyyboooooorrrwbbwbbwgg
89,D2 ,wwwwwwwwwrrrrrroooggggggbbbyyyyyyyyyoooooorrrbbbbbbggg
90,F2 B1 R0 D1 F2 U0 R1 F2 D0 U2 ,rrbwwwbyyoorbrbbrgwggygybbyrwoyygyowggogorrowywwrboobg
91,B1 R0 D1 F2 U0 R1 F2 D0 U2 ,rrbwwwowrworrrborgybbygyggwyybyygyowggbgobrooywwrboobg
92,R0 D1 F2 U0 R1 F2 D0 U2 ,rggwwwowrworrrrorbybbygyggwyybyyggbrygboobwoowogwbbyro
93,D1 F2 U0 R1 F2 D0 U2 ,rgbwwyowworwrrobrrybbyggggryyyyywgbwygboobwoorogwbbgro
94,F2 U0 R1 F2 D0 U2 ,rgbwwyowworwrrogroybbyggbrrywwyybyygygboobggrrogwbbwoo
95,U0 R1 F2 D0 U2 ,rgbwwywwyrrwbrobrorrbggybbywwoyybyygyggoorggorogwbbwoo
96,R1 F2 D0 U2 ,wwrwwgyybrogbrobrorrwggybbywwoyybyygrrboorggoyggwbbwoo
97,F2 D0 U2 ,wwwwwwyyygooorrrbbrrrgggbbbwwwyyyyyyrrboorggogggbbbooo
98,D0 U2 ,wwwwwwwwwooorrrbbbbbbgggrrryyyyyyyyyrrroooggggggbbbooo
99,U2 ,wwwwwwwwwooorrrrrrbbbggggggyyyyyyyyyrrroooooogggbbbbbb
100,B0 D2 F2 B0 U1 D0 F0 U1 R1 F2 ,yywrwwbbrgoogroygorrwggogworrbyyroyyrywwowwbygobbbbggb
101,D2 F2 B0 U1 D0 F0 U1 R1 F2 ,ooorwwbbrgoygryygorrwggogworrbyyrrwwwywyowybygbggbobbb
102,F2 B0 U1 D0 F0 U1 R1 F2 ,ooorwwbbrgoygryybyrrwggobbbwwrryybrrwywyowygogbggbogwo
103,B0 U1 D0 F0 U1 R1 F2 ,ooorwwrwwooywrywbybbboggwrrrbbryybrrwyyyogygggbggbogwo
104,U1 D0 F0 U1 R1 F2 ,yyyrwwrwwoorwrrwbbbbboggwrrrbbryywyyoyyoogogggggwbboog
105,D0 F0 U1 R1 F2 ,ywwywwyrrbbbwrrwbboyyoggwrrrbbryywyygggoogoggoorwbboog
106,F0 U1 R1 F2 ,ywwywwyrrbbbwrrwrroyyoggoggwrryybyybgggoogoogoorwbbwbb
107,U1 R1 F2 ,ywwywwgggybbrrrrrroooggyggywwbyybyybggwoorooroorwbbwbb
108,R1 F2 ,wwgwwgyygooorrrrrrggwggyggywwbyybyyboorooroorybbwbbwbb
109,F2 ,wwwwwwyyyorrorrorrgggggggggwwwyyyyyyoorooroorbbbbbbbbb
110,R2 F2 D1 B2 U2 L1 F1 R1 D0 F2 ,byggwborbyyogrooowwyrggwwbbrwyrybrbbrogroygggyowwbwory
111,F2 D1 B2 U2 L1 F1 R1 D0 F2 ,byygwborbwooorgoyywyoggwwbyrwgrybrbbrogroygggbowwbwrry
112,D1 B2 U2 L1 F1 R1 D0 F2 ,byygwbgwrgooyrggyyybwwggoywbrorybrbbroorooggwbowwbwrry
113,B2 U2 L1 F1 R1 D0 F2 ,byygwbgwrgooyrgrryybwwgggyyobbrybbrrrooroooywbowwbwggw
114,U2 L1 F1 R1 D0 F2 ,rrbgwbgwrgooyrrrrrybwwgggyyobbrybyybyoogoooywwggwbwwob
115,L1 F1 R1 D0 F2 ,rwgbwgbrryooyrrrrrwggwgggyyobbrybyybgoogoooywybwwbwwob
116,F1 R1 D0 F2 ,wwgwwggrryooyrrrrroggrggyyybbbwybwyboowooyggoybbwbbwor
117,R1 D0 F2 ,wwgwwgyyrboobrrbrrggyggyorywyowybwybooroorgggybbwbbwor
118,D0 F2 ,wwwwwwyyyorrorrbbbggggggorrwyywyywyyooroorgggbbbbbboor
119,F2 ,wwwwwwyyyorrorrorrgggggggggwwwyyyyyyoorooroorbbbbbbbbb
120,F1 U2 R2 L2 D0 F1 B0 R1 F0 B2 ,oworwrwwryywrrryyrbbgogbbbgyyowygwywywrooboorbgbgbggog
121,U2 R2 L2 D0 F1 B0 R1 F0 B2 ,oworwryryoywyrryyrgbgbgbbobrbrwygwywywroowoowbgbgbggog
122,R2 L2 D0 F1 B0 R1 F0 B2 ,yryrwrowoywryrryyrbgbbgbbobrbrwygwywoywoowoowgbggbggog
123,L2 D0 F1 B0 R1 F0 B2 ,yrrrwgowwryyrryrwybggbggbogrbywyrwyooywoowoowbbgbbgbog
124,D0 F1 B0 R1 F0 B2 ,rrrwwgwwwryyrryrwygggggggogybyryroyowoowoowyobbbbbbbob
125,F1 B0 R1 F0 B2 ,rrrwwgwwwryyrrygogggggggwyooryyyborywoowoobobbbbbbbrwy
126,B0 R1 F0 B2 ,rrrwwgrrgyyyrryoogggoggyggwoobyyborywowwowbowbbbbbbrwy
127,R1 F0 B2 ,yygwwgrrgyyyrrroooggoggyggwoobyybwwbrowrowrowrbbwbbybb
128,F0 B2 ,yyywwwrrryroyroyrogggggggggoooyyywwwrowrowrowbbbbbbbbb
129,B2 ,yyywwwwwwrrorrorrogggggggggyyyyyywwwroorooroobbbbbbbbb
130,U0 R0 D1 L1 U0 D2 R0 U1 B2 D0 ,ryobwwybobgbrrbroworwwgwbowyggyyyyyowogroorrrybbwbgggg
131,R0 D1 L1 U0 D2 R0 U1 B2 D0 ,ybrbwyowoybbrrbrowbgbwgwbowyggyyyyyoorwroorrrwogwbgggg
132,D1 L1 U0 D2 R0 U1 B2 D0 ,ybbbwwowwrryorbwbbbggwgybooyggyywyyworwroorrroogybgrgg
133,L1 U0 D2 R0 U1 B2 D0 ,ybbbwwowwrryorbrggbggwgywbbgwwgyyyyyorwrooboooogybgrrr
134,U0 D2 R0 U1 B2 D0 ,bbbwwwwwwrryorbrgggggggyybbrwwgyygyywoorooorboooybbrry
135,D2 R0 U1 B2 D0 ,wwbwwbwwboooorbrggrryggyybbrwwgyygyygggrooorbwooybbrry
136,R0 U1 B2 D0 ,wwbwwbwwboooorborbrryggyrryyygyygwwrgggroorggwooybbybb
137,U1 B2 D0 ,wwywwywwyooorrobborrggggrrryyyyyywwwgggroorggboobbbbbb
138,B2 D0 ,yyywwwwwwrrgrrobboggggggrrryyyyyywwwbooroorggooobbbbbb
139,D0 ,wwwwwwwwwrrrrrrbbbggggggrrryyyyyyyyyoooooogggbbbbbbooo
140,B2 U1 D2 L0 R1 B0 D0 F1 U2 D2 ,rygowoobbrbwgrroyogwwrgyrbbgrygyrbbwygyoogrwwoogwbwbyy
141,U1 D2 L0 R1 B0 D0 F1 U2 D2 ,wbbowoobbrbrgrooyygwwrgyrbbgrygyrgyrogyrogwwwyybwbwgoo
142,D2 L0 R1 B0 D0 F1 U2 D2 ,bobbwbwoogwwgrooyyogyrgyrbbgrygyrgyryybrogwwwrbrwbwgoo
143,L0 R1 B0 D0 F1 U2 D2 ,bobbwbwoogwwgrowwwogyrgygoorygrygyrgyybrogoyyrbrwbwrbb
144,R1 B0 D0 F1 U2 D2 ,bobwwbroogwwgrowwwbgybgywoooygryggrgoryyoyygbrbywbrrbr
145,B0 D0 F1 U2 D2 ,borwwwrorwowwrwggwbgbbgbwoooyyryygrooryyoyygbgbygbrgbr
146,D0 F1 U2 D2 ,wwwwwwrorwoowrrgggbgbbgbwoooyyryyoyyrryooybgbgggbbbrry
147,F1 U2 D2 ,wwwwwwrorwoowrrwoobgbbgbbgboroyyyyyyrryooyrrygggbbbggg
148,U2 D2 ,wwwwwwwwwooorrrooobbbgggbbbyyyyyyyyyrrrooorrrgggbbbggg
149,D2 ,wwwwwwwwwrrrrrroooggggggbbbyyyyyyyyyoooooorrrbbbbbbggg
150,D2 U0 F1 D2 U2 R1 B2 U0 L0 F2 ,gwwgwoggobygyrgboyoowrgbygwbwrbywrrgrrwrowyoorbyybboyb
151,U0 F1 D2 U2 R1 B2 U0 L0 F2 ,gwwgwoggobygyrgyoooowrgboybgrrwybrwbrrwrowboyrbyybbygw
152,F1 D2 U2 R1 B2 U0 L0 F2 ,ggggwwoowrbyyrgyoobygrgboybgrrwybrwboowrowboyrrwybbygw
153,D2 U2 R1 B2 U0 L0 F2 ,ggggwwryyrbyrrggoogbbygybrowwywybrwboowrooboorrwybbygw
154,U2 R1 B2 U0 L0 F2 ,ggggwwryyrbyrrgboogbbygyygwbwrbywywwoowroogoorrwybbbro
155,R1 B2 U0 L0 F2 ,yyrwwggggoowrrgboorrwygyygwbwrbywywwrbyroogoogbbybbbro
156,B2 U0 L0 F2 ,yybwwygggwgooroorbrrryggyggbwwbyyywwrbyroogoowbbwbbrro
157,U0 L0 F2 ,wwywwygggwggorrorrrrryggyggbwwbyybyybbyooooooorrbbwbbw
158,L0 F2 ,gwwgwwgyyorrorrorrwggyggyggbwwbyybyyrrroooooobbybbwbbw
159,F2 ,wwwwwwyyyorrorrorrgggggggggwwwyyyyyyoorooroorbbbbbbbbb
160,R1 U1 B1 D0 F0 R1 L2 D2 F1 U2 ,oyoowbybowyygrwwwrgwgggrwrbrbooyrrybyyrwooybggrbobgwgb
161,U1 B1 D0 F0 R1 L2 D2 F1 U2 ,oywowoybgywryrwwgwgwoggbwrorbgoyrrybyyrwooybgbrbrbgogb
162,B1 D0 F0 R1 L2 D2 F1 U2 ,wogywbooygwoyrwwgwyyrggbwrorbgoyrrybbrbwooybgywrrbgogb
163,D0 F0 R1 L2 D2 F1 U2 ,ywbywbooygwwyrowggyyrggbwrorbgoyrwworrbyoobbgrgbwbgyro
164,F0 R1 L2 D2 F1 U2 ,ywbywbooygwwyrowroyyrggbbbgworwyborgrrbyooyrorgbwbgwgg
165,R1 L2 D2 F1 U2 ,ywbywboobowworoyrobgybgygbrwygwyborgrrwyooyrrrgbwbgwgg
166,L2 D2 F1 U2 ,ywwywwoorwoowrrooybgbbgbgbbwyywyyorrrrwyooyrrggbbbgggg
167,D2 F1 U2 ,wwwwwwoorwoowrrooyggbggbbbbyyyyyyorrrryooywrrgggbbbggb
168,F1 U2 ,wwwwwwoorwoowrrwrrggbggbggbrroyyyyyyrryooyooygggbbbbbb
169,U2 ,wwwwwwwwwooorrrrrrbbbggggggyyyyyyyyyrrroooooogggbbbbbb
170,B2 D1 L2 R0 F2 L0 B1 U0 F2 D0 ,bywrwogwoyygrroworrgbwgyorbwgooyworyrwybobybgrgwgbybbg
171,D1 L2 R0 F2 L0 B1 U0 F2 D0 ,yrorwogwoyyyrrbworrgbwgyorbwgooywwybrwyoobgbggbbybgwgr
172,L2 R0 F2 L0 B1 U0 F2 D0 ,yrorwogwoyyyrrbwgrrgbwgyworowbgyywowrwyooborbgbbybggbg
173,R0 F2 L0 B1 U0 F2 D0 ,orogwowwoyyyrrbwgrggbggyborywbryygowbrobooywrgbwybwgbr
174,F2 L0 B1 U0 F2 D0 ,orbgwywwrwrygryrbyggbggybowywgryygogbrobooywrobwobwobr
175,L0 B1 U0 F2 D0 ,orbgwygwyrryoryobywobyggbggrwwryygogbrrbogywwobwobwobr
176,B1 U0 F2 D0 ,rrbwwywwyrryoryobyoobggggggwwwyyybogybbworwgrobgobrobr
177,U0 F2 D0 ,wwywwywwyrrrorrobboobggggggwwwyyyyyybbboorggrgrrbbbooo
178,F2 D0 ,wwwwwwyyygrrorrobbrrrggggggwwwyyyyyyooboorggrbbbbbbooo
179,D0 ,wwwwwwwwwrrrrrrbbbggggggrrryyyyyyyyyoooooogggbbbbbbooo
180,B2 R2 L1 F1 R2 B2 U0 F1 D1 B0 ,bwwbworybygrwrbwggyoroggybgoyrgyybywowgwoborgbryrboorw
181,R2 L1 F1 R2 B2 U0 F1 D1 B0 ,wybbworybygowrwwgoyoroggybgoyrgyywwbgwgbobrrgwroobryrb
182,L1 F1 R2 B2 U0 F1 D1 B0 ,wyrbwyrybogwwrwogyyoyogoybwoybgyowwbgwgbobrrggrogbrrrb
183,F1 R2 B2 U0 F1 D1 B0 ,yyrowyyybogwwrwogyooyggowbwbybryoowbgbgworgbrgrrgbbrrw
184,R2 B2 U0 F1 D1 B0 ,yyrowyowobgwyrwbgyyowogbogwgrrryoowbgbbwoygbygrrgbbrrw
185,B2 U0 F1 D1 B0 ,yyrowoowbygbwrywgbyoroggogggrrryyowogbbwoygbywrrbbbwrw
186,U0 F1 D1 B0 ,owoowoowbyggwrwwggyoroggogggrrryyryybbbyoybbywrwbbbrrw
187,F1 D1 B0 ,ooowwwboowrwwrwwggyggoggogggrrryyryyyoryoybbybbbbbbrrw
188,D1 B0 ,ooowwwwwwrrwrrwgggggggggyooryyryyryyyooyoobbbbbbbbbrrw
189,B0 ,ooowwwwwwrrwrrwrrwgggggggggyyyyyyrrryooyooyoobbbbbbbbb
190,R1 D2 F0 R2 B1 D1 R2 U2 B0 D2 ,orowwrrwgwygbrbowbyorbgrbgwrybyybgoryrgwoooowwgbybgygy
191,D2 F0 R2 B1 D1 R2 U2 B0 D2 ,orywwyrwwgbbyrwwboyoobgrbggryryyrgowyrgwoooowrgbbbgbgy
192,F0 R2 B1 D1 R2 U2 B0 D2 ,orywwyrwwgbbyrwoowyoobgrbgywogryyryryrgwoowborgbbbgbgg
193,R2 B1 D1 R2 U2 B0 D2 ,orywwyoogrbbwrwwowbbyggoyrooygryyryryrwwoowbgrgbbbgbgg
194,B1 D1 R2 U2 B0 D2 ,orgwwyoorwowwrwbbrbbbggbyrroyyryyrygyrwwoowbgogbobgygg
195,D1 R2 U2 B0 D2 ,wwywwyoorwoowrrbbgbbbggbyrroyyryyrwwrrwyoogbgbgggbgooy
196,R2 U2 B0 D2 ,wwywwyoorwoowrrooybbbggbbbgyywyyworrrrwyooyrrbgggbggbg
197,U2 B0 D2 ,wwwwwwooryoorrwoowbbggggbbbyyyyyyorrrrwyooyrrgggbbgbbg
198,B0 D2 ,roowwwwwwrrwrrwoowggggggbbbyyyyyyorryooyooyrrbbgbbgbbg
199,D2 ,wwwwwwwwwrrrrrroooggggggbbbyyyyyyyyyoooooorrrbbbbbbggg
200,U1 F1 L1 B1 U2 D1 L2 U2 R2 B1 ,obbowroybygwwrwygwborrggybgbyobyyrogwwwboygworrgrborgy
201,F1 L1 B1 U2 D1 L2 U2 R2 B1 ,brbbwyoooborwrwygwwwwrggybgbyobyyrogrrgboygwoygwrborgy
202,L1 B1 U2 D1 L2 U2 R2 B1 ,brbbwybwyooryrwbgwwggwgbwrygyobyyrogrroboogwoygwrborgy
203,B1 U2 D1 L2 U2 R2 B1 ,wrbwwywwyooryrwbgwgggbgbrryyyooyywogooorowrbgygbrbbrgb
204,U2 D1 L2 U2 R2 B1 ,rrowwywwyoowyrrbgbgggbgbrryyyooyywwrwoooowgbgbbbgbgyrr
205,D1 L2 U2 R2 B1 ,ywwywworrwooyrrbgbbbbbgbrryyyooyywwroowoowgbgggggbgyrr
206,L2 U2 R2 B1 ,ywwywworrwooyrryrrbbbbgbbgboyryywyowoowoowrryggggbggbg
207,U2 R2 B1 ,owwywwyrrwooyrryrrgbbggbggbyyryywoowyrrwoowooggbgbbgbb
208,R2 B1 ,rrywwywwoyrryrryrrggbggbggbyyryywoowwoowoowoogbbgbbgbb
209,B1 ,rrrwwwwwwrryrryrrygggggggggyyyyyyooowoowoowoobbbbbbbbb
210,D2 F0 R1 U1 B0 L0 D1 F2 R1 L1 ,oyyywwyggwobgrbboggwrrgoowoyrwbyywbwggrbogrwbrryobroyb
211,F0 R1 U1 B0 L0 D1 F2 R1 L1 ,oyyywwyggwobgrbrwbgwrrgooybwbwyybwryggrbogbogrryobrowo
212,R1 U1 B0 L0 D1 F2 R1 L1 ,oyyywwggryobgrbgwborgygwborrgwyybwryggwbobbowrryobrowo
213,U1 B0 L0 D1 F2 R1 L1 ,oyoywoggrbbborwyggoryygwborrggyywwrrggwbobbowyrybbrwwo
214,B0 L0 D1 F2 R1 L1 ,oorywgoygoryorwyggggwygwborrggyywwrryrybobbowbbbbbrwwo
215,L0 D1 F2 R1 L1 ,ywgywgoygorrorrygwggwygwborrggyywybbrryooboowwbbwbborb
216,D1 F2 R1 L1 ,bwgbwgbygorrorrygwygwygwoorgggyywbbbooroorwbywbywbyorr
217,F2 R1 L1 ,bwgbwgbygorrorrorrygwygwygwgwbgybgyboorooroorwbywbywby
218,R1 L1 ,bwgbwgbwgrrrrrrrrrwgywgywgygybgybgybooooooooowbywbywby
219,L1 ,bwwbwwbwwrrrrrrrrrwggwggwgggyygyygyyooooooooobbybbybby
220,F1 D2 R2 B1 D2 L0 U2 D0 R2 F1 ,ywbgwbogbrorwrrgbbbrwygbrrwgwowyygyyoywooryowyggbbgoor
221,D2 R2 B1 D2 L0 U2 D0 R2 F1 ,ywbgwbrwgoorwrrgbbwbwrgrbyrwrwwyygyyoyboogyooyggbbgoor
