,mvt,rbk_str
17,F2 U2 D1 ,wwwwwwyyybooorrrggooogggbbbwwwyyyyyyrrgoorbbogggbbbrrr
18,U2 D1 ,wwwwwwwwwooorrrgggbbbgggoooyyyyyyyyyrrrooobbbgggbbbrrr
19,D1 ,wwwwwwwwwrrrrrrgggggggggoooyyyyyyyyyoooooobbbbbbbbbrrr
20,R2 L2 B0 R0 F1 D2 U1 L2 R0 U0 ,boggwrbobrbryrryrgybwggowwoggbwyyrbowrryoygoowgowbbywy
21,L2 B0 R0 F1 D2 U1 L2 R0 U0 ,bobgwyboogryrryrbrybyggwwwwgggwyrrbbwrryoygooogoobbwwy
22,B0 R0 F1 D2 U1 L2 R0 U0 ,gobwwyroogryrryrbrybybgwowwbgggyrbbboogyoyrrwogwobgwwy
23,R0 F1 D2 U1 L2 R0 U0 ,yyrwwyroogrbrrbrbbybybgwowwbgggyroyrbogooygrwwoowbgygw
24,F1 D2 U1 L2 R0 U0 ,yyywwwrowrrgbrrbbbybgbgrowrbgygywoywbogooygrwoooybgrgw
25,D2 U1 L2 R0 U0 ,yyywwwrbbyrggrrbbbgrrbgwybogywgywoywbowooogrroooybgrgw
26,U1 L2 R0 U0 ,yyywwwrbbyrggrrgrrgrrbgwrgwwyowygwygbowooobbboooybgybo
27,L2 R0 U0 ,ywbywbywrgrrgrrgrrbowbgwrgwwyowygwygoooooobbbyrgybgybo
28,R0 U0 ,wwbwwbwwrgrrgrrgrroowggwggwyyoyygyygbbbooooooyrrybbybb
29,U0 ,wwwwwwwwwgggrrrrrroooggggggyyyyyyyyybbboooooorrrbbbbbb
30,F0 R2 B1 U2 L2 B1 F0 U2 D1 F2 ,yybwwwoobygyrryrbwbbrbggoggwyywyywwroowoorgrgorgobgbbr
31,R2 B1 U2 L2 B1 F0 U2 D1 F2 ,yybwwwgrwogyorybbwobbggbggrrrywyywwroowooygryorgobgbbr
32,B1 U2 L2 B1 F0 U2 D1 F2 ,yyywwygrrwbbyroygoobbggoggorrbwywwwwoowooygryrrgbbgbbr
33,U2 L2 B1 F0 U2 D1 F2 ,goowwygrrwbyyryygyobbggoggorrbwywoobwowwoywryggrrbbrbb
34,L2 B1 F0 U2 D1 F2 ,rrgywwoogwowyryygyggrggoggorrbwywoobwbywoywryobbrbbrbb
35,B1 F0 U2 D1 F2 ,rrgwwwoogwowyryygybgrbgobgorrbyywoobyrwyowybwobgrbgrbg
36,F0 U2 D1 F2 ,yyywwwoogworyrryggbgrbgobgorrbyywyyworwoowbbwgggbbborr
37,U2 D1 F2 ,yyywwwwwwoororrgggbbbgggooryywyywyyworroorbbbgggbbborr
38,D1 F2 ,wwwwwwyyyorrorrgggggggggooryywyywyywooroorbbbbbbbbborr
39,F2 ,wwwwwwyyyorrorrorrgggggggggwwwyyyyyyoorooroorbbbbbbbbb
40,D0 U2 B1 D2 F0 L2 U0 F1 D1 U0 ,wwoowyyrobbbrrogoorbwbggrrrwwwyyyyyyggbwowrrbyoobbgggg
41,U2 B1 D2 F0 L2 U0 F1 D1 U0 ,wwoowyyrobbbrrorrrrbwbggrrbyywyywyywggbwowgggyoobbggoo
42,B1 D2 F0 L2 U0 F1 D1 U0 ,oryywoowwggbrrorrryoobggrrbyywyywyywbbbwowgggrbwbbggoo
43,D2 F0 L2 U0 F1 D1 U0 ,gwbywoowwggorrrrryyoobggrrbyywyywrobybbyowwggwgobborbg
44,F0 L2 U0 F1 D1 U0 ,gwbywoowwggorrrwggyoobggrbgborwyywyyybbyowrrywgobborrb
45,L2 U0 F1 D1 U0 ,gwbywoywbogowrrwggrbybgoggowrgwyywyyybbyoorrrwgobborrb
46,U0 F1 D1 U0 ,wwbwwowwbogowrrwggbbyogoogogrgyyyyyyrrrooybbywggbbbrrr
47,F1 D1 U0 ,wwwwwwbobwggwrrwggogoogoogogrgyyyyyybbyooybbyrrrbbbrrr
48,D1 U0 ,wwwwwwwwwgggrrrgggooogggoooyyyyyyyyybbbooobbbrrrbbbrrr
49,U0 ,wwwwwwwwwgggrrrrrroooggggggyyyyyyyyybbboooooorrrbbbbbb
50,B2 R2 D1 U0 B1 F2 D0 L0 B1 F1 ,oooywoyggrgwbrrwrwryyggwgggyrroyyowrybboowgwobbbbbybrw
51,R2 D1 U0 B1 F2 D0 L0 B1 F1 ,rwoywoyggrggbrowryryyggwgggyrroyyooowbbrowwwowrbybbbbb
52,D1 U0 B1 F2 D0 L0 B1 F1 ,rwrywyygoyrworbggrrybggyggwyrooyooogwbbrowwwogrbwbbybb
53,U0 B1 F2 D0 L0 B1 F1 ,rwrywyygoyrworbybbrybggyggroogryoyoowbbrowggwgrbwbbwwo
54,B1 F2 D0 L0 B1 F1 ,yyrgwwoyrgrborbybbyrwggyggroogryoyoorybrowggwwbbwbbwwo
55,F2 D0 L0 B1 F1 ,grrgwwoyrgryoryybryrwggyggroogryobbbyyboowogwbbobbwwww
56,D0 L0 B1 F1 ,grrgwwgoowrywrybbrrggyggwryryoryobbbyyyooooggbbobbwwww
57,L0 B1 F1 ,grrgwwgoowrywrywryrggyggoggbrrbyybooyyyooowwwbbobbwbbr
58,B1 F1 ,rrrwwwooowrywrywrygggggggggrrryyyooowoywoywoybbbbbbbbb
59,F1 ,wwwwwwooowrrwrrwrrgggggggggrrryyyyyyooyooyooybbbbbbbbb
60,U1 L0 B0 F2 D2 R2 B0 L0 U0 F2 ,orbrwyyyrwbrorbrowgrbygyoowywggybwoogbrrogbwbywywbgggo
61,L0 B0 F2 D2 R2 B0 L0 U0 F2 ,byrrwyorygrborbrowgbrygyoowywggybwooywyrogbwbwbrwbgggo
62,B0 F2 D2 R2 B0 L0 U0 F2 ,oyrgwyrrygrborbrowbbrrgyoowgwgyybooobrywowbgywbwwbgggy
63,F2 D2 R2 B0 L0 U0 F2 ,bbwgwyrrygroororoobbrrgyoowgwgyybbwbrryyowogygwwgbbygw
64,D2 R2 B0 L0 U0 F2 ,bbwgwygwgyrowroyoowooygrrbbyrryybbwbrrryooogggwwgbbygw
65,R2 B0 L0 U0 F2 ,bbwgwygwgyrowrooggwooygrygwbwbbyyrryrrryooyoogwwgbbrbb
66,B0 L0 U0 F2 ,bbbgwygwyggoorworyworyggyggbwwbyyrrgrrryooyoowwwrbbobb
67,L0 U0 F2 ,owygwygwygggorrorrworyggyggbwwbyyryybrrboobooorwbbwbbw
68,U0 F2 ,wwywwywwygggorrorroorggggggwwwyyyyyybbbooroororrbbbbbb
69,F2 ,wwwwwwyyyorrorrorrgggggggggwwwyyyyyyoorooroorbbbbbbbbb
70,D0 F1 L2 D0 F2 U0 D0 B2 L2 F1 ,ywoywogroyggyrybgyybbbgrroogwwoyrryrroowowbbwwrbgbggbw
71,F1 L2 D0 F2 U0 D0 B2 L2 F1 ,ywoywogroyggyryrooybbbgrbbwrogyywrrwroowowgbwwrbgbgbgy
72,L2 D0 F2 U0 D0 B2 L2 F1 ,ywoywoyyrgggoryroobrwbgbybbowwyywrrwrooworgbgwrbgbgbgy
73,D0 F2 U0 D0 B2 L2 F1 ,owoyworyrgggoryrooyrwggbbbbywwyywyrwgbgrowoorwrygbbbgb
74,F2 U0 D0 B2 L2 F1 ,owoyworyrgggorybbbyrwggbooryyyrywwwwgbgrowbgbwrygbbroo
75,U0 D0 B2 L2 F1 ,owoywoyyybggwrygbbroobggwryryrrywwwwgbbroobggwrygbbroo
76,D0 B2 L2 F1 ,yyoywwyoowrywrygbbbggbggwryryrrywwwwrooroobgggbbgbbroo
77,B2 L2 F1 ,yyoywwyoowrywrywrybggbggbggwrrwyywwrroorooroogbbgbbgbb
78,L2 F1 ,rwwywwyoowrrwrrwrrbggbggbggwrrwyyoyyyooyooyoobbgbbgbbg
79,F1 ,wwwwwwooowrrwrrwrrgggggggggrrryyyyyyooyooyooybbbbbbbbb
80,F0 L2 B1 U0 F0 D1 L2 F0 D1 L1 ,broywgobrgoyoryowywowbgyrrbwwywyoowryrgroywbbgbrgbgggb
81,L2 B1 U0 F0 D1 L2 F0 D1 L1 ,broywgbygooybryrwyrbwrgobywoogwyoowryrwrowwbygbrgbgggb
82,B1 U0 F0 D1 L2 F0 D1 L1 ,orowwgoygooybryrwybbwggorywbogyyobwrybwworwrygbbgbrggr
83,U0 F0 D1 L2 F0 D1 L1 ,wwywwgoygooobrrrwobbwggorywbogyyoyyybbwworrrybrrbbgggg
84,F0 D1 L2 F0 D1 L1 ,owwywwggybrrbrrrwooooggorywbogyyoyyybbwworrrybbwbbgggg
85,D1 L2 F0 D1 L1 ,owwywwyrwgrrgrryworgoygowoorbbyyoyyybbbwoorrgbbwbbgggg
86,L2 F0 D1 L1 ,owwywwyrwgrrgrrgggrgoygoywoboybyyryybbbwoowoobbwbbgrrg
87,F0 D1 L1 ,bwwbwwrrwgrrgrrgggggoggowwoooyyyyyyyoowoowbbbbbybbyrrr
88,D1 L1 ,bwwbwwbwwrrrrrrwggwggwggooogggyyyyyyoooooobbybbybbyrrr
89,L1 ,bwwbwwbwwrrrrrrrrrwggwggwgggyygyygyyooooooooobbybbybby
90,B1 L0 D2 B0 F2 L1 U0 B1 F2 L1 ,ywgwwyowwbgybrborwwgrygrybyrygyygowgbogoorwobrroobgrbb
91,L0 D2 B0 F2 L1 U0 B1 F2 L1 ,wobwwyowwbgybrworgwgrygrybyrygyygwbyoogworgobogbrbbror
92,D2 B0 F2 L1 U0 B1 F2 L1 ,robbwybwwbgybrworgwgrwgrobywygyygybygwoooobrgogwrbyror
93,B0 F2 L1 U0 B1 F2 L1 ,robbwybwwbgybrwbrgwgrwgrrorybygyygywgwooooorgogwrbyoby
94,F2 L1 U0 B1 F2 L1 ,ywgbwybwwbgwbrybrgwgrwgrrorybygyygoobwoooorrgorobbgyyw
95,L1 U0 B1 F2 L1 ,ywgbwyybyggworyorgrorrgwrgwwwbgyygoobwboobrrborobbgyyw
96,U0 B1 F2 L1 ,rwgrwyrbyggworyorgworggwggwwwbgyyooobbbworbororybbbyyy
97,B1 F2 L1 ,rrrbwwyygoryoryorgggwggwggwwwbgyyoooworworborbbbbbbyyy
98,F2 L1 ,bwwbwwyygorrorrorrggwggwggwwwbgyygyyoorooroorbbybbybby
99,L1 ,bwwbwwbwwrrrrrrrrrwggwggwgggyygyygyyooooooooobbybbybby
100,R0 F1 U1 R0 D0 F0 U1 B1 L1 R2 ,gworwowywoyyoryybbgrbrgbrrrwggoyybgywbowowrwbggrgbbooy
101,F1 U1 R0 D0 F0 U1 B1 L1 R2 ,gwbrwbwyryoobrybyygrgrgyrrywgooygbggwbowowrwbwgrobbooy
102,U1 R0 D0 F0 U1 B1 L1 R2 ,gwbrwbybbooogrywyygyyrgrgrrowboygbggwbrwoyrwwwgrobbooy
103,R0 D0 F0 U1 B1 L1 R2 ,bbbwwbgrygyygrywyywbrrgrgrrowboygbggwgrwoyrwwoooobbooy
104,D0 F0 U1 B1 L1 R2 ,bbrwwrgrrwggyryyyywbbrgggrgowooyobgowgrwoyrwwyoobbbboy
105,F0 U1 B1 L1 R2 ,bbrwwrgrrwggyrygrgwbbrggrwwboogywooowgrwoyboyyoobbbyyy
106,U1 B1 L1 R2 ,bbrwwryyrgggrryrrgrrwwgbwgbgywgywooowgbwoobooyoobbbyyy
107,B1 L1 R2 ,rrrbwybwyrrwrryrrgwgbwgbwgbgywgywoooyoowooboogggbbbyyy
108,L1 R2 ,bwybwybwyrrrrrrrrrwgbwgbwgbgywgywgywooooooooogbygbygby
109,R2 ,wwywwywwyrrrrrrrrrggbggbggbyywyywyywooooooooogbbgbbgbb
110,U0 F2 B1 R1 D2 B0 U1 R2 D1 B1 ,wbbbwrowwogworyrwrggboggrgggyywyooyygrywobbrwryoobbbry
111,F2 B1 R1 D2 B0 U1 R2 D1 B1 ,obwwwbwrbryooryrwrogwoggrgggyywyooyyggbwobbrwgryobbbry
112,B1 R1 D2 B0 U1 R2 D1 B1 ,obwwwbyygwyobrybwrggrggowgobrwwyooyyggrwoobrrgryobbbry
113,R1 D2 B0 U1 R2 D1 B1 ,bwgwwbyygwyobrbbwwggrggowgobrwwyoryoogryooyrrybyrbrgob
114,D2 B0 U1 R2 D1 B1 ,bwgwwryyyobwyrwwbbgggggbwggbrrwyoryoogryooyrrobyobrwob
115,B0 U1 R2 D1 B1 ,bwgwwryyyobwyrwyrrgggggbwoboyroywrrbogryoowbbobyobrwgg
116,U1 R2 D1 B1 ,wwrwwryyyobbyrryrrgggggbwoboyroywoywggrwoobbbwoogbbgry
117,R2 D1 B1 ,rrywwywwygggyrryrrggrggbwoboyroywoywwoowoobbbobbgbbgry
118,D1 B1 ,rrrwwwwwwrryrrygggggggggwoooyyoyyoyywoowoobbbbbbbbbrry
119,B1 ,rrrwwwwwwrryrryrrygggggggggyyyyyyooowoowoowoobbbbbbbbb
120,F1 L0 U1 B2 F0 R0 L1 F0 R0 B0 ,wbgwwrrwboboyrogyyygywgrwgwooogygrobrrgboobrbyygybwrbw
121,L0 U1 B2 F0 R0 L1 F0 R0 B0 ,wbgwwroygoboorooyyyrwgggywwgobgygrobrrbbowbrryygybwrbw
122,U1 B2 F0 R0 L1 F0 R0 B0 ,wbgwwrgygoboorooyywrwwggowwyobgygyobbbrrorrwbyyrybgrbg
123,B2 F0 R0 L1 F0 R0 B0 ,grgbwywwgwrworooyybbrwggowwyobgygyobyyrrorrwboboybgrbg
124,F0 R0 L1 F0 R0 B0 ,boybwywwgwrrorroyybbrwggowwyobgyggrgyyroorwwbgbrgbyobo
125,R0 L1 F0 R0 B0 ,boybwybrrwrrwrrgyyowbwgbwgroowgyggrgyyyooowwbgbrgbyobo
126,L1 F0 R0 B0 ,bobbwbbrrgwwyrryrrowwwggwggooogyggrgyyyooowwbrbrybyybo
127,F0 R0 B0 ,oobwwbwrrgwwyrryrrowwggggggoooyygrrgyobyowyowrbbybbybb
128,R0 B0 ,oobwwbwwbwwwrrrrrrggoggwggwyygyygrrgyooyooyoorbbybbybb
129,B0 ,ooowwwwwwrrwrrwrrwgggggggggyyyyyyrrryooyooyoobbbbbbbbb
130,F2 R0 L2 U1 B2 F2 L2 B1 R0 L1 ,bgwbwwowgwooyrrgwbbgrogborygbryybrryrowroyygygowgbwoyb
131,R0 L2 U1 B2 F2 L2 B1 R0 L1 ,bgwbwwrbgyooyrrwwbyrobgorgbgwoyybrryrogroyygwgowgbwoyb
132,L2 U1 B2 F2 L2 B1 R0 L1 ,bgobworbbwyywrobroyrobgbrgygwoyygrrgrogroyygwgowwbwwyb
133,U1 B2 F2 L2 B1 R0 L1 ,ggoyworbbwyywrobrobrowgbwgybwobygrrgwgyyorgorgorwbbwyy
134,B2 F2 L2 B1 R0 L1 ,oobgwbgyrbrowrobrowgywgbwgybwobygrrggoryorgorwyywbbwyy
135,F2 L2 B1 R0 L1 ,grrgwbgyrbrgwrybrgwgywgbwgybwobygbooooroorooryywbbwyyw
136,L2 B1 R0 L1 ,grrgwbowbrrgrryrrgygwbgwygwrygbygbooooboowoobyywbbwyyw
137,B1 R0 L1 ,rrrbwbbwbrrgrryrrgwgwwgwwgwgyggygoooboowoobooyyybbbyyy
138,R0 L1 ,bwbbwbbwbrrrrrrrrrwgwwgwwgwgyggyggygoooooooooybyybyyby
139,L1 ,bwwbwwbwwrrrrrrrrrwggwggwgggyygyygyyooooooooobbybbybby
140,U0 R1 L0 D0 U1 R1 F1 L2 U1 F1 ,yybywrwgrbwobrowbgbrywgywrorbggywooyborbogyygwrowborgg
141,R1 L0 D0 U1 R1 F1 L2 U1 F1 ,wyygwyrrbwrobrowbgbwowgywrorbggywooybrybogyygborwborgg
142,L0 D0 U1 R1 F1 L2 U1 F1 ,wyrgwwrrboogrrbwbwbwywgywrbrbogyyooobrybogyygyorwboggg
143,D0 U1 R1 F1 L2 U1 F1 ,gyrowwrrboogrrbwbwwwyggyrrbbbowyywooybbyorggyyoowbgggr
144,U1 R1 F1 L2 U1 F1 ,gyrowwrrboogrrbrrbwwyggyggywwboyboyoybbyorggryoowbgwbw
145,R1 F1 L2 U1 F1 ,rwbywrgorwwyrrbrrbybbggyggywwboyboyoyooyorggroogwbgwbw
146,F1 L2 U1 F1 ,rwwywwgooybbwrrwrrybbggrggrwwboyyoyyyooyorggroogbbgbbw
147,L2 U1 F1 ,rwwywwywwbbbwrrwrrbrrbggyggorroyyoyyyooyoogggoogbbgbbw
148,U1 F1 ,owwowwowwbbbwrrwrrwrrggggggrrryyyyyygggooyooyooybbbbbb
149,F1 ,wwwwwwooowrrwrrwrrgggggggggrrryyyyyyooyooyooybbbbbbbbb
150,U2 R2 L1 B2 D1 L1 B2 D0 U2 F2 ,gwbywbbyrgorgrogoorbwbgworoygywywgywrrwgorwrbybygbyboo
151,R2 L1 B2 D1 L1 B2 D0 U2 F2 ,rybbwybwgrrwgrogooybybgworoygywywgywgorgorwrbrbwgbyboo
152,L1 B2 D1 L1 B2 D0 U2 F2 ,ryybwwbwwoogorgwrrybbbggorrygbwyygyggorgorwrbobwwbyyoo
153,B2 D1 L1 B2 D0 U2 F2 ,yyybwwowwoogorgwrrybbwgggrrogbyyywygrrboorggwobbwbbyor
154,D1 L1 B2 D0 U2 F2 ,gywbwwowwoogorowrrybbwgggrrogbyyyyyyrrbgorggwroybbwbbo
155,L1 B2 D0 U2 F2 ,gywbwwowwoogorobboybbwggwrrbyygyyoyyrrbgorgrrroybbwggw
156,B2 D0 U2 F2 ,yywwwwwwwoogorobbobbbgggorrwyywyyyyybrrrorrggroobbbggg
157,D0 U2 F2 ,yyywwwwwwoororrbbbbbbgggorrwyywyywyyorroorggggggbbboor
158,U2 F2 ,yyywwwwwwoororrorrbbbggggggwwwyyyyyyorrooroorgggbbbbbb
159,F2 ,wwwwwwyyyorrorrorrgggggggggwwwyyyyyyoorooroorbbbbbbbbb
160,L2 D2 R0 B1 L0 F2 B0 U0 D1 R0 ,obygwyoyrwrrgrgoggyobbgwrwybbgwyrowrbobboogrygrwybywow
161,D2 R0 B1 L0 F2 B0 U0 D1 R0 ,bbywwyoyrwrrgrgoggwobygwwwyobggyrowryrgoobbobgrrybbwoy
162,R0 B1 L0 F2 B0 U0 D1 R0 ,bbywwyoyrwrrgrgbobwobygwwoyrworyggboyrgoobogggrrybbwwy
163,B1 L0 F2 B0 U0 D1 R0 ,bbbwwwoyybgworrbgrwooyggwoorwwryygbgyrgooboggrrrybbywy
164,L0 F2 B0 U0 D1 R0 ,ooywwwoyybgborbbgbwooyggwoorwwryyrrwgrgbobgggrbyrbwryy
165,F2 B0 U0 D1 R0 ,yoywwwyyybgborbbgbooowggooowwwyyywrwgbggorgbgrbrrbrryr
166,B0 U0 D1 R0 ,yoywwwwwwggbrrbggboooggwoooyyyyyywrwgbbgoogbbrbrrbrryr
167,U0 D1 R0 ,bbbwwwwwwggwrrrggwoooggwoooyyyyyygggybboooybbrrrybbrrr
168,D1 R0 ,wwbwwbwwbrrrrrrggwggwggwoooyyyyyygggooooooybbybbybbrrr
169,R0 ,wwbwwbwwbrrrrrrrrrggwggwggwyygyygyygoooooooooybbybbybb
170,F2 U1 L1 F0 U1 D0 F1 L2 D0 B1 ,rgowwygyyrgbbrybogwrbbgwrboyrwryyywwwgrgoogwgyobbbrooo
171,U1 L1 F0 U1 D0 F1 L2 D0 B1 ,rgowwywryggboryrogobrwgbbrwyygryyywwwgbgobgwryobbbrooo
172,L1 F0 U1 D0 F1 L2 D0 B1 ,oyygwrrwwobroryrogwgbwgbbrwyygryyywwyobgobgwrggbbbrooo
173,F0 U1 D0 F1 L2 D0 B1 ,wyywwrbwwobroryrogygbrgbyrwoygryybwwbbroowyggggrbbgooo
174,U1 D0 F1 L2 D0 B1 ,wyywwrgwrbbrwrywogyryrggwbbrooryybwwbboooyyggggrbbgooo
175,D0 F1 L2 D0 B1 ,yrrywwwwgyrywrywogbborggwbbrooryybwwggrooyyggbbrbbgooo
176,F1 L2 D0 B1 ,yrrywwwwgyrywrywbbbborggyggbrrwyowyoggrooyooobbrbbgwog
177,L2 D0 B1 ,yrrywwywwrryrrybbboggbggbryryowyowyogggoowoowbbrbbgwog
178,D0 B1 ,rrrwwwwwwrryrrybbbggggggrryyyoyyoyyowoowoogggbbbbbbwoo
179,B1 ,rrrwwwwwwrryrryrrygggggggggyyyyyyooowoowoowoobbbbbbbbb
180,B2 L1 R0 B2 U0 L2 D1 B2 F0 R0 ,wbybwgywwbwrwrooywobrygrbowyybyygogggoggobbrrgrowborry
181,L1 R0 B2 U0 L2 D1 B2 F0 R0 ,ggobwgywwbwbwrgoygobrygrbowyybyygybwwogoobrrryrrobworg
182,R0 B2 U0 L2 D1 B2 F0 R0 ,ogoywgbwwbwbwrgoygybrygryowgybwygrbwgbroorworyryobborg
183,B2 U0 L2 D1 B2 F0 R0 ,ogrywrbwwowbyrwggbybbyggyowgyowyorbygbroorworwrygbborg
184,U0 L2 D1 B2 F0 R0 ,ybrywrbwwowwyrogggybbyggyowgyowyorgobbrworborgrobbgyrw
185,L2 D1 B2 F0 R0 ,byywwbwrrgroyrogggowwyggyowgyowyorgoybbworborbbrbbgyrw
186,D1 B2 F0 R0 ,gyywwbrrrgroyrogggwwwgggrowbyowyowgorobrowbbybbybbyyro
187,B2 F0 R0 ,gyywwbrrrgroyroyrowwwggggggoooyygbwwrobrowrowbbybbybby
188,F0 R0 ,wwbwwbrrrgrryrryrrwwwggggggoooyygyygooboowoowybbybbybb
189,R0 ,wwbwwbwwbrrrrrrrrrggwggwggwyygyygyygoooooooooybbybbybb
190,D2 L2 F1 R2 D0 U0 B2 R1 D1 B0 ,ygoyworoobbbwrgrrwbgwwgoobgwrywyywyrooyborgggyrgybwbbr
191,L2 F1 R2 D0 U0 B2 R1 D1 B0 ,ygoyworoobbbwrggggbgwwgobbrrywyywyrwooyborrrwyrgybwobg
192,F1 R2 D0 U0 B2 R1 D1 B0 ,rgoywoyoobbbwrggggggwwgogbryywyywrrwwrrrobyooyrbybwobb
193,R2 D0 U0 B2 R1 D1 B0 ,rgoywobwgwbbyrgyggworggbgwgrboyywrrwwrorooyoyyrbybwobb
194,D0 U0 B2 R1 D1 B0 ,rgoywwbwwggygrybbwwooggygwyrboyyorrgwrorooyoygrbbbwrbb
195,U0 B2 R1 D1 B0 ,rgoywwbwwggygrygwywooggyyoyryrrybgoowroroorbbgrbbbwbbw
196,B2 R1 D1 B0 ,byrwwgwwogrbgrygwyggyggyyoyryrrybgoowooroorbbwrobbwbbw
197,R1 D1 B0 ,oogwwgwwogrrgrrgwwggyggyyoyryrrybrybyooyoobbbwbbwbborw
198,D1 B0 ,ooowwwwwwrrwrrwgggggggggyooryyryyryyyooyoobbbbbbbbbrrw
199,B0 ,ooowwwwwwrrwrrwrrwgggggggggyyyyyyrrryooyooyoobbbbbbbbb
200,B2 L1 D0 B1 R0 F1 D0 U1 F0 R2 ,borowgywobrbbrgwbrbgwrgwgyoyrgryoybwywoyobrwowgrybogyg
201,L1 D0 B1 R0 F1 D0 U1 F0 R2 ,wbyowgywobrrbrywbybgwrgwgyoyrgryorobrwogobbwogygobyrgw
202,D0 B1 R0 F1 D0 U1 F0 R2 ,bbyrwggwobrrbrywbyygwrgwryowrgyyogobobowowrgbgyyoborgw
203,B1 R0 F1 D0 U1 F0 R2 ,bbyrwggwobrrbryryoygwrgwrgbgywoyrbogobowowrgwgyyobowby
204,R0 F1 D0 U1 F0 R2 ,rworwggwobrbbrbryyygwrgwrgbgywoyroyrbbooowggwyoyybbgow
205,F1 D0 U1 F0 R2 ,rwwrwwgwbrbbyrrybbygwrgrrgrgygoyyoyybbooowggwooygbboow
206,D0 U1 F0 R2 ,rwwrwwryygbbyrrgbbwrrgggyrrowwoyyoyybbboowgggooygbboow
207,U1 F0 R2 ,rwwrwwryygbbyrryrrwrrggggggoooyywyywbbboowoowooygbbgbb
208,F0 R2 ,wwywwyrrrwrryrryrrbbbggggggoooyywyywooyoowoowgbbgbbgbb
209,R2 ,wwywwywwyrrrrrrrrrggbggbggbyywyywyywooooooooogbbgbbgbb
210,L0 D0 U0 F0 D2 U2 F0 R2 D1 U1 ,wwbowywygooryrrrgobgwwgrgbwyygbyoywbowrborrooygbgbrybg
211,D0 U0 F0 D2 U2 F0 R2 D1 U1 ,gwbrwybygooryrrrgowgwogrwbwbygwyogwbrboooworrygygbbyby
212,U0 F0 D2 U2 F0 R2 D1 U1 ,gwbrwybygooryrrwbwwgwogrorrgwbwyybogrbooowybyygygbbrgo
213,F0 D2 U2 F0 R2 D1 U1 ,brgywwgybygyyrrwbwoorogrorrgwbwyybogwgwoowybyrbogbbrgo
214,D2 U2 F0 R2 D1 U1 ,brgywwywwggyyrrbbwooorgorrrwyywyybogwggoowybbrbogbbrgo
215,U2 F0 R2 D1 U1 ,brgywwywwggyyrrybbooorgorgogobyywyywwggoowbbwrbogbbrrr
216,F0 R2 D1 U1 ,wwywwygrbwggyrrybbrborgorgogobyywyywggyoowbbwooogbbrrr
217,R2 D1 U1 ,wwywwywwygggrrrbbbrrrggboooyywyywyywgggooobbbooogbbrrr
218,D1 U1 ,wwwwwwwwwbbbrrrgggrrrgggoooyyyyyyyyygggooobbbooobbbrrr
219,U1 ,wwwwwwwwwbbbrrrrrrrrrggggggyyyyyyyyygggooooooooobbbbbb
220,B0 D2 F1 U2 B1 F0 U2 B2 L1 F2 ,oywbwwgyborooroyrrwbywgybbgrroyygrwyborwoogrwggwgbgbby
221,D2 F1 U2 B1 F0 U2 B2 L1 F2 ,oorbwwgyboryorwyrrwbywgybbgrroyygbwgworyooorwbggbbgygw
