,mvt,rbk_str
59,F1 ,wwwwwwooowrrwrrwrrgggggggggrrryyyyyyooyooyooybbbbbbbbb
60,U0 D0 B2 R1 U0 D0 B0 F1 D0 L1 ,bgwywbbowgorbrgbrgwyorgrowygboyywrryygowoywbybwroborgg
61,D0 B2 R1 U0 D0 B0 F1 D0 L1 ,bybowgwbwbwrbrgbrggorrgrowygboyywrrywyowoywbyygooborgg
62,B2 R1 U0 D0 B0 F1 D0 L1 ,bybowgwbwbwrbrgowygorrgrwbyrygrybywowyowoyrggygoobobrg
63,R1 U0 D0 B0 F1 D0 L1 ,owyowgwbwbwrbrwowwgorrgrwbyrygrybbybyyogoyrgggrboboogy
64,U0 D0 B0 F1 D0 L1 ,owoowowbgrwwwrwbbogoyrggwbwryrryrbyyyyogoyrggbrbbboggy
65,D0 B0 F1 D0 L1 ,woobwwgoobrbwrwbborwwrggwbwryrryrbyygoygoyrggyyobboggy
66,B0 F1 D0 L1 ,woobwwgoobrbwrwwbwrwwrggrggbrryyyyrrgoygoyggyyyobbobbo
67,F1 D0 L1 ,bwwbwwgoobrrwrrwbyrwwrggrggbrryyygggooyooywgybbybbyooo
68,D0 L1 ,bwwbwwbwwrrrrrrbbywggwggrrryyyyyygggoooooowggbbybbyooo
69,L1 ,bwwbwwbwwrrrrrrrrrwggwggwgggyygyygyyooooooooobbybbybby
70,L2 B2 U2 D2 F0 R0 D0 L0 B2 D0 ,ogrgwggygooyyrowrgyowwgbyrrgbbbyybrrbrowobyorbywwbgwwo
71,B2 U2 D2 F0 R0 D0 L0 B2 D0 ,ggrbwgbygooyyrowrgoowggbwrrobbgyygrrroyboworbbyywbwwwy
72,U2 D2 F0 R0 D0 L0 B2 D0 ,rrgbwgbygoooyrbwrroowggbwrrobbgyyrgggoyoowyrbywwwbwyyb
73,D2 F0 R0 D0 L0 B2 D0 ,gybgwbgrrgoyyrbwrrywwggbwrrobbgyyrggooooowyrboowwbwyyb
74,F0 R0 D0 L0 B2 D0 ,gybgwbgrrgoyyrbyrbywwggbyybggryygbboooooowwrroowwbwwrr
75,R0 D0 L0 B2 D0 ,gybgwbrwogoyrrbrrbygyygwbbwyygyygbbooogoogwrroowwbwwrr
76,D0 L0 B2 D0 ,gyygwwrwwrrgrrobbyyggyggbboyywyywbbooogoogwrroowbbwbrr
77,L0 B2 D0 ,gyygwwrwwrrgrrobboyggyggwrrbyybyyowwoogoogbrroowbbwbby
78,B2 D0 ,yyywwwwwwrrgrrobboggggggrrryyyyyywwwbooroorggooobbbbbb
79,D0 ,wwwwwwwwwrrrrrrbbbggggggrrryyyyyyyyyoooooogggbbbbbbooo
80,B1 F2 U2 L1 B2 F1 D0 B2 L1 R2 ,grrywyrrrwoworywbobbbggbgooyggrywbgbrryoowowoggybbwyyw
81,F2 U2 L1 B2 F1 D0 B2 L1 R2 ,oorywyrrrwogorrwbrbbbggbgooyggrywoywbrygowbwoywwgbygby
82,U2 L1 B2 F1 D0 B2 L1 R2 ,oorywyggyoogwrrybroogbggbbbrrrrywoywbrwgoobwwywwgbygby
83,L1 B2 F1 D0 B2 L1 R2 ,yggywyroobrwwrrybrywwbggbbbrrrrywoywooggoobwwooggbygby
84,B2 F1 D0 B2 L1 R2 ,yggbwyboobrwwrrybrrwwrggobbyrryywgywgowoowogboorgbygby
85,F1 D0 B2 L1 R2 ,wygbwyboobrowroybgrwwrggobbyrryywggyrowrowwgbybgybgroo
86,D0 B2 L1 R2 ,wygbwybwyrrorroybgwgbwgbrrowwbyywggyrooroowgbybgybgroo
87,B2 L1 R2 ,wygbwybwyrrorrorrowgbwgbwgbgywgywywbrooroorooybgybgybg
88,L1 R2 ,bwybwybwyrrrrrrrrrwgbwgbwgbgywgywgywooooooooogbygbygby
89,R2 ,wwywwywwyrrrrrrrrrggbggbggbyywyywyywooooooooogbbgbbgbb
90,B1 U0 R2 B2 U0 L2 R0 F0 U1 R1 ,rbbywygwygoygrwgyoyorbgrogrwowwyrrrwwbogooyggowbrbybbb
91,U0 R2 B2 U0 L2 R0 F0 U1 R1 ,ygwywygwygorgrbgybyorbgrogrwowwyrowyrboroowggbybwbborb
92,R2 B2 U0 L2 R0 F0 U1 R1 ,gyywwgyywbybgrbgybgorbgrogrwowwyrowyyorroowggrbowbborb
93,B2 U0 L2 R0 F0 U1 R1 ,gywwwryyybygbrgbybgoobgwogrwoywygowwyorroowggrborbbrrb
94,U0 L2 R0 F0 U1 R1 ,wwowwryyybywbrrbyygoobgwogrwoywygwygborgoogggbrrbbrobr
95,L2 R0 F0 U1 R1 ,ywwywwyrobrrbrrbyybywbgwogrwoywygwyggoogoogggborbbrobr
96,R0 F0 U1 R1 ,wwwwwwwrobrrbrrbyyrywrgwrgryoyyygyyggggoogoogboobbbobb
97,F0 U1 R1 ,wwwwwwwrrbbbyrryrrryyrggrggyooyybyybgggoogoogooowbbwbb
98,U1 R1 ,wwwwwwgggwbbrrrrrrrrrggyggyyybyybyybggyooooooooowbbwbb
99,R1 ,wwgwwgwwgrrrrrrrrrggyggyggyyybyybyybooooooooowbbwbbwbb
100,R1 F1 L2 U1 F0 L2 B0 D2 L2 R2 ,wwbywrboyoyyorgywgybgggwbbrrygryborroorwoygbworbobgwgw
101,F1 L2 U1 F0 L2 B0 D2 L2 R2 ,wwwywobooyggyrwooyybbggrbbyrygryworroorwoygbwrrbbbgggw
102,L2 U1 F0 L2 B0 D2 L2 R2 ,wwwywoyyogggyrwroybrybgbygbrywryworrooowoogbbrrbbbgggw
103,U1 F0 L2 B0 D2 L2 R2 ,rwwrwooyogggyrwroywryggbbgbwywyywyrrbbgoowooorrybbbggb
104,F0 L2 B0 D2 L2 R2 ,woowwyrrowryyrwroybbgggbbgbwywyywyrrrryoowooogggbbbggb
105,L2 B0 D2 L2 R2 ,woowwyowyrryrrwooybgbggbbbgrywyywyrrrrwooyoowgggbbbggb
106,B0 D2 L2 R2 ,rooywyywyrryrrwooybgbbgbgbgwywwyworrwooyoowrrggbbbgggb
107,D2 L2 R2 ,ywyywyywyrrrrrrooobgbbgbgbgwywwywwywoooooorrrgbggbgbgb
108,L2 R2 ,ywyywyywyrrrrrrrrrbgbbgbbgbwywwywwywooooooooogbggbggbg
109,R2 ,wwywwywwyrrrrrrrrrggbggbggbyywyywyywooooooooogbbgbbgbb
110,B0 U0 R0 B2 D2 F1 R2 U0 L1 F0 ,yywrwogwwrwrrrybbbrbgggyobybyoryowwrobywooogwbggobrygg
111,U0 R0 B2 D2 F1 R2 U0 L1 F0 ,rybrwogwwrwrrrwbbwrbgggyobybyoryoowowbyyooygwyobgbggrg
112,R0 B2 D2 F1 R2 U0 L1 F0 ,grrwwywobyobrrwbbwrwrggyobybyoryooworbgyooygwwbygbggrg
113,B2 D2 F1 R2 U0 L1 F0 ,grrwwywoybrybrowwbrwoggoobobygrygowwrbgyooygwbbyybgrrg
114,D2 F1 R2 U0 L1 F0 ,wwowwywoybrybrywwrrwoggoobobygrygrrgbbgoooygwgrrgbyybb
115,F1 R2 U0 L1 F0 ,wwowwywoybrybryygwrwoggoybbgrrgyrgybbbgooowwrgrrgbyobo
116,R2 U0 L1 F0 ,wwowwybbyrryrryggwoobwgbrgygorgyrgybbbyooowwwgrrgbyobo
117,U0 L1 F0 ,wwrwwrbbbwggyrryrrooowggrgggoogyygyybbyooowwwyrrbbybbo
118,L1 F0 ,bwwbwwbrryrryrryrrwggwggrgggoogyygyyoooooowwwbbybbybbo
119,F0 ,wwwwwwrrryrryrryrrgggggggggoooyyyyyyoowoowoowbbbbbbbbb
120,L1 B0 D0 L0 F1 R0 B1 D0 L2 F2 ,wowwwowooywoyrrygorbbrggyobogrwyrrbwbbgwoyggggyrbbrbyy
121,B0 D0 L0 F1 R0 B1 D0 L2 F2 ,rowrwoyooywoyrrygoobbwggrobygrryrrbwgygbogbwggywbbwbyw
122,D0 L0 F1 R0 B1 D0 L2 F2 ,ororwoyooywwyrbygrobbwggrobygrryrgbbwygoogrwgbbgybywww
123,L0 F1 R0 B1 D0 L2 F2 ,ororwoyooywwyrbrobobbwggrwggrybygbrrwygoogwwwbbgybyygr
124,F1 R0 B1 D0 L2 F2 ,rroywogooywwyrbrobobbrggywgorywygrrrwowwoywggbbbybbygg
125,R0 B1 D0 L2 F2 ,rroywoyyrywwrrboobbggbgworywygwygrrrwoowoowggbbbybbygg
126,B1 D0 L2 F2 ,rrgywwyyyoryorwbbwbggbggorrwyywyyrrbwoowoowggrbbobbogg
127,D0 L2 F2 ,wwwywwyyyorrorrbbgbggbggorrwyywyywwyrooroobggbbgbbgroo
128,L2 F2 ,wwwywwyyyorrorrorrbggbggbggwwwwyyyyyroorooroobbgbbgbbg
129,F2 ,wwwwwwyyyorrorrorrgggggggggwwwyyyyyyoorooroorbbbbbbbbb
130,U0 B0 L2 R2 U2 B2 L0 F1 U1 R0 ,oggowygbwobogrogyyoobygwrwrwrwwygrbbyywworgbbyrbgborry
131,B0 L2 R2 U2 B2 L0 F1 U1 R0 ,goobwgwygyrbgrogyyoboygwrwrwrwwygrbboobworgbbyywgborry
132,L2 R2 U2 B2 L0 F1 U1 R0 ,boybwgwygyrbgrbgyroboygwrwrwrwwygowgooboorgbbrgyrbyyow
133,R2 U2 B2 L0 F1 U1 R0 ,woywwgoygyrbgrbgyrwboygwywrbrwbygwwgbbgrooboorgrrbyyoo
134,U2 B2 L0 F1 U1 R0 ,wowwwgoygrygbrgbrywbyygrywrbrybygwwgbbgrooboorgrwbyooo
135,B2 L0 F1 U1 R0 ,gyogwwwowbbgbrgbryrgrygrywrbrybygwwgrygrooboowbywbyooo
136,L0 F1 U1 R0 ,gwwgwwwowbbbbrrbrrrgrygrywrbrybygoygyyggoogoooooybwybw
137,F1 U1 R0 ,wwwwwwoowbbbbrrbrrggrggrwwrrryyygyygggyooyoogoooybbybb
138,U1 R0 ,wwwwwwbbbybbrrrrrrrrrggwggwyygyygyygggwoooooooooybbybb
139,R0 ,wwbwwbwwbrrrrrrrrrggwggwggwyygyygyygoooooooooybbybbybb
140,L2 R1 U2 D2 F0 L0 U1 B0 F0 U0 ,gyrywgywgoogyrwowbrbwrgbgbwyrboyroowwrbwogbboygrobgryy
141,R1 U2 D2 F0 L0 U1 B0 F0 U0 ,yyrowgowgoogyrwowbybwggbrbwgrbyyryowobbgowbrwyggobrryr
142,U2 D2 F0 L0 U1 B0 F0 U0 ,yyrowoowygwborwoyoybrgggrbggrwyybyowobbgowbrwwggrbrbyr
143,D2 F0 L0 U1 B0 F0 U0 ,ywooworyyobborwoyowgggggrbggrwyybyowgwbgowbrwybrrbrbyr
144,F0 L0 U1 B0 F0 U0 ,ywooworyyobborwbrwwgggggbyrwoybyywrggwbgowoyoybrrbrrbg
145,L0 U1 B0 F0 U0 ,ywoowoowbrbbyrwyrwbgwyggrggboobyywrggwwgoooyyybrrbrrbg
146,U1 B0 F0 U0 ,gworworwbrbbyrwyrwygwoggoggbooyyyrrgoggyowyowybwrbbrbb
147,B0 F0 U0 ,oobwwwgrrygwyrwyrwoggoggoggbooyyyrrgybwyowyowrbbrbbrbb
148,F0 U0 ,wwwwwwgrryggyrryrroggoggoggbooyyyyyybbwoowoowrrrbbbbbb
149,U0 ,wwwwwwwwwgggrrrrrroooggggggyyyyyyyyybbboooooorrrbbbbbb
150,L2 F0 R1 D0 L2 U1 B2 R0 D0 L1 ,ybwywwbbrwrogrogoywwbwgrryrybwyyyywborobooogggoggbrrgb
151,F0 R1 D0 L2 U1 B2 R0 D0 L1 ,ybwywwybrwrogrogoybwbrgrgyrybwyyybwbggoooborogorgbwrgw
152,R1 D0 L2 U1 B2 R0 D0 L1 ,ybwywwoboyrobroroygrbygwrrbggwyyybwbggyooborwgorgbwrgw
153,D0 L2 U1 B2 R0 D0 L1 ,ybrywgobgooyrroybrgrwygwrroggbyywbwbggyooborwborybwwgw
154,L2 U1 B2 R0 D0 L1 ,ybrywgobgooyrrorrogrwygworwbygwygbwbggyoobwgwborybwybr
155,U1 B2 R0 D0 L1 ,bbrwwgbbgooyrrorrorrwwgwrrwyygyygowbwgwbooyggbooybyybg
156,B2 R0 D0 L1 ,rggbwbbwbrrwrrorrowgwwgwrrwyygyygowbboobooyggooyybyybg
157,R0 D0 L1 ,bwobwbbwbrryrrbrrbwgwwgwrrwyygyygggroooooowgggbyybyyoo
158,D0 L1 ,bwwbwwbwwrrrrrrbbywggwggrrryyyyyygggoooooowggbbybbyooo
159,L1 ,bwwbwwbwwrrrrrrrrrwggwggwgggyygyygyyooooooooobbybbybby
160,D1 B1 F2 U0 L0 F2 U1 L0 D2 R0 ,grogwybbwobyoryyrorrbggbgobowrgywgybwowworywwgyrgbbyor
161,B1 F2 U0 L0 F2 U1 L0 D2 R0 ,grogwybbwobyoryyorrrbggbyrorwbwyyoggwowworgobgyrgbbyww
162,F2 U0 L0 F2 U1 L0 D2 R0 ,gwwgwybbwobgorryoorrbggbyrorwbwyyryyoowgorgobrbwybwggy
163,U0 L0 F2 U1 L0 D2 R0 ,gwwgwybwrbbgrrrwooorybggbrrwbbwyyryyooygoogoorbwybwggy
164,L0 F2 U1 L0 D2 R0 ,bggwwwrywrbwrrrwoobbgbggbrrwbbwyyryyorygoogooooyybwggy
165,F2 U1 L0 D2 R0 ,yggwwwyywrbwrrrwoobbgwggrrrbbbbyybyyggooorooyoorybwggw
166,U1 L0 D2 R0 ,yggwwwbbbybwrrrooorrrggwgbbwyybyybyyggwoorooroorybwggw
167,L0 D2 R0 ,gwbgwbywbrrrrrroooggwggwgbbwyybyybyyoorooroorybwybwggw
168,D2 R0 ,wwbwwbwwbrrrrrroooggwggwybbgyygyygyyoooooorrrybbybbggw
169,R0 ,wwbwwbwwbrrrrrrrrrggwggwggwyygyygyygoooooooooybbybbybb
170,B0 R0 D2 L2 B0 U2 F2 B2 D0 F2 ,roowwroyowyyorrbrbbogbgwrbybooyyggrwygwyowrbygggbbgrww
171,R0 D2 L2 B0 U2 F2 B2 D0 F2 ,yrbwwroyowyworrbrgbogbgwrbybooyygyyrogwoowrbyrbgwbgwgg
172,D2 L2 B0 U2 F2 B2 D0 F2 ,yrgwwwoyybowrrygrwboobggrbrbowyywyyrogwoowrbyobgrbgbgg
173,L2 B0 U2 F2 B2 D0 F2 ,yrgwwwoyybowrryrbyboobggbggryywyywobogwoowgrwobgrbgrbr
174,B0 U2 F2 B2 D0 F2 ,rrgwwwwyybowrryrbyrooggggggyyywyyoobwrgwoowgoobbrbbrbb
175,U2 F2 B2 D0 F2 ,wyywwwwyybobrrorborooggggggyyywyywwwgrgroorgorrobbbbbb
176,F2 B2 D0 F2 ,yywwwwyywgrgrrorborroggggggyyywyywwwbobroorgoroobbbbbb
177,B2 D0 F2 ,yywwwwyyyorgorobboggggggorrwyywyywwwborrorrggroobbbbbb
178,D0 F2 ,wwwwwwyyyorrorrbbbggggggorrwyywyywyyooroorgggbbbbbboor
179,F2 ,wwwwwwyyyorrorrorrgggggggggwwwyyyyyyoorooroorbbbbbbbbb
180,B0 L1 D0 F0 R2 L2 B2 F2 U2 R0 ,yygwwgbooyrwwryggbwbbygbroowwygywworgroboogyborrbbrygr
181,L1 D0 F0 R2 L2 B2 F2 U2 R0 ,wybwwgbooyrrwroggwwbbygbroowwygywgbggroyooyybybogbrrrr
182,D0 F0 R2 L2 B2 F2 U2 R0 ,wybywgrooyrrwroggwwbbggbgoorwyrywobgoobroygyyybbgbwrrw
183,F0 R2 L2 B2 F2 U2 R0 ,wybywgrooyrrwrogoowbbggbgyyorrbywgwyoobroyrrwybbgbwggw
184,R2 L2 B2 F2 U2 R0 ,wybywgwybrrrorooooggwygbybbgwybywgwyooororrrrybbgbwggw
185,L2 B2 F2 U2 R0 ,wyyywwwyyoooororrrgggyggybygwbbyggwbooororrrrbbbbbwwgw
186,B2 F2 U2 R0 ,gyybwwgyyoooororrrwggwggbbywwbyygwwbrrrrorooobbybbywgg
187,F2 U2 R0 ,bwwbwwgyyoooorrrrrwggwggbbywwbyygyygrrrooroooggwybbybb
188,U2 R0 ,bwwbwwbwwooorrrrrrybbggwggwyygyygyygrrrooooooggwybbybb
189,R0 ,wwbwwbwwbrrrrrrrrrggwggwggwyygyygyygoooooooooybbybbybb
190,L1 B1 F1 L2 R1 F1 U1 D0 B0 F1 ,wbbowrgygrwyyrywwgobyrgggrbybogybryrbwwgogywooorobowrb
191,B1 F1 L2 R1 F1 U1 D0 B0 F1 ,obbrwrgygrwyyrywwgybygggrrbbbooybryrwgowowbgyoogobowrw
192,F1 L2 R1 F1 U1 D0 B0 F1 ,bwwrwrgygrwoyrbwwbybygggrrbbbooybgyyrgoyowrgygowobroow
193,L2 R1 F1 U1 D0 B0 F1 ,bwwrwrrywowobrbbwbygbbgrygrowyoybgyyrggyoyrgggowobroow
194,R1 F1 U1 D0 B0 F1 ,owwowrgywowobrbbwbwgbrgrwgrbwyrybryyggryoyggrgoyobbooy
195,F1 U1 D0 B0 F1 ,owoowogygobbwrwobbwgwrgrwgwbwbryrryrggryoyggryoybbbyoy
196,U1 D0 B0 F1 ,owoowoowobbbwrwbbbwrwgggwrwryrryrryrgggyoygggyoybbbyoy
197,D0 B0 F1 ,ooowwwooowrwwrwbbbggggggwrwryrryrryryoyyoygggbbbbbbyoy
198,B0 F1 ,ooowwwooowrwwrwwrwgggggggggrrryyyrrryoyyoyyoybbbbbbbbb
199,F1 ,wwwwwwooowrrwrrwrrgggggggggrrryyyyyyooyooyooybbbbbbbbb
200,B2 F1 R0 U0 B0 D2 F2 U1 B0 F2 ,bwbywowoogwoyrwrrrbgybggwwwgggyygyogybroororowbrrbyybb
201,F1 R0 U0 B0 D2 F2 U1 B0 F2 ,goyywowoogwoyrorrybgybggwwwgggyygbwbrbrwororobbyybrrbw
202,R0 U0 B0 D2 F2 U1 B0 F2 ,goyywogyrgwogrogryygwggwbbwrroyygbwbrbowooorwbbyybrrbw
203,U0 B0 D2 F2 U1 B0 F2 ,gowywwgywgggrrwyooygogggbbbrrryyybwbrbowooorwrbyobrybw
204,B0 D2 F2 U1 B0 F2 ,gygywowwwrbyrrwyooggggggbbbrrryyybwbygowooorwrboobrybw
205,D2 F2 U1 B0 F2 ,ywoywowwwrbbrrwyobggggggbbbrrryyyywoggoyoogrwyorbbbwro
206,F2 U1 B0 F2 ,ywoywowwwrbbrrwgrwggggggwroowyyyyrrrggoyooyobyorbbbbbb
207,U1 B0 F2 ,ywoywoywobbborworworwggggggwwwyyyrrrgggyoryoryorbbbbbb
208,B0 F2 ,ooowwwyyyorworworwgggggggggwwwyyyrrryoryoryorbbbbbbbbb
209,F2 ,wwwwwwyyyorrorrorrgggggggggwwwyyyyyyoorooroorbbbbbbbbb
210,F2 D2 L1 F1 B1 R0 F1 L1 D1 R1 ,bggbwwobboryorbrrgbyywgbwoygybgyyrrorwwooowworywrbgygg
211,D2 L1 F1 B1 R0 F1 L1 D1 R1 ,bggbwwbygoryorbwrgyowbgwyybbbogyyrrorwrooowworywrbgygg
212,L1 F1 B1 R0 F1 L1 D1 R1 ,bggbwwbygoryorbwwoyowbgwyggorryygobbrwrooowrgrywrbgyyb
213,F1 B1 R0 F1 L1 D1 R1 ,yggbwwyygoryorbwwooowygwoggbrrgygwbbrogworrowrybrbbyyb
214,B1 R0 F1 L1 D1 R1 ,yggbwwoowrryrrbbwowwgoggoyogrwgygwbbrogwoyroyrybrbbyyb
215,R0 F1 L1 D1 R1 ,rwrbwwoowrryrrgbwgwwgoggoyogrwgygobywogboyboybbbybyrry
216,F1 L1 D1 R1 ,rwgbwgooobrrwrrggywwwoggoyygrrgyyobbwogboyboywbbwbyrry
217,L1 D1 R1 ,rwgbwgbwgrrrrrrggywgywgywoogyygyyobbwoobooboowbbwbyrry
218,D1 R1 ,wwgwwgwwgrrrrrrggyggyggyoooyyyyyybbboooooowbbwbbwbbrrr
219,R1 ,wwgwwgwwgrrrrrrrrrggyggyggyyybyybyybooooooooowbbwbbwbb
220,D0 B0 L2 D1 B0 L1 U0 R0 B1 U0 ,obyrwwrwwoorgrobygbbbbgwggwwyrgyborwyyygooyorgrbybrowg
221,B0 L2 D1 B0 L1 U0 R0 B1 U0 ,obyrwwrwwoorgroggwbbbbgwyorogwryywbryyygooowggrbybrbyg
222,L2 D1 B0 L1 U0 R0 B1 U0 ,rowrwwrwwoorgrbggwbbbbgwyorogwryyygoyyybooowgbygybrgrb
