,mvt,rbk_str
41,B2 F2 U2 L0 F2 D2 B2 U0 R2 ,yygwwbwwbrrrrrboogoowggwybbryygyyoyyogbooogrbwggwbbrrw
42,F2 U2 L0 F2 D2 B2 U0 R2 ,yyowwbwwbrrgrroooooowggwybbryygyygyyggbboorrbwrrbbwggw
43,U2 L0 F2 D2 B2 U0 R2 ,yyowwbyyrbrgoroboobbywggwoobwwgyygyyggoborrrrwrrbbwggw
44,L0 F2 D2 B2 U0 R2 ,ryybwwoyyggooroboowrrwggwoobwwgyygyybrgborrrrbbybbwggw
45,F2 D2 B2 U0 R2 ,wyywwwyyyggooroboorrrbggooowwwwyywyyrbbrorrrgbbgbbgggb
46,D2 B2 U0 R2 ,wyywwwwwwggorroboooooggbrrryyywyywyyrbbroorrgbbgbbgggb
47,B2 U0 R2 ,wyywwwwwwggorrorrgoooggbggbyywyywyyyrbbrooboobbgbbgrrr
48,U0 R2 ,yyywwwwwwggbrrrrrroooggbggbyywyywyywgbboooooorrrgbbgbb
49,R2 ,wwywwywwyrrrrrrrrrggbggbggbyywyywyywooooooooogbbgbbgbb
50,B1 F2 R2 B0 D0 F0 U0 L2 R1 U0 ,wybwwywbbrbryrgyoogrwrgoryoyrboywgwwrrooogobgyggwbgbby
51,F2 R2 B0 D0 F0 U0 L2 R1 U0 ,oorwwywbbrbwyryyobgrwrgoryoyrboywogrgrowogwbgggygbbywb
52,R2 B0 D0 F0 U0 L2 R1 U0 ,oorwwybrygbwgryooboyrogrwrgbbwoywogrgrywoywbrggygbbywb
53,B0 D0 F0 U0 L2 R1 U0 ,oowwwwbrrbooyrgwbgoyyoggwrgbbroyyogygrywoywbrggyrbbrwb
54,D0 F0 U0 L2 R1 U0 ,oggwwwbrrboyyrgwbooyyoggwrgbbroyygwwwryooyobrrrgwbgbby
55,F0 U0 L2 R1 U0 ,oggwwwbrrboyyrgwrgoyyoggobrgobwybwyrwryooybbyrrgwbgwbo
56,U0 L2 R1 U0 ,oggwwwyyyboyrrgrrgooobgyrgywybwybwyrwrgooobbbrrgwbgwbo
57,L2 R1 U0 ,ywoywgywgrrgrrgrrgboybgyrgywybwybwyroooooobbbwrgwbgwbo
58,R1 U0 ,wwowwgwwgrrgrrgrrgooyggyggyyybyybyyrbbboooooowrrwbbwbb
59,U0 ,wwwwwwwwwgggrrrrrroooggggggyyyyyyyyybbboooooorrrbbbbbb
60,L0 F0 D2 L0 B1 F2 D1 U0 R0 D2 ,rowrwwwobrggorgybgggwygbwyoogbwyrywoyyorobbbbrygrbwyor
61,F0 D2 L0 B1 F2 D1 U0 R0 D2 ,rowwwwgobrggorgybgrgwrgbwyoggbyyrwwobryboybboryyrbwyoo
62,D2 L0 B1 F2 D1 U0 R0 D2 ,rowwwwoyygggorgbbgwrryggobwyoryyrwwobrgbogbbbryyrbwyoo
63,L0 B1 F2 D1 U0 R0 D2 ,rowwwwoyygggorgbbbwrryggyooowwryyroybrgbogbbgryyrbwobw
64,B1 F2 D1 U0 R0 D2 ,wowwwwyyygggorgbbbrrrwggooowwwyyyyoybbbborgggryrrbrobo
65,F2 D1 U0 R0 D2 ,gbbwwwyyyggworobbwrrrwggooowwwyyybggybbooryggrroybbrro
66,D1 U0 R0 D2 ,gbbwwwwwwggwrrobbwoooggwrrryyyyyybggybboooyggrroybbrro
67,U0 R0 D2 ,gbbwwwwwwggwrrorrooooggwbbwyygyygyybybbooorrrrroybbygg
68,R0 D2 ,wwgwwbwwbrrorrorroggwggwbbwyygyygyyboooooorrrybbybbygg
69,D2 ,wwwwwwwwwrrrrrroooggggggbbbyyyyyyyyyoooooorrrbbbbbbggg
70,B1 F0 U0 D2 R2 F2 U2 B1 D2 L2 ,gowwwygyyobrorryryoggrggrgbgrryyybworgwwowoowbbybbobbw
71,F0 U0 D2 R2 F2 U2 B1 D2 L2 ,owrwwygyyobgoroyrwoggrggrgbgrryyyyrrbgwwowoowyowbbbbbb
72,U0 D2 R2 F2 U2 B1 D2 L2 ,owrwwywwwgbgyroyrwrrogggbggyooyyyyrrbggworooryowbbbbbb
73,D2 R2 F2 U2 B1 D2 L2 ,wwowwwwyryowyroyrwgbggggbggyooyyyyrrrroworoorbggbbbbbb
74,R2 F2 U2 B1 D2 L2 ,wwowwwwyryowyrooorgbggggbbbrryyyyooyrroworyrwbggbbbbgg
75,F2 U2 B1 D2 L2 ,wwywwywyyrooorywoygbbggbbbbrroyywoorrroworyrwbgggbbggg
76,U2 B1 D2 L2 ,wwywwyorrwoorryooybbbbggbbgyywyywoorrrwwooyrrbgggbbggg
77,B1 D2 L2 ,rroywwywwrrwrryooybggbggbbgyywyywoorwoowooyrrbbbgbbggg
78,D2 L2 ,ywwywwywwrrrrrrooobggbggbbgyywyywyywoooooorrrbbgbbgbgg
79,L2 ,ywwywwywwrrrrrrrrrbggbggbggwyywyywyyooooooooobbgbbgbbg
80,U0 L1 R2 F1 B2 L0 F2 U1 D0 L0 ,gyrbwgobobyygryybrwrwggwyygboorywrgbrogoorwwobbyrbwwog
81,L1 R2 F1 B2 L0 F2 U1 D0 L0 ,obgbwyogrbbygryybrbyyggwyygboorywrgbwrwoorwworogrbwwog
82,R2 F1 B2 L0 F2 U1 D0 L0 ,bbggwyygrbbygryybrbyyrgwryggoowywggbwrorowwowroorbbwoo
83,F1 B2 L0 F2 U1 D0 L0 ,bbogwwygbrbyyrgybbbywrgrryrgogwyyggrwrorowwowgoowbbyoo
84,B2 L0 F2 U1 D0 L0 ,bbogwwryygbyorggbbwrrygybrrowwwyyggrwrbrogwoygoowbbyoo
85,L0 F2 U1 D0 L0 ,rgggwwryygbworrgbwwrrygybrrowwwyyobbbrbgogyoyooybbwoog
86,F2 U1 D0 L0 ,gggwwwyyygbworrgbwrrrggyrrrwwwyyybbbygboorygbooobbwooo
87,U1 D0 L0 ,gggwwwwwwbbwrrrbbwrrryggrrryyyyyybbbyggoooyggooobbwooo
88,D0 L0 ,gwwgwwgwwrrrrrrbbwyggyggrrryyyyyybbbooooooyggbbwbbwooo
89,L0 ,gwwgwwgwwrrrrrrrrryggyggyggbyybyybyyooooooooobbwbbwbbw
90,R2 B1 D0 F1 U1 D1 R2 F1 B2 L0 ,bwbowwbyygrowryobgrgrogbrgygrgoyyyrwyywgobowwwgrrboobb
91,B1 D0 F1 U1 D1 R2 F1 B2 L0 ,bwgowybywgboyrworgrgoogrrgwgrboywyryyywgobowwygrbborbb
92,D0 F1 U1 D1 R2 F1 B2 L0 ,ogyowybywgbbyrworgrgoogrrgwgrboywgwoyywrobywwrobgbbybr
93,F1 U1 D1 R2 F1 B2 L0 ,ogyowybywgbbyrwrgwrgoogrywwgogwyrowbyywrobybrrobgbborg
94,U1 D1 R2 F1 B2 L0 ,ogyowygyrgbborwggworwggwroywbrwyrowbyywroyybbrobgbborg
95,D1 R2 F1 B2 L0 ,yyrgwyoogorworwggwyywggwroywbrwyrowbrobroyybbgbbgbborg
96,R2 F1 B2 L0 ,yyrgwyoogorworworgyywggwggwrrbbywwworobroyroygbbgbbybb
97,F1 B2 L0 ,yybgwwooogrowrowroyyyggggggrrrbyywwgrobroyroywbbwbbwbb
98,B2 L0 ,yybgwwgwwrrorrorroyggyggyggbyybyywwgroorooroowbbwbbwbb
99,L0 ,gwwgwwgwwrrrrrrrrryggyggyggbyybyybyyooooooooobbwbbwbbw
100,R2 F2 B1 U0 R0 L1 U0 D2 F1 U2 ,robwwbyyrbworrgbrgobyogggoyobogywrrrwogboggywwybwbrwyy
101,F2 B1 U0 R0 L1 U0 D2 F1 U2 ,roowwwyyrgrbgrrowbobwogwgowobbgybrrrwogboggywyybgbryyy
102,B1 U0 R0 L1 U0 D2 F1 U2 ,roowwwbbowrbgrrgwbwogwgowboryygybrrrwooboggygyybgbryyy
103,U0 R0 L1 U0 D2 F1 U2 ,gbwwwwbbowrrgrogwowogwgowboryygybbrbroorogrygbryybyygy
104,R0 L1 U0 D2 F1 U2 ,bwgbwbowwbrygrogwowrrwgowboryygybbrbwogrogrygrooybyygy
105,L1 U0 D2 F1 U2 ,bwrbwoowoggbwrrooywrywgbwbbryygyybrrwogrogrygwoobbyggy
106,U0 D2 F1 U2 ,wwrwwowwoggbwrrooyrryggbbbbyyyyyyorrgggooywrrwoobbbggb
107,D2 F1 U2 ,wwwwwwoorwoowrrooyggbggbbbbyyyyyyorrrryooywrrgggbbbggb
108,F1 U2 ,wwwwwwoorwoowrrwrrggbggbggbrroyyyyyyrryooyooygggbbbbbb
109,U2 ,wwwwwwwwwooorrrrrrbbbggggggyyyyyyyyyrrroooooogggbbbbbb
110,D2 L2 F0 U0 L1 D0 U1 B2 D2 L2 ,yyybwworgyrrwroooowgoygorrbwyywyyggwrogbobrbbggbgbrbww
111,L2 F0 U0 L1 D0 U1 B2 D2 L2 ,yyybwworgyrrwrorbbwgoygobwwwggyywyywrogboboooggbgbrrrb
112,F0 U0 L1 D0 U1 B2 D2 L2 ,wyyywwyrgyrrwrorbbbgorgobwwyggbywoywooobobgorggbgbyrrw
113,U0 L1 D0 U1 B2 D2 L2 ,wyyywwrboyrrrrogbbbrbwggwoorwybywoywooyboggogggbgbyrrw
114,L1 D0 U1 B2 D2 L2 ,rywbwyowyggbrrogbbyrrwggwoorwybywoywbrbboggogooygbyrrw
115,D0 U1 B2 D2 L2 ,yywwwywwyggbrrogbbrrrbggooowwyyywyywbggroobbgooogbbrrr
116,U1 B2 D2 L2 ,yywwwywwyggbrroooorrrbggbbgyywyywwwybggroorrrooogbbgbb
117,B2 D2 L2 ,wyyywwywwrrrrroooobggbggbbgyywyywwwyoooroorrrggbgbbgbb
118,D2 L2 ,ywwywwywwrrrrrrooobggbggbbgyywyywyywoooooorrrbbgbbgbgg
119,L2 ,ywwywwywwrrrrrrrrrbggbggbggwyywyywyyooooooooobbgbbgbbg
120,R0 B1 L0 F2 R0 B2 D0 U2 B0 R1 ,rwrwwgybrgwbyrryoworwygbwbbgorbygyrbyogyogowowrgyboogb
121,B1 L0 F2 R0 B2 D0 U2 B0 R1 ,rwwwwbybbyygorwwrborryggwbbgoobyyyrwyogyogoworrggborgb
122,L0 F2 R0 B2 D0 U2 B0 R1 ,oyywwbybbyyrorwwrworryggwbbgoobyybwgyogrogwwogobrbgrgr
123,F2 R0 B2 D0 U2 B0 R1 ,ryygwbbbbyyrorwwrworrwggybboooyyywwgwrywooogggobrbbrgg
124,R0 B2 D0 U2 B0 R1 ,ryygwbooogyrorwyrwbbyggwrrobbbyyywwgwrwwooogygobrbbrgg
125,B2 D0 U2 B0 R1 ,ryygwwoooyogrrywwrbbbggyrrgbbryyrwwgwrwwooogyoobbbbygg
126,D0 U2 B0 R1 ,gwwgwwoooyoorrwwwwbbbggyrrgbbryyryyrrrwyooggyggybbbboo
127,U2 B0 R1 ,gwwgwwoooyoorrwrrgbbbggyggyyybyybrrrrrwyoobooggybbbwww
128,B0 R1 ,ooowwgwwgrrwrrwrrgggyggyggyyybyybrrryooyooboobbbbbbwww
129,R1 ,wwgwwgwwgrrrrrrrrrggyggyggyyybyybyybooooooooowbbwbbwbb
130,R0 B2 U0 R0 D0 L0 R1 U1 F2 B1 ,bbywwyogwogrrrrwoogrbygwyygbbrwygrrgroybooygogwwybowbb
131,B2 U0 R0 D0 L0 R1 U1 F2 B1 ,bbbwwwoggwroorgorrgrryggyygbbwwyyrrgroybooygowwwyboybb
132,U0 R0 D0 L0 R1 U1 F2 B1 ,grrwwwoggwryorborrgrryggyygbbwwyybbbroygooogobbyobywww
133,R0 D0 L0 R1 U1 F2 B1 ,owggwrgwrbbyorborrwryyggyygbbwwyybbbgrrgooogoroyobywww
134,D0 L0 R1 U1 F2 B1 ,owygwggwgoobrrbrbywrwygyyybbbwwyobbrgrrgooogoroyrbygww
135,L0 R1 U1 F2 B1 ,owygwggwgoobrrbyybwrwygyogobwbbybrowgrrgoogwwroyrbyrby
136,R1 U1 F2 B1 ,ywyywgywgoobrrbyyborwggyggowwbyyboowgggworworrorrbbrbb
137,U1 F2 B1 ,ywrywrywrbbboryoryoryggggggwwwyyyooogggworworworbbbbbb
138,F2 B1 ,rrrwwwyyyoryoryorygggggggggwwwyyyoooworworworbbbbbbbbb
139,B1 ,rrrwwwwwwrryrryrrygggggggggyyyyyyooowoowoowoobbbbbbbbb
140,L1 D2 F1 B0 L2 D0 F0 R0 D2 F0 ,rrbrwbwogwrrrrwoobbbrwgwoyybogyywoyyyyrgogggwyggbboobw
141,D2 F1 B0 L2 D0 F0 R0 D2 F0 ,brbwwboogwrrrrwoobbbrygwoyywogoywgyyrgwyogyggygwbbrobr
142,F1 B0 L2 D0 F0 R0 D2 F0 ,brbwwboogwrrrrwyggbbrygwobryygwyogowrgwyogoobygwbbroyy
143,B0 L2 D0 F0 R0 D2 F0 ,brbwwbwrygrryrwyggrwrbgbbyowgbwyogowrggyoooooygwbbroyy
144,L2 D0 F0 R0 D2 F0 ,rwgwwbwrygrwyroyggrwrbgbbyowgbwyoryobggroobooobyybgyrw
145,D0 F0 R0 D2 F0 ,wwgwwbrrygrwyroyggwwrggbyyorgbwyowyoooboorggbobbybbyrr
146,F0 R0 D2 F0 ,wwgwwbrrygrwyroyyowwrggbggbwwryygooboobooryrrobbybbygg
147,R0 D2 F0 ,wwgwwbrrbrrwrroyyoggwggwbbryygyygooboowoowyrrobbybbygg
148,D2 F0 ,wwwwwwrrryrryrroowggggggbbbyyyyyyooooowoowyrrbbbbbbggg
149,F0 ,wwwwwwrrryrryrryrrgggggggggoooyyyyyyoowoowoowbbbbbbbbb
150,L1 D1 B0 F1 R0 U1 F2 B2 L1 D2 ,yrbbwybrwgrywrbbyyrgoygrrorggygygwwggwwyobbwwobroboooo
151,D1 B0 F1 R0 U1 F2 B2 L1 D2 ,rrbywyrrwgrywrbbyyggoggrworogyoygrwgwbwwowgybobbobbooy
152,B0 F1 R0 U1 F2 B2 L1 D2 ,rrbywyrrwgrywrbooyggoggrbyyygggywoorwbwwowworobbobbgyb
153,F1 R0 U1 F2 B2 L1 D2 ,ybyywyrrwgrrwrooooggoggrbyyygggywwwwbbwrowrorgooybbbbb
154,R0 U1 F2 B2 L1 D2 ,ybyywygwogrrgroyoooryggyggbwwrgywwwwbbwrorrorgooybbbbb
155,U1 F2 B2 L1 D2 ,ybyywygwbyggorroororrggwggwwwbgyywwgbbwrorroroooybbybb
156,F2 B2 L1 D2 ,yybbwwyygorrorroorbbwggwggwwwbgyywwgooororroryggybbybb
157,B2 L1 D2 ,yybbwwbwwrrrrrroorwggwggwbbgyygyywwgoooroorooyggybbybb
158,L1 D2 ,gwwbwwbwwrrrrrrooowggwggwbbgyygyybyyroorooroobbybbyggy
159,D2 ,wwwwwwwwwrrrrrroooggggggbbbyyyyyyyyyoooooorrrbbbbbbggg
160,F1 R0 L1 D1 B2 U0 D0 R2 B2 L2 ,gwggwbbbbrrryrroooyywggoywwbgbbyggwgrrrroyooowoywbywby
161,R0 L1 D1 B2 U0 D0 R2 B2 L2 ,gwggwbryobrrgrrboowowygwygyryobyggwgrrbroboobwoywbywby
162,L1 D1 B2 U0 D0 R2 B2 L2 ,gwwgwwryybgborrorrwooyggyggrywbywgwwrrbroboobooybbygby
163,D1 B2 U0 D0 R2 B2 L2 ,wwwywwyyybgborrorrroobgggggyywyywywwbbbroorrooorbbggbg
164,B2 U0 D0 R2 B2 L2 ,wwwywwyyybgborrgbgroobggorrwwwyywyyybbbroogggoorbbgrro
165,U0 D0 R2 B2 L2 ,yyyywwyyybggorrgbbroobggorrwwwyywwwwgbbroobggorrgbbroo
166,D0 R2 B2 L2 ,yyyywyywyorrorrgbbbggbggorrwwwyywwwwrooroobgggbbgbbroo
167,R2 B2 L2 ,yyyywyywyorrorrorrbggbggbggwywwywwwwroorooroogbbgbbgbb
168,B2 L2 ,yywywwywwrrorrorrobggbggbggwyywyywwyroorooroogbbgbbgbb
169,L2 ,ywwywwywwrrrrrrrrrbggbggbggwyywyywyyooooooooobbgbbgbbg
170,B1 F2 L1 R0 D1 L0 U0 F0 B0 R2 ,ggrowbybowwwwrwbybrygrggroywwoyygggoybbyobyobgoorbrwrr
171,F2 L1 R0 D1 L0 U0 F0 B0 R2 ,yyyowbybowwgwrgbyrrygrggroywwoyygbwwgbbgobooborrobrgrw
172,L1 R0 D1 L0 U0 F0 B0 R2 ,yyyowbowwbwgbrgbyryorggrgyrobyyygbwwgbbgowooworrobrgrw
173,R0 D1 L0 U0 F0 B0 R2 ,yyygwbgwwbwgbrgbyroorygrbyrwbyrygrwwbwwbooggooroobogry
174,D1 L0 U0 F0 B0 R2 ,yyrgwrgwrbbbyrwrggooyyggbywwbgryorwobwwbooggowrobboyry
175,L0 U0 F0 B0 R2 ,yyrgwrgwrbbbyrwyryooyyggrgggoobywwrrbwwboobywwrobboggo
176,U0 F0 B0 R2 ,oyrowrowrbbbyrwyryyoyggggggoooyywrrrbbbyowwowwrwbbbggg
177,F0 B0 R2 ,ooowwyrrrwrwyrwyrybbbggggggoooyywrrryoyyowwowbbbbbbggg
178,B0 R2 ,ooowwywwyrrwrrwrryggbggbggbyywyywrrryooyoowoobbbbbbggg
179,R2 ,wwywwywwyrrrrrrrrrggbggbggbyywyywyywooooooooogbbgbbgbb
180,F1 B2 L2 U2 F1 R0 L1 U1 R1 F2 ,yywgwbrorgorwrwbroyywwgowoyogowyywgyrrgroborbbbbgbbgyg
181,B2 L2 U2 F1 R0 L1 U1 R1 F2 ,yywgwbgwboorgrworowoyygoywwgbbwyywgyrrrrooorrbbbgbbgyg
182,L2 U2 F1 R0 L1 U1 R1 F2 ,ygwgwbgwbooogrrorrwoyygoywwgbbwyywyyorrwoorrrgygbbgbbb
183,U2 F1 R0 L1 U1 R1 F2 ,ggwwwbwwbooogrrorrboyggogwwybbgyygyyrrroowrrogyybbybbw
184,F1 R0 L1 U1 R1 F2 ,bwwbwwwggrrrgrrorrgyyggogwwybbgyygyyooooowrroboybbybbw
185,R0 L1 U1 R1 F2 ,bwwbwwrgobrrbrryrryowygwgggowogyygyyoogoogrrwboybbybbw
186,L1 U1 R1 F2 ,bwwbwwrggybbrrrrrryooygyggyowbgybgyboogoogrrwooywbywbw
187,U1 R1 F2 ,ywwywwgggybbrrrrrroooggyggywwbyybyybggwoorooroorwbbwbb
188,R1 F2 ,wwgwwgyygooorrrrrrggwggyggywwbyybyyboorooroorybbwbbwbb
189,F2 ,wwwwwwyyyorrorrorrgggggggggwwwyyyyyyoorooroorbbbbbbbbb
190,B1 D2 R2 L1 U1 F1 L0 U1 F2 D0 ,wwwywyowybbgrrowwggboggbboowygwygroybrygoyyoorrrgbrrbb
191,D2 R2 L1 U1 F1 L0 U1 F2 D0 ,ygbywyowybbwrrwwwwgboggbboowygwyggogrryooyyoorrbrbbrgr
192,R2 L1 U1 F1 L0 U1 F2 D0 ,ygbywyowybbwrrwyoogboggbrgrgoggywgywrryooywwwrrbrbbboo
193,L1 U1 F1 L0 U1 F2 D0 ,yggywwowwooywrrwbbgbbggrrgrgobgyygyyrryooywwwrrbbbbooo
194,U1 F1 L0 U1 F2 D0 ,ggggwwrwwooywrrwbbgbbggrggroobbyybyyyywrowrowrrobbyooy
195,F1 L0 U1 F2 D0 ,gwwgwwggrgbbwrrwbbyywggrggroobbyybyyrrorowrowooybbyooy
196,L0 U1 F2 D0 ,gwwgwwgwwbbborrobbwrryggyggowwbyybyyrrrrogrogooybbyooy
197,U1 F2 D0 ,ywwywwywwbbborrobbgrrggggggwwwyyyyyyrrroorggroobbbbooo
198,F2 D0 ,wwwwwwyyygrrorrobbrrrggggggwwwyyyyyyooboorggrbbbbbbooo
199,D0 ,wwwwwwwwwrrrrrrbbbggggggrrryyyyyyyyyoooooogggbbbbbbooo
200,F0 L2 R2 B1 D1 R2 B0 D2 U1 L2 ,oryrwywwbobbyryooybbyrgrgggrowwywwygbbroowggyrgwobbogr
201,L2 R2 B1 D1 R2 B0 D2 U1 L2 ,oryrwyywrwbbwryboygrbggbgryoyowywwygbbroooggwrgwobbogr
202,R2 B1 D1 R2 B0 D2 U1 L2 ,orywwywwrwbbwryboyrrbbgbwryoyorywyygwggooorbbrggobgogg
203,B1 D1 R2 B0 D2 U1 L2 ,orowwwwwgyobyrwbbwrrobgowrroyyryyyyrwggooorbbyggbbgbgg
204,D1 R2 B0 D2 U1 L2 ,rowwwwwwgyooyrrbborrobgowrroyyryywwbyggyoorbbggggbgybb
205,R2 B0 D2 U1 L2 ,rowwwwwwgyooyrrybbrrobgobboyybyyworwyggyoowrrggggbgrbb
206,B0 D2 U1 L2 ,robwwwwwwbbyrryooyrrrbggbbgyywyyworgyggyoowrroggobgobb
207,D2 U1 L2 ,yyywwwwwwbbgrrrooorrrbggbbgyywyywyywbggooorrrooobbgbgg
208,U1 L2 ,yyywwwwwwbbgrrrrrrrrrbggbggwyywyywyybggooooooooobbgbbg
209,L2 ,ywwywwywwrrrrrrrrrbggbggbggwyywyywyyooooooooobbgbbgbbg
210,F2 L1 U0 D0 B2 R0 F2 D1 U0 R2 ,ggrywyygbwoyrrorrwgoowgwgbwywgbyybyrogroogyrobrwbbwbbo
211,L1 U0 D0 B2 R0 F2 D1 U0 R2 ,ggrywygwyooygrorrwwbgwgwoogbgybyybyrogrooryrwbrwbbwbbo
212,U0 D0 B2 R0 F2 D1 U0 R2 ,wgrwwyowyooygrorrwbbgbgwbogogywyywyrrrwgorooybrgbbybbg
213,D0 B2 R0 F2 D1 U0 R2 ,owwwwgyyrbrggrorrwooybgwbogogywyywyrbbggorooyrrwbbybbg
214,B2 R0 F2 D1 U0 R2 ,owwwwgyyrbrggrobogooybgwooywwoyygryybbggorbbgrrwbbyrrw
215,R0 F2 D1 U0 R2 ,yyrwwgyyrbrbgrgbobooybgwooywwoyygwwogbgoorgbgwrrybbwrr
216,F2 D1 U0 R2 ,yyywwwyyybgborrbgbooobggooowwwyyywwwgbgoorgbgrrrgbbrrr
217,D1 U0 R2 ,yyywwwwwwggbrrrggboooggboooyyyyyywwwgbbooogbbrrrgbbrrr
218,U0 R2 ,yyywwwwwwggbrrrrrroooggbggbyywyywyywgbboooooorrrgbbgbb
219,R2 ,wwywwywwyrrrrrrrrrggbggbggbyywyywyywooooooooogbbgbbgbb
220,U2 D1 R0 L2 B2 U0 D2 L2 B2 F0 ,gyrgwyooworggrobbwygbbgrgbroyywywggrywbroorrwyoowbbbyw
221,D1 R0 L2 B2 U0 D2 L2 B2 F0 ,wooywgrygywbgrobbwyoobgrgbroyywywggrorgroorrwygbwbbbyw
222,R0 L2 B2 U0 D2 L2 B2 F0 ,wooywgrygywbgrobywyoobgrbbwywryygowgorgroogbrygbwbbrrw
