,mvt,rbk_str
18,D1 U1 ,wwwwwwwwwbbbrrrgggrrrgggoooyyyyyyyyygggooobbbooobbbrrr
19,U1 ,wwwwwwwwwbbbrrrrrrrrrggggggyyyyyyyyygggooooooooobbbbbb
20,R2 B2 L0 D2 F0 R2 B2 D0 F2 R0 ,rrbgwwgobwgrorgbbbybobgwgbyowoyyygywgyoooryrwywwrbgror
21,B2 L0 D2 F0 R2 B2 D0 F2 R0 ,rrogwygowbbbgrorgwybrbgrgbyowbyywgybgyoooryrwywwwbgoor
22,L0 D2 F0 R2 B2 D0 F2 R0 ,byggwygowbbygrorggybrbgrgbyowbyyworrwyooorbrwroogbwwwy
23,D2 F0 R2 B2 D0 F2 R0 ,yygwwyoowbbygrorggbbrggrgbyywbbywgrrbowroywroroogbywwo
24,F0 R2 B2 D0 F2 R0 ,yygwwyoowbbygrowrobbrggrwworrgwybbwybowroyrggroogbygby
25,R2 B2 D0 F2 R0 ,yygwwygywobyorowrowgbwgborrwgbwybbwyborrorrggroogbygby
26,B2 D0 F2 R0 ,yybwwbgyyorworoybowggwggorrwggwyybwwborrorrggroobbybby
27,D0 F2 R0 ,wwbwwbgyyorrorrybbwggwggorrwggwyybyyooroorwggybbybboor
28,F2 R0 ,wwbwwbgyyorrorrorrwggwggwggbwwyygyygoorooroorybbybbybb
29,R0 ,wwbwwbwwbrrrrrrrrrggwggwggwyygyygyygoooooooooybbybbybb
30,B2 U0 F0 D0 L1 U1 D2 L2 U2 B2 ,bbrywrgggogywrrygorowogrwyobbbwyygwywoyoowrbrbroybbggw
31,U0 F0 D0 L1 U1 D2 L2 U2 B2 ,ywgywrgggogrwroygwrowogrwyobbbwyyrbbooyrowybrwggbbyorb
32,F0 D0 L1 U1 D2 L2 U2 B2 ,gyygwwgrgwggwroygwogrogrwyobbbwyyrbbrowrowybrooybbyorb
33,D0 L1 U1 D2 L2 U2 B2 ,gyygwwrwwgggrroggwwooyggorrywwwyyrbbrobrobybbooybbyorb
34,L1 U1 D2 L2 U2 B2 ,gyygwwrwwgggrroorrwooyggybbrwybywbywrobroborbooybbyggw
35,U1 D2 L2 U2 B2 ,wyyywwywwgggrroorrroobggbbbwwyyywyywbbboorrrooorbbgggg
36,D2 L2 U2 B2 ,ywwywwwyyroorroorrbbbbggbbbwwyyywyywooroorrrogggbbgggg
37,L2 U2 B2 ,ywwywwwyyroorrorrobbbbgggggwyywyyywwooroororrgggbbgbbb
38,U2 B2 ,wwwwwwyyyroorrorrobbbggggggyyyyyywwwrrorooroogggbbbbbb
39,B2 ,yyywwwwwwrrorrorrogggggggggyyyyyywwwroorooroobbbbbbbbb
40,B2 U2 D1 F0 B0 L0 U1 R0 F0 D1 ,bobwwgwggwwooryoyobrrrggoogybwgybyryybrwobrybwyrrbogwg
41,U2 D1 F0 B0 L0 U1 R0 F0 D1 ,yrywwgwggwwrorwoyybrrrggoogybwgybbobobryoboybgwgobrryw
42,D1 F0 B0 L0 U1 R0 F0 D1 ,ggwgwwyryobrorwoyygwgrggoogybwgybbobwwryoboybbrrobrryw
43,F0 B0 L0 U1 R0 F0 D1 ,ggwgwwyryobrorwrywgwgrggoyywbbbyoygbwwryoboogbrrobroyb
44,B0 L0 U1 R0 F0 D1 ,ggwgwwgbrybrrrwyyworgygwyggroobyoygbwwwyoboobbrrobroyb
45,L0 U1 R0 F0 D1 ,rwwgwwgbrybbrrgyyyorgygwyggroobyowyowwwgobgoboobybrbrr
46,U1 R0 F0 D1 ,rwwrwwbbrybbrrgyyyrrgggwgggoooyyoyyoggwoowbbwoowybbbrr
47,R0 F0 D1 ,wwrwwbrrbrrgrrgyyyggwggwgggoooyyoyyooowoowbbwybbybbbrr
48,F0 D1 ,wwwwwwrrgyrryrryggggoggoggooobyyyyyyoowoowbbwbbbbbbrrr
49,D1 ,wwwwwwwwwrrrrrrgggggggggoooyyyyyyyyyoooooobbbbbbbbbrrr
50,F2 D1 L0 R0 U0 F1 D0 U1 L0 D0 ,ywobwbgwwgrwrroygryooggyggowwbbyrrrygyoooyborbbrybgbww
51,D1 L0 R0 U0 F1 D0 U1 L0 D0 ,ywobwbbwwrrwyroogroggyggooywwgbyrrrygyyoorbogbbrybgbww
52,L0 R0 U0 F1 D0 U1 L0 D0 ,ywobwbbwwrrwyrobwwoggyggogrgrywyrwbrgyyoorooybbrybgbog
53,R0 U0 F1 D0 U1 L0 D0 ,gwogwbrwwrrwyrobwwyggbggbgroryyyrobroogooyyrybbwybwbog
54,U0 F1 D0 U1 L0 D0 ,gwggwgrwrbyrwrrwowygybgrbgrorbyyyobboogooyyrywbwbbwoog
55,F1 D0 U1 L0 D0 ,rggwwwrggwbwwrrwowbyrbgrbgrorbyyyobbygyooyyryoogbbwoog
56,D0 U1 L0 D0 ,rggwwwwwwbbwrrroowrrryggbbbyyyyyyobbyggoogyrroogbbwoog
57,U1 L0 D0 ,rggwwwwwwbbwrrrbbbrrryggyrroyybyybyyyggoogoogoogbbwoow
58,L0 D0 ,gwwgwwrwwrrrrrrbbbyggyggyrroyybyybyyoogoogoogbbwbbwoow
59,D0 ,wwwwwwwwwrrrrrrbbbggggggrrryyyyyyyyyoooooogggbbbbbbooo
60,U0 F2 L2 B0 F2 D2 L0 F0 D1 R1 ,ggyowrgygoyoorwrogygwyggrrbbbwgybbrrrwoyobowybrybbowww
61,F2 L2 B0 F2 D2 L0 F0 D1 R1 ,gogywggrybryorwrogoyoyggrrbbbwgybbrrygwyobowyrwobbowww
62,L2 B0 F2 D2 L0 F0 D1 R1 ,gogywgwbbyrybrwwogbrrggyoyoyrggybbrrygryooowbrwobbowww
63,B0 F2 D2 L0 F0 D1 R1 ,yoggwgbbbyrybrwwogwrrogyoyogrgyybwrrbwoooyrgyrwobbgwwb
64,F2 D2 L0 F0 D1 R1 ,ywggwgbbbyrrbrrwowwrrogyoyogrgyybborgwoooyygywbrwbwbgo
65,D2 L0 F0 D1 R1 ,ywggwggrgyrryrroowoyoygorrwbbbyybborgwwoobygywbrwbwbgo
66,L0 F0 D1 R1 ,ywggwggrgyrryrrygyoyoygobgorobbyybbbgwwooboowwbrwbwrrw
67,F0 D1 R1 ,wwgwwgrrgyrryrrygyyyoggoggooobyyybbboogoowwbwwbbwbbrrr
68,D1 R1 ,wwgwwgwwgrrrrrrggyggyggyoooyyyyyybbboooooowbbwbbwbbrrr
69,R1 ,wwgwwgwwgrrrrrrrrrggyggyggyyybyybyybooooooooowbbwbbwbb
70,U1 D0 B2 R1 F1 D1 U0 B1 L1 D0 ,yrrowyoogrbwrrwyrbbbyogyryobobrywwgwowwgogogygbgbbwryg
71,D0 B2 R1 F1 D1 U0 B1 L1 D0 ,rygrwoyoobbyrrwyrbowwogyryobobrywwgwgbggogogyrbwbbwryg
72,B2 R1 F1 D1 U0 B1 L1 D0 ,rygrwoyoobbyrrwryoowwogyogywrbgyowwbgbggogrygrbwbbwyrb
73,R1 F1 D1 U0 B1 L1 D0 ,bwwrwoyoobbrrrgrygowwogyogywrbgyogyrobgwogyygbrywbbwbr
74,F1 D1 U0 B1 L1 D0 ,bwwrwwyobrggbrybrrowwogoogowrwgyygyyobgwogyygrryobbbbr
75,D1 U0 B1 L1 D0 ,bwwrwwrbbwggrrywrrwoowggoooggggyygyyobbwooyyyrryobbbbr
76,U0 B1 L1 D0 ,bwwrwwrbbwggrrybbrwoowggwrrgyygyygggobbwooooorryobbyyy
77,B1 L1 D0 ,rrbbwwbwwrryrrybbrwggwggwrrgyygyygggwoowoooooobbobbyyy
78,L1 D0 ,owwbwwbwwrrrrrrbbbwggwggwrrgyygyyryygoogoogoobbybbyooy
79,D0 ,wwwwwwwwwrrrrrrbbbggggggrrryyyyyyyyyoooooogggbbbbbbooo
80,L2 U2 R0 F1 L0 B1 D0 L1 B0 D0 ,brobwwbwgyobrrbbwwwboogwygrgryoygoggrooyoyggryywrbbryw
81,U2 R0 F1 L0 B1 D0 L1 B0 D0 ,groowwowgyobrrbbwwwbobgwwgrbrybygbggrggyoyooryyyrboryw
82,R0 F1 L0 B1 D0 L1 B0 D0 ,gwowwoorgrggrrbbwwyyybgwwgrbrybygbggyobyoyoorwborboryw
83,F1 L0 B1 D0 L1 B0 D0 ,gwywwworrbrrwrgwbgyyybggwggbrrbyrbgwyobyoyoorgboobooyw
84,L0 B1 D0 L1 B0 D0 ,gwywwwbwwrrrrrgbbgyggyggybwbyrbyrbgwyoryorooogboobooyw
85,B1 D0 L1 B0 D0 ,wwyowwowwrrrrrgbbggggwggbbwyyryyrygwoyyoooorrgbbobboyb
86,D0 L1 B0 D0 ,oooowwowwrrwrrwbbygggwggbbwyyryyrggryyygoowrrbbbbbygoo
87,L1 B0 D0 ,oooowwowwrrwrrwbbwgggwggwrrgyygyyrrryyygoogoobbbbbybby
88,B0 D0 ,goowwwwwwrrwrrwbbwggggggrrryyyyyybrryooyooyggbbobbobbo
89,D0 ,wwwwwwwwwrrrrrrbbbggggggrrryyyyyyyyyoooooogggbbbbbbooo
90,L0 F1 R0 U0 L0 R1 D0 L2 B2 U1 ,ygyrwwrgwobobroooryybggrgwgyrwyywbwwrygboowoobrbbbyggr
91,F1 R0 U0 L0 R1 D0 L2 B2 U1 ,rgyywwbgwobobroooryybrgrrwgyrwgywgwwwbrooyoogbrbbbyggy
92,R0 U0 L0 R1 D0 L2 B2 U1 ,rgyywwobowborroyorbrgygwyrrryggywgwwwbwoogoobbrbbbyggy
93,U0 L0 R1 D0 L2 B2 U1 ,rggywwobryrworbroobrgygwyrwryggybgwbwbwoogooborbwbyygy
94,L0 R1 D0 L2 B2 U1 ,oyrbwgrwgorborbrooyrwygwyrwryggybgwbbrgoogoobwbwwbyygy
95,R1 D0 L2 B2 U1 ,yyrywgwwgorborbrooorwbgwrrwyygyybywbooboorbggwbgwbgygr
96,D0 L2 B2 U1 ,yyyywwwwwbborrooororrbggrrgyywyywywwooboorbggbbgbbgggr
97,L2 B2 U1 ,yyyywwwwwbborrorrgorrbggbggyyywyywwwooboorggrbbgbbgoor
98,B2 U1 ,yyywwwwwwbborrorrgrrrggggggyyyyyywwwrggrooboobbbbbbooo
99,U1 ,wwwwwwwwwbbbrrrrrrrrrggggggyyyyyyyyygggooooooooobbbbbb
100,F1 U0 D0 F1 B1 D2 F1 B2 D1 F1 ,rwyowygwrboowrwobwybybgowgwgyboyrrrgyboyoybgobrggbrrgw
101,U0 D0 F1 B1 D2 F1 B2 D1 F1 ,rwyowybwobooyrwgbwyowbggybwoyooyrrrgybryowbggbrggbrrgw
102,D0 F1 B1 D2 F1 B2 D1 F1 ,borwwwoyybrgyrwgbwboobggybwoyooyrrrgyowyowbggybrgbrrgw
103,F1 B1 D2 F1 B2 D1 F1 ,borwwwoyybrgyrwybwboobggbggrooryygroyowyowrgwybrgbrgbw
104,B1 D2 F1 B2 D1 F1 ,borwwwbyyorgorwrbwoggoggbbbwwwryygroyoyyoyrgoybrgbrgbw
105,D2 F1 B2 D1 F1 ,ryywwwbyyorbororbroggoggbbbwwwryywwggoyroyogorrwbbbygg
106,F1 B2 D1 F1 ,ryywwwbyyorboroogooggoggygggwwyyrwwwgoyroyrbrrrwbbbbbb
107,B2 D1 F1 ,ryywwwooowrbwroggoggggggooyyyryyrwwwgoyroyrbbrrwbbbbbb
108,D1 F1 ,wwwwwwooowrrwrrgggggggggooyyyryyryyrooyooybbbbbbbbbwrr
109,F1 ,wwwwwwooowrrwrrwrrgggggggggrrryyyyyyooyooyooybbbbbbbbb
110,D0 R1 L1 D2 B0 L1 R2 U0 D0 F1 ,wgoowbrwyorbyrbgrbgogbggbwywrrwyywwrgywgoorgoyroyboybb
111,R1 L1 D2 B0 L1 R2 U0 D0 F1 ,wgoowbrwyorbyrbbwygogbggrgowwwwyrryrgywgooybbyroybogrb
112,L1 D2 B0 L1 R2 U0 D0 F1 ,wggowyrwybbyrrwoybgoobgbrgywwgwygryogywgooybbrrorbowrb
113,D2 B0 L1 R2 U0 D0 F1 ,gggbwyrwybbyrrwoybwoowgbrgybwgoygoyowobyobggyrrrrbowrw
114,B0 L1 R2 U0 D0 F1 ,gggbwyrwybbyrrwggywoowgbwrwoyogyogwbwobyoboybrrrrborgy
115,L1 R2 U0 D0 F1 ,ywybwyrwybbbrrwgggwoowgbwrwoyogyowyogobgobgybrrrgbryor
116,R2 U0 D0 F1 ,wwywwywwybbbrrwgggoooggbwrwryoryoryobbbooygggrrrgbbyoy
117,U0 D0 F1 ,wwowwowwogggwrrbbbooygggwrrryyryyryybbbooygggwrrbbbooy
118,D0 F1 ,wwwwwwooowrrwrrbbbggggggwrrryyryyryyooyooygggbbbbbbooy
119,F1 ,wwwwwwooowrrwrrwrrgggggggggrrryyyyyyooyooyooybbbbbbbbb
120,L1 U2 D0 L1 B0 U0 L2 D1 R1 B2 ,rwgwwoyoobbwrrgrwybgwwgywggryyyyrgbbwoooogobgobbrbyrry
121,U2 D0 L1 B0 U0 L2 D1 R1 B2 ,bwgwwowoobbwrrgrwyrgwygygggyyyyyrbbboggoobwooobyrbwrrr
122,D0 L1 B0 U0 L2 D1 R1 B2 ,oowowwgwboggrrgrwyobyygygggyyyyyrbbbbbwoobwoorgwrbwrrr
123,L1 B0 U0 L2 D1 R1 B2 ,oowowwgwboggrrggggobyygywoobyybyybrybbwoobrrrrgwrbwrwy
124,B0 U0 L2 D1 R1 B2 ,oowywwwwboggrrggggbbybgybooyyywyywrywbrborborrggrborwo
125,U0 L2 D1 R1 B2 ,gggywwwwbogyrrrggwbbybgybooyyywyywbbwbrooroorrrrwbgoog
126,L2 D1 R1 B2 ,wygwwgbwgrrrrrrggwogybgybooyyywyywbbbbyooroorwbrwbgoog
127,D1 R1 B2 ,yygwwgwwgrrrrrrggwggyggyroowyywyybbbroorooybbwbbwbbooo
128,R1 B2 ,yygwwgwwgrrrrrroooggyggyggwyybyybwwbroorooroowbbwbbybb
129,B2 ,yyywwwwwwrrorrorrogggggggggyyyyyywwwroorooroobbbbbbbbb
130,R1 L2 U1 R2 L0 D1 R0 B0 D0 L0 ,byrowyoyrwbgwrwgrgyrbggbogwbyowywggoybbboorgwyorobryrw
131,L2 U1 R2 L0 D1 R0 B0 D0 L0 ,byyowooyygwgbrrwwgyrrggyogrbybwybggwybbboorgwoorwbrorw
132,U1 R2 L0 D1 R0 B0 D0 L0 ,byywwogyygwgbrrwwgwrrrgyrgrbyboybogwwgroobbbyooowbgory
133,R2 L0 D1 R0 B0 D0 L0 ,yoyywybwgwrrbrrwwgwgrrgyrgrbyboybogwooooobbbygwgwbgory
134,L0 D1 R0 B0 D0 L0 ,yobywbbwwgwwrrbrrwwgorgwrggbyyoyyoggooooobbbyrwgybgrry
135,D1 R0 B0 D0 L0 ,yobgwbgwwgwwrrbrrwygoygwbggwyyryyrggboobooyborwoyborrb
136,R0 B0 D0 L0 ,yobgwbgwwgwwrrbrrbygoygwrrwyygyygwrrbooboobggrwoyboybo
137,B0 D0 L0 ,yoogwwgwwrrgrrwbbwyggyggrrryyyyyywrrbooboobggwwobbobbo
138,D0 L0 ,gwwgwwgwwrrrrrrbbwyggyggrrryyyyyybbbooooooyggbbwbbwooo
139,L0 ,gwwgwwgwwrrrrrrrrryggyggyggbyybyybyyooooooooobbwbbwbbw
140,D2 F1 L0 U1 F1 L2 R0 U1 F1 L1 ,ggrgwbwwrwogbrrgyyoobwgrrbwgyogygywoyrbyobbwwyooybobrr
141,F1 L0 U1 F1 L2 R0 U1 F1 L1 ,ggrgwbwwrwogbrrbwwoobwgrbrrowygygoygyrbyobgyyyooyborbw
142,L0 U1 F1 L2 R0 U1 F1 L1 ,ggrgwbwbbyogwrrowwbrrogrowbbbygygoygyrryowgywyooyborbw
143,U1 F1 L2 R0 U1 F1 L1 ,wgrowbobbyogwrrowwgrrggrwwbbbyoygoyggyyyorwwryooybgrbb
144,F1 L2 R0 U1 F1 L1 ,rbbgwbwoogrrwrrowwgyyggrwwbbbyoygoygyooyorwwryogybgrbb
145,L2 R0 U1 F1 L1 ,rbbgwbgwoyrrbrrbwwyrbygwggworroygoygyooyoowwwyogybgrbb
146,R0 U1 F1 L1 ,obbowbowoyrrbrrbwwbrbggwggwrrrgyggygwwwooyooyyogybyrby
147,U1 F1 L1 ,obbowwowwbbywrrwrrbrrggggggrrrgyygyywwwooyooyoogbbybby
148,F1 L1 ,bwwbwwooobrrwrrwrrwwwggggggrrrgyygyyoogooyooybbybbybby
149,L1 ,bwwbwwbwwrrrrrrrrrwggwggwgggyygyygyyooooooooobbybbybby
150,F2 U0 L1 D0 R0 B2 D1 F0 L0 R1 ,wwrbwrggygyborybbwyyrgggyrobwwgywbyggrooorrwowooobbrby
151,U0 L1 D0 R0 B2 D1 F0 L0 R1 ,wwrbwrwwboybrryobworygggryyygggywbyggrbooorwgwooobbrby
152,L1 D0 R0 B2 D1 F0 L0 R1 ,wbwwwwbrrwoorryobwoybgggryyygggywbygoryooorwggrbobbrby
153,D0 R0 B2 D1 F0 L0 R1 ,obwgwwrrrwoorryobwyybgggbyyyggbywbygyogrowoorgrbobwrbw
154,R0 B2 D1 F0 L0 R1 ,obwgwwrrrwoorrybyyyybgggoorbbyyyggwgyogrowrbwgrbobwobw
155,B2 D1 F0 L0 R1 ,obbgwgrrrbrwyroyyoyyygggoogbboyyogwgyogrowrbwrrbwbwwbw
156,D1 F0 L0 R1 ,gwggwgrrrbrryrryyyyyygggoogbboyyobbooogoowwbwwbwwbwbrr
157,F0 L0 R1 ,gwggwgrrrbrryrrbrryyygggyyyooobybbyboogoowoogwbwwbwwbw
158,L0 R1 ,gwggwggwgrrrrrrrrrygyygyygybybbybbybooooooooowbwwbwwbw
159,R1 ,wwgwwgwwgrrrrrrrrrggyggyggyyybyybyybooooooooowbbwbbwbb
160,U1 D1 B0 U1 F1 B0 R2 D1 L1 F2 ,ooywwyoorgrgyrbbboyywrggybwgyrwyrrwgbgboogybrowwobgwrb
161,D1 B0 U1 F1 B0 R2 D1 L1 F2 ,yyrowoowoyywyrbbbobgbrggybwgyrwyrrwgowwoogybrgrgobgwrb
162,B0 U1 F1 B0 R2 D1 L1 F2 ,yyrowoowoyywyrbwrbbgbrggbborrgyywgwrowwoogybwgrgobgybr
163,U1 F1 B0 R2 D1 L1 F2 ,wbbowoowoyyryrwwrgbgbrggbborrgyywooyrwwyogybwyogbbrrgg
164,F1 B0 R2 D1 L1 F2 ,boobwwwoobgbyrwwrgrwwrggbborrgyywooyyogyogybwyyrbbrrgg
165,B0 R2 D1 L1 F2 ,boobwwbywggbrrwrrgwgowgbrrbggwyywooyyooyooybwyyrbbrrgg
166,R2 D1 L1 F2 ,bwgbwwbywggyrrorrowgowgbrrbggwyywyyyoooooobbwrbygbygrr
167,D1 L1 F2 ,bwwbwwbyyorrorryggwggwggrrrgggyywyywoooooobbwbbybbyorr
168,L1 F2 ,bwwbwwbyyorrorrorrwggwggygggwwgyygyyoooooorrrbbybbybbw
169,F2 ,wwwwwwyyyorrorrorrgggggggggwwwyyyyyyoorooroorbbbbbbbbb
170,D1 R1 B0 D2 F1 R2 D2 L2 R0 F2 ,wrbywgooyoyyorowgrwbgbggrrrbbbrywgbgoogroyrwyogbwbyyww
171,R1 B0 D2 F1 R2 D2 L2 R0 F2 ,wrbywgooyoyyoroywwwbgbggwgrbwgbybbrgoogroyrrrogbwbyrwy
172,B0 D2 F1 R2 D2 L2 R0 F2 ,wrrywwoooyowyrwooywbbbggwgybwgbygbrroogroyrrrggbbbygwy
173,D2 F1 R2 D2 L2 R0 F2 ,wwyywwoooyoryrroobwbbbggwgybwgbygorrrogroywrrgbgwbgyyb
174,F1 R2 D2 L2 R0 F2 ,wwyywwoooyoryrrwrrwbbbggyybrrogybgwbrogroyoobgbgwbgwgy
175,R2 D2 L2 R0 F2 ,wwyywwyywoorrrrrrrbgbbgywbygybgybgwbroorooooogbgwbgwgy
176,D2 L2 R0 F2 ,wwbywbyybrrrrrrroobgwbgwwbggyygywgwwrooroooooybgybgbgy
177,L2 R0 F2 ,wwbywbyybrrrrrrooobgwbgwbgywwgwygyygrooroorooybgybgwbg
178,R0 F2 ,wwbwwbyybrrrrrroooggwggwggywwgyygyygoorooroorybbybbwbb
179,F2 ,wwwwwwyyyorrorrorrgggggggggwwwyyyyyyoorooroorbbbbbbbbb
180,U1 R2 D2 U2 B0 R0 L1 B0 U0 L2 ,yrrowyobryoborgwybgogwgggyowrggyboyorwyrobbrrwwbwbbwgy
181,R2 D2 U2 B0 R0 L1 B0 U0 L2 ,ryrrwbyoogogorgwybrwywgggyowrggyboyowwbrobbrryobwbbwgy
182,D2 U2 B0 R0 L1 B0 U0 L2 ,rygrwbyoobywgrogogrwwwgwgyywrrgyboyowwbrobbrroobgbbygy
183,U2 B0 R0 L1 B0 U0 L2 ,rygrwbyoobywgrobrrrwwwgwygyoyobygrrwwwbrobgogoobgbbgyy
184,B0 R0 L1 B0 U0 L2 ,ooybwrgyrwwbgrobrroobwgwygyoyobygrrwbywrobgogrwwgbbgyy
185,R0 L1 B0 U0 L2 ,borbwrgyrwwwgrrbrroobwgwygyoyobygbrgyywooboogggrybwybw
186,L1 B0 U0 L2 ,bobbwwgyybgwrrwrrwooowggyggoyybyybrgyywooboogrgrrbwrbw
187,B0 U0 L2 ,oobwwwyyybgwrrwrrwooobggbggwyywyyrrgwbgyooyoorggrbbrbb
188,U0 L2 ,wwwwwwyyybggrrrrrrooobggbggwyywyywyybbgoooooorrrbbgbbg
189,L2 ,ywwywwywwrrrrrrrrrbggbggbggwyywyywyyooooooooobbgbbgbbg
190,D0 B0 R2 D2 B2 L2 F1 U2 L2 D1 ,yrgwwwwowrryyryrbbgbgggowbyoybwywgywboorooogbrborbgrgy
191,B0 R2 D2 B2 L2 F1 U2 L2 D1 ,yrgwwwwowrryyrywbygbgggoogbgwoyyywwbbooroorgyrborbgrbb
192,R2 D2 B2 L2 F1 U2 L2 D1 ,yyywwwwowrrbyrwwbwgbgggoogbgwoyyybrrgoorooygyrrrbbbbgo
193,D2 B2 L2 F1 U2 L2 D1 ,yyowwyworwbwwrybrrgbbggbogrgwyyywbrwgoorooygybrrobbggo
194,B2 L2 F1 U2 L2 D1 ,yyowwyworwbwwryygygbbggbggowrbwyyywggooroobrrbrrobbogr
195,L2 F1 U2 L2 D1 ,gwywwyworwbbwrrygggbbggbggowrbwyyoyyyooyoowrrrgobborrb
196,F1 U2 L2 D1 ,wwywwyoorwbbwrryggbbbogbogogrbwyywyyrrwooyooyrggbbgrrg
197,U2 L2 D1 ,wwywwywwybbbrrrgggbbobggboowyywyywyyrrroooooorggbbgrrg
198,L2 D1 ,ywwywwywwrrrrrrgggrggbggboowyywyywyybbboooooobbobbgrrg
199,D1 ,wwwwwwwwwrrrrrrgggggggggoooyyyyyyyyyoooooobbbbbbbbbrrr
200,U1 B0 R0 D0 U0 R1 L0 F0 R1 U1 ,ywyrwgygrbwoyrggrgoryygrbbrwwwoybrbwgwgboobgoborybooyw
201,B0 R0 D0 U0 R1 L0 F0 R1 U1 ,ygrwwgyryoryyrggrggwgygrbbrwwwoybrbwborboobgobwoybooyw
202,R0 D0 U0 R1 L0 F0 R1 U1 ,yggwwgyryorwyrbgrrgwgygrbbrwwwoybbbbrorgooygooybybwwoo
203,D0 U0 R1 L0 F0 R1 U1 ,yggwwryrrgyorrrrbwgwwygbbbbwwwoyybbororgooygoyybgbwgoo
204,U0 R1 L0 F0 R1 U1 ,yggwwryrrgyorrrbbbgwwygbygobowbywoywrorgoogooyybgbwrbw
205,R1 L0 F0 R1 U1 ,ywyrwgrrgyybrrrbbbgyoygbygobowbywoywgwwgoogoororgbwrbw
206,L0 F0 R1 U1 ,ywrrwgrrrbrbyrbyrbgyyyggyggboobyboyogwwgoogooworwbwwbw
207,F0 R1 U1 ,wwrwwgrrrbrbyrbyrbyyyrggrgggooyybyyogggoowoowwoowbbwbb
208,R1 U1 ,wwrwwgwwgrrbrrbrrbrryggyggyyybyybyyogggoooooowoowbbwbb
209,U1 ,wwwwwwwwwbbbrrrrrrrrrggggggyyyyyyyyygggooooooooobbbbbb
210,B2 D1 L1 R2 F0 U1 R1 F1 D1 B1 ,rrgbwbogbyyyrrboobbyrogwgggwwwyyyywywwwroggrrrbbobgooo
211,D1 L1 R2 F0 U1 R1 F1 D1 B1 ,ywybwbogbyygrrroowbyrogwgggwwwyyygrrbwwbogyrrooogbobbr
212,L1 R2 F0 U1 R1 F1 D1 B1 ,ywybwbogbyygrrrbbrbyrogwoowwyrwyrwygbwwboggggooogboyrr
213,R2 F0 U1 R1 F1 D1 B1 ,bwyowbogbyygrrrbbrwyrwgwwowryroyroygwggwogbbgooogbbyry
214,F0 U1 R1 F1 D1 B1 ,bwrowroggrbbrrrgyywyywggwooryyoyboybwggwogbbgwoowbbrry
215,U1 R1 F1 D1 B1 ,bwrowrgggobbgrrgyywwwogyogygrroyboybwgrwoybbywoowbbrry
216,R1 F1 D1 B1 ,rrgwwgbogwwwgrrgyywgrogyogygrroyboybwoowoybbyobbwbbrry
217,F1 D1 B1 ,rrrwwwboowrywrywggwggoggogggrroyyoyywoowoybbybbbbbbrry
218,D1 B1 ,rrrwwwwwwrryrrygggggggggwoooyyoyyoyywoowoobbbbbbbbbrry
219,B1 ,rrrwwwwwwrryrryrrygggggggggyyyyyyooowoowoowoobbbbbbbbb
