,mvt,rbk_str
101,R1 B2 D1 U2 F2 R1 L2 U1 F1 ,ybggwbrwwroyrrogywwogygwggoooyyygbrbbwbborrbwrroybwogy
102,B2 D1 U2 F2 R1 L2 U1 F1 ,ybogwyrwryoworyrrgwogygbggwoogyywbrobwbborrbwbrogbwygy
103,D1 U2 F2 R1 L2 U1 F1 ,orbgwyrwryororbrrbwogygbggwoogyywobygwbyorwbwygywbgorb
104,U2 F2 R1 L2 U1 F1 ,orbgwyrwryororborbwogygbrrbgwyoyboyogwbyorggwygywbgwbw
105,F2 R1 L2 U1 F1 ,rwrywgbrogwborborbygyygbrrbgwyoyboyoyoryorggwwogwbgwbw
106,R1 L2 U1 F1 ,rwrywgywgwwbrrbrrbbrrbgyygyorboyboyoyooyoogggwogwbgwbw
107,L2 U1 F1 ,rwwywwywwbbbwrrwrrbrrbggyggorroyyoyyyooyoogggoogbbgbbw
108,U1 F1 ,owwowwowwbbbwrrwrrwrrggggggrrryyyyyygggooyooyooybbbbbb
109,F1 ,wwwwwwooowrrwrrwrrgggggggggrrryyyyyyooyooyooybbbbbbbbb
110,U0 D1 R0 L1 U2 B1 F0 L0 R0 D2 ,wgwrwowbwryrorroyogwgbggbwbygyoyrybyowooorrwrbybgbbgyg
111,D1 R0 L1 U2 B1 F0 L0 R0 D2 ,wrwbwgwowbyborroyoryrbggbwbygyoyrybygwgoorrwrowogbbgyg
112,R0 L1 U2 B1 F0 L0 R0 D2 ,wrwbwgwowbyborrgygryrbggoyoyrygybyoygwgoorbwbowogbbrwr
113,L1 U2 B1 F0 L0 R0 D2 ,wrrbwgwoogobyrygrbryybgboyyyrrgygyoogwgoorbwbwwogbbwwr
114,U2 B1 F0 L0 R0 D2 ,rrrbwgooogobyrygrbyyyggbyyyrrrbygooogrbwowgobwwwgbbwww
115,B1 F0 L0 R0 D2 ,ooogwbrrrgrbyrygrbwwwggbyyyrrrbygooogobwowgobyyygbbwww
116,F0 L0 R0 D2 ,gwggwbrrrgroyrogrowwwggbyyyrrrbygbybooboowoobybwybwygw
117,L0 R0 D2 ,gwggwbbwbrrorrorroygwygwybwgygbygbyboorooroorybwybwygw
118,R0 D2 ,wwgwwbwwbrrorrorroggwggwbbwyygyygyyboooooorrrybbybbygg
119,D2 ,wwwwwwwwwrrrrrroooggggggbbbyyyyyyyyyoooooorrrbbbbbbggg
120,U2 R1 L0 D0 U1 B2 D1 R0 U2 F2 ,obgwwgwwryrrgroyoogrgygyygbbwryybrywgooboobrowrygbwbbw
121,R1 L0 D0 U1 B2 D1 R0 U2 F2 ,rwwgwwgbogoogroyoowryygyygbbwryybrywyrrboobrogrggbwbbw
122,L0 D0 U1 B2 D1 R0 U2 F2 ,rwbgwggbgooooroggywrwygwygobwyyyyrybyrrboobrowrgbbwrbw
123,D0 U1 B2 D1 R0 U2 F2 ,wwbwwggbgooooroggyrrwggwggowwyyyyyybbbyroroorwrrbbyrbb
124,U1 B2 D1 R0 U2 F2 ,wwbwwggbgooooroggorrwggwooryywyywbyybbyrorrbbwrrbbyggy
125,B2 D1 R0 U2 F2 ,bggwwbwwgrrworoggobbyggwooryywyywbyywrrrorrbbooobbyggy
126,D1 R0 U2 F2 ,yybwwbwwgrrrorrggwbbyggwooryywyywggborroorwbbyggybbooo
127,R0 U2 F2 ,yybwwbwwgrrrorrooobbyggwggwwwbyygyygorroorooryggybbwbb
128,U2 F2 ,yyywwwwwwoororrorrbbbggggggwwwyyyyyyorrooroorgggbbbbbb
129,F2 ,wwwwwwyyyorrorrorrgggggggggwwwyyyyyyoorooroorbbbbbbbbb
130,R1 L0 B1 D0 F1 B2 U0 L0 F2 D0 ,yobgwrggbrgrrrrobywywogwbbgoywoyowrrowrbogbyyywgybwgbo
131,L0 B1 D0 F1 B2 U0 L0 F2 D0 ,yoggwyggyrrygrbrrowybogrbbboywoywwrgowrbogbyyrwgobwwbo
132,B1 D0 F1 B2 U0 L0 F2 D0 ,oogwwyggyrrygrbrroyybggrgbbwywoywbrgbboyowygrrwwobowbo
133,D0 F1 B2 U0 L0 F2 D0 ,yybwwyggyrrogrorrgyybggrgbbwywoywobybborowggrwoowbbrow
134,F1 B2 U0 L0 F2 D0 ,yybwwyggyrrogrogbbyybggrggroowbyyywwbborowrowwoowbbrrg
135,B2 U0 L0 F2 D0 ,yybwwyrggwrooroobbbrryggyggowwbyyywwbbyrogrogwoowbbrrg
136,U0 L0 F2 D0 ,wwywwyrggwrrorrobbbrryggyggowwbyybyybbyoogooggrrbbwoow
137,L0 F2 D0 ,rwwgwwgyygrrorrobbwrryggyggowwbyybyybrroogoogbbybbwoow
138,F2 D0 ,wwwwwwyyygrrorrobbrrrggggggwwwyyyyyyooboorggrbbbbbbooo
139,D0 ,wwwwwwwwwrrrrrrbbbggggggrrryyyyyyyyyoooooogggbbbbbbooo
140,F2 U2 R0 F2 B1 U0 D1 L2 U0 F2 ,owwrwwbyybrrorgyogwoowgggbbrrryyborrwyoyooybybbgwbgwgg
141,U2 R0 F2 B1 U0 D1 L2 U0 F2 ,owwrwwrrryrrorgoogbbgggwoowyybyyborrwyyyooybbbbgwbgwgg
142,R0 F2 B1 U0 D1 L2 U0 F2 ,rrrwwrwwowyyorgoogbbgggwoowyybyyborryrryooybbbbgwbgwgg
143,F2 B1 U0 D1 L2 U0 F2 ,rrgwwwwwwooworyggybbbggbooryywyyworbyrryooybbobgrbgrgg
144,B1 U0 D1 L2 U0 F2 ,rrgwwwwyyboworyrgyroobggbbbwwwyyworbyrgyooyboobgrbgrgg
145,U0 D1 L2 U0 F2 ,yyywwwwyybororrrggroobggbbbwwwyywyyworgroobbogggbbgorr
146,D1 L2 U0 F2 ,wwyywyywygggorrrggborbggbbbwwwyywyywrooroobboorgbbgorr
147,L2 U0 F2 ,wwyywyywygggorrorrborbggrggwwwwyywyyrooroobbborgbbgbbo
148,U0 F2 ,wwywwywwygggorrorroorggggggwwwyyyyyybbbooroororrbbbbbb
149,F2 ,wwwwwwyyyorrorrorrgggggggggwwwyyyyyyoorooroorbbbbbbbbb
150,F0 U2 R2 D0 U0 F0 R0 B0 D1 R2 ,bwgrworgyrbrbrybyoyybwgrggyywooyroywrggwobggowowobrbbw
151,U2 R2 D0 U0 F0 R0 B0 D1 R2 ,bwgrwoobgrbrgryyyogwyggyyrbbbroyroywrgywowggowowobrbbw
152,R2 D0 U0 F0 R0 B0 D1 R2 ,gboowrgwbrgygryyyowowggyyrbbbroyroywrbrwowggogwyobrbbw
153,D0 U0 F0 R0 B0 D1 R2 ,gbrowrgwwoyyyrgygrwobggoyrgbbooyroybrbrwowggobwyybrwbw
154,U0 F0 R0 B0 D1 R2 ,gbrowrgwwoyyyrgyrgwobggoggooobyybbrorbrwowwbwbwyybrygr
155,F0 R0 B0 D1 R2 ,gogwwbwrrbwyyrgyrgoyyggoggooobyybbrowobwowwbwrbrybrygr
156,R0 B0 D1 R2 ,gogwwbwwbwwyrrgrrgggoggyooyyybyybbrowoowoowbbrbrybrygr
157,B0 D1 R2 ,goowwywwyrrwrrwggyggbggboooyyyyyybrrwoowoowbbbbrbbrggr
158,D1 R2 ,wwywwywwyrrrrrrggbggbggboooyyyyyywwwoooooogbbgbbgbbrrr
159,R2 ,wwywwywwyrrrrrrrrrggbggbggbyywyywyywooooooooogbbgbbgbb
160,F1 B1 L1 D0 U0 F1 R0 U0 L1 R1 ,oryyworrbrwgwrgobrggwrgbrogbbwgyybwgyowwoyoyyobbobrygw
161,B1 L1 D0 U0 F1 R0 U0 L1 R1 ,oryyworwowwgbrgbbrwbgggogrrwyygyybwgyobworoyrobbobrygw
162,L1 D0 U0 F1 R0 U0 L1 R1 ,owyyworwowwobrrbbywbgggogrrwyygyyrggbobworgyrbrwbbgooy
163,D0 U0 F1 R0 U0 L1 R1 ,wwygwogwowwobrrbbywbgggorrryyygyywggbrrooybwgbrrbbyooo
164,U0 F1 R0 U0 L1 R1 ,wwygwogwowwobrrrrrwbgggobwgwgygyygyybrrooyooobrrbbybby
165,F1 R0 U0 L1 R1 ,ggwwwwooybrrbrrrrrwwoggobwgwgygyygyywbgooyooobrrbbybby
166,R0 U0 L1 R1 ,ggwwwwbbryrrgrrwrroogwgwwgbgyogyygyywbyoooooobrrbbybby
167,U0 L1 R1 ,gggwwwbbbwgyrrrrrrooowgywgygybgybgybwbyoooooorrrwbywby
168,L1 R1 ,bwgbwgbwgrrrrrrrrrwgywgywgygybgybgybooooooooowbywbywby
169,R1 ,wwgwwgwwgrrrrrrrrrggyggyggyyybyybyybooooooooowbbwbbwbb
170,D0 F0 L2 R1 F1 L2 B1 F1 L1 R0 ,brybwworgyoowrrryybgobggryggbyyyoggbrowrowwgwbywbbwroo
171,F0 L2 R1 F1 L2 B1 F1 L1 R0 ,brybwworgyoowrrrygbgobggwgwgyggybboyrowrowroobywbbwryy
172,L2 R1 F1 L2 B1 F1 L1 R0 ,brybwwowwooorrrgygwbbgggwgorwygybboyrogroyrogbywbbwryy
173,R1 F1 L2 B1 F1 L1 R0 ,rrygwwbwwooorrrgygybbwggwgobwybybooygoryorgorbywbbgryw
174,F1 L2 B1 F1 L1 R0 ,rrrgwbbwborgoryorgybywgwwgwbwbbygooogoryorgoryywbbgyyw
175,L2 B1 F1 L1 R0 ,rrrgwbooobrgwrybrgywwbggywwrrrbygooogobyowgobyywbbgyyw
176,B1 F1 L1 R0 ,rrrbwbooobrgwrybrgwwwgggwwwrrrgygooobogwoybogyyybbbyyy
177,F1 L1 R0 ,bwbbwbooobrrwrrbrrwwwgggwwwrrrgyggygoogooyoogybyybyyby
178,L1 R0 ,bwbbwbbwbrrrrrrrrrwgwwgwwgwgyggyggygoooooooooybyybyyby
179,R0 ,wwbwwbwwbrrrrrrrrrggwggwggwyygyygyygoooooooooybbybbybb
180,U0 B2 L0 U2 R1 L1 B2 D2 F0 L1 ,gbbwwowbrgwworyooygowgggbbbyyyyyywrryborowbrrrrogbwggo
181,B2 L0 U2 R1 L1 B2 D2 F0 L1 ,wwgbwbrobrrooryooygwwgggbbbyyyyyywrrgowrowbrrybogbwggo
182,L0 U2 R1 L1 B2 D2 F0 L1 ,rrwbwbrobrrborrooggwwgggbbbyyyyyygwwyowyoworroggwbgoby
183,U2 R1 L1 B2 D2 F0 L1 ,yrwgwbgobrrborroogrwwbggrbbgyygyybwwoyyroorwwoggwbyoby
184,R1 L1 B2 D2 F0 L1 ,bogbwgwryoyyorroogoggbggrbbgyygyybwwrrbroorwwrwwwbyoby
185,L1 B2 D2 F0 L1 ,boobwwwrryrgyroooooggbggrbygyggygbwbrrbroorwwwwwybyyby
186,B2 D2 F0 L1 ,ooobwwrrryrgyrooooggggggbbyyygyygwwbbowrowrrrwwwybbybb
187,D2 F0 L1 ,bwwbwwrrryrryrroobggggggbbyyygyygooooowoowgrrbbybbywww
188,F0 L1 ,bwwbwwrrryrryrrgrrggggggwwwooogyygyyoowoowoobbbybbybby
189,L1 ,bwwbwwbwwrrrrrrrrrwggwggwgggyygyygyyooooooooobbybbybby
190,U2 D2 R0 F1 B1 D2 L1 F1 R1 D0 ,gorywbyrrgobrryoryrwwoggwyyggggybwworbbwoyboowwyrbbbgo
191,D2 R0 F1 B1 D2 L1 F1 R1 D0 ,rrybwyrogrbbrryorywwyoggwyyggggybwwogobwoyboorwwrbbbgo
192,R0 F1 B1 D2 L1 F1 R1 D0 ,rrybwyrogrbbrryboowwyoggbgoowwbygggggobwoyoryrwwrbbwyy
193,F1 B1 D2 L1 F1 R1 D0 ,rrybwgroobrrorboybwwwoggbggowwbyrggrgobwoyorygwwybbyyy
194,B1 D2 L1 F1 R1 D0 ,rrybwgboowrrwrboybwggwggwobbyybyrggrgoowooorrgwwybbyyy
195,D2 L1 F1 R1 D0 ,owgbwgboowrrwrroyywggwggwobbyybyrbbrgoogoorrrwbywbygyy
196,L1 F1 R1 D0 ,owgbwgboowrrwrrrrrwggwgggyyrbbrybyybgoogoooyywbywbywob
197,F1 R1 D0 ,wwgwwggoowrrwrrrrrrggrggyyybbbyybyybooyooyggowbbwbbwoo
198,R1 D0 ,wwgwwgwwrbrrbrrbrrggyggyrryyyoyybyyboooooogggwbbwbbwoo
199,D0 ,wwwwwwwwwrrrrrrbbbggggggrrryyyyyyyyyoooooogggbbbbbbooo
200,R0 F1 D1 B0 U2 F1 D1 R2 F0 B1 ,gwoywgyygwwborborrrorbgwogywrgyyboobrrbwoowggybyybrwgb
201,F1 D1 B0 U2 F1 D1 R2 F0 B1 ,gwrywwyyyoowrrwrbbrogbgbogbwrwyyyooyrrbwoowgggbygbrogb
202,D1 B0 U2 F1 D1 R2 F0 B1 ,gwrywworrwowrrwwbbgbboggrbobogyyyooyrrywoywgygbygbrogb
203,B0 U2 F1 D1 R2 F0 B1 ,gwrywworrwowrrwogbgbboggwbbgyyoyobyorrywoyrbogbygbrwgy
204,U2 F1 D1 R2 F0 B1 ,wwbywworrwoorryogbgbboggwbbgyyoyorwrrrywoygbowgggbbyry
205,F1 D1 R2 F0 B1 ,rrowwybwwrryrryogbwggoggwbbgyyoyorwrwoowoygbogbbgbbyry
206,D1 R2 F0 B1 ,rrowwyrroyryyryggbggbggbwowoyooyorwrwowwowgbbgbbgbbyry
207,R2 F0 B1 ,rrowwyrroyryyryyryggbggbggbooryywoorwowwowwowgbbgbbgbb
208,F0 B1 ,rrrwwwrrryryyryyrygggggggggoooyyyooowowwowwowbbbbbbbbb
209,B1 ,rrrwwwwwwrryrryrrygggggggggyyyyyyooowoowoowoobbbbbbbbb
210,B2 F0 D0 L0 F2 R0 B0 L1 D0 F1 ,roowwbyoyrwbgrobbwowbrgwrgoyywoyrbgogrgboywggyywbbygrr
211,F0 D0 L0 F2 R0 B0 L1 D0 F1 ,ogbwwbyoyrwwgrbbbgowbrgwrgoyywoyroorwrgooybggrrgybbwyy
212,D0 L0 F2 R0 B0 L1 D0 F1 ,ogbwwbgygywworbybgrroggwowbbgroyroorwryooybgwrrgybbwyy
213,L0 F2 R0 B0 L1 D0 F1 ,ogbwwbgygywworbowbrroggwbgwooboygrrrwryooywyyrrgybbybg
214,F2 R0 B0 L1 D0 F1 ,ggbbwbgygywworbowborowgwggwrobgygbrrwowyoryyyrrryboybo
215,R0 B0 L1 D0 F1 ,ggbbwbborywwrrbwwbwggwgworogyggygbrrwooyooyyyrrryboybo
216,B0 L1 D0 F1 ,gggbwwboowrywrwbbwwggwggorrgyygyybrrwooyooyyyrrrbbobbo
217,L1 D0 F1 ,ywwbwwboowrrwrrbbbwggwggorrgyygyywyygoogoogyybbrbbroor
218,D0 F1 ,wwwwwwooowrrwrrbbbggggggwrrryyryyryyooyooygggbbbbbbooy
219,F1 ,wwwwwwooowrrwrrwrrgggggggggrrryyyyyyooyooyooybbbbbbbbb
220,R1 D2 B1 U0 F1 L1 D1 F0 R2 U2 ,wrbwwbobryrrwrwrwobogogbyybbbwoyowyyrgwyoyogoyggrbrggg
221,D2 B1 U0 F1 L1 D1 F0 R2 U2 ,wrgwwrobyrworrwywrbobogbyyrbbgoybwybrgwyoyogoyggobrwgg
