,mvt,rbk_str
100,D0 U2 R1 F1 L1 B2 R0 F1 D2 R1 ,gobgwyyyyoowwrrbbogggyggoorbbyrywwbbworrorogwrwrwbbyyg
101,U2 R1 F1 L1 B2 R0 F1 D2 R1 ,gobgwyyyyoowwrroorgggyggogwwrbbybbwyworroryygrwrwbbbbo
102,R1 F1 L1 B2 R0 F1 D2 R1 ,yyyywgbogworwrroorrwryggogwwrbbybbwyoowroryyggggwbbbbo
103,F1 L1 B2 R0 F1 D2 R1 ,yybywwbogrrrorowworwyyggoggwrrbygbwwoowroryygyggbbbbbo
104,L1 B2 R0 F1 D2 R1 ,yybywwrowrrrrrowwoyggwggryowrgbygbwwoogrooyybyggbbbbbo
105,B2 R0 F1 D2 R1 ,yybwwwrowrrrrrowwowggbggbyoorgbyggwwgobooyoryygrbbybby
106,R0 F1 D2 R1 ,wwgwwwrowrrorrowwgwggbggbyoorgbygbyyoobooyrryybbybbrgy
107,F1 D2 R1 ,wwgwwgroowrrwrrgoowggbggbyyorrbyybyyoobooyrrywbbwbbggy
108,D2 R1 ,wwgwwgwwgrrrrrroooggyggywbbbyybyybyyoooooorrrwbbwbbggy
109,R1 ,wwgwwgwwgrrrrrrrrrggyggyggyyybyybyybooooooooowbbwbbwbb
110,U2 F1 D0 B0 F1 R2 U0 B2 L1 R2 ,gyywwyyrryboorygbooggggwworbbwoyrbgworgwowryrbgwrbbboy
111,F1 D0 B0 F1 R2 U0 B2 L1 R2 ,rryywwyygorgorygbobgwggwworbbwoyrbgwybowowryroggrbbboy
112,D0 B0 F1 R2 U0 B2 L1 R2 ,rryywwoogwrgbrybbowwrggobgwowroyrbgwybgwoyryyoggrbbboy
113,B0 F1 R2 U0 B2 L1 R2 ,rryywwoogwrgbrybgwwwrggoryyboogywwrrybgwoyboyoggrbbbbo
114,F1 R2 U0 B2 L1 R2 ,gywywwoogwrrbrrbgwwwrggoryyboogywywbybgroyroybrobbgobg
115,R2 U0 B2 L1 R2 ,gywywwwbborrorrbgwroywgywgrgyygywywbybgrooroobrobbgobg
116,U0 B2 L1 R2 ,gyyywwwbbwgbrrorroroowgbwgbgywgywywbybgrooroorroybgybg
117,B2 L1 R2 ,wygbwybwyrrorrorrowgbwgbwgbgywgywywbrooroorooybgybgybg
118,L1 R2 ,bwybwybwyrrrrrrrrrwgbwgbwgbgywgywgywooooooooogbygbygby
119,R2 ,wwywwywwyrrrrrrrrrggbggbggbyywyywyywooooooooogbbgbbgbb
120,F1 L2 R2 D1 F1 B1 U2 L0 R1 B0 ,rrwowrgwoyyrorooogygbygyobgbrwgygybrywoyobbrwbwgbbgwwr
121,L2 R2 D1 F1 B1 U2 L0 R1 B0 ,rrwowryoowyrrrobogbygggbyyoobwgygybrywoyowbrgbwgbbgwwr
122,R2 D1 F1 B1 U2 L0 R1 B0 ,orwgwryoowyrrrobogrygggbgyorbwoygybrgrbwoyowybwybbgwwb
123,D1 F1 B1 U2 L0 R1 B0 ,orwgwgyorgoborrrywrywggbgybrbwoyrybogrbwoyowyowybbggwb
124,F1 B1 U2 L0 R1 B0 ,orwgwgyorgoborrgwbrywggbrywwrobybroygrbwoygybowybbgowy
125,B1 U2 L0 R1 B0 ,orwgwggogoobrrrwwbwbwygyrgrbybbybroygrrwoogyyowybbgowy
126,U2 L0 R1 B0 ,gwggwggogooorrrwwwwbwygyrgrbybbybbrbrrroooyyyygywbwobo
127,L0 R1 B0 ,goggwggwgrrrrrrwwwygyygyrgrbybbybbrbooooooyyywbwwbwobo
128,R1 B0 ,oogwwgwwgrrrrrrwwwggyggyggryybyybrrbyooyooyoowbbwbbobb
129,B0 ,ooowwwwwwrrwrrwrrwgggggggggyyyyyyrrryooyooyoobbbbbbbbb
130,D1 L2 B0 D2 R1 U0 F2 B1 R2 D2 ,rwggwgowgoorrryrbbgowggwbggorybyobyobyyrowwyywbyobbwrr
131,L2 B0 D2 R1 U0 F2 B1 R2 D2 ,rwggwgowgoorrrywrrgowggwrbbyooryyobbbyyrowbggwbyobbwyy
132,B0 D2 R1 U0 F2 B1 R2 D2 ,ywgrwgowgoorrrywrryowbgwybbroogyyobbggbworyybwbrobgwyg
133,D2 R1 U0 F2 B1 R2 D2 ,ryrrwgowgoobrrbwroyowbgwybbroogyygwyggbworyybwowybbggr
134,R1 U0 F2 B1 R2 D2 ,ryrrwgowgoobrrbyybyowbgwggrywgyygoorggbworwrowowybbybb
135,U0 F2 B1 R2 D2 ,ryyrwyowwbbboryoryyorbgggggywwyywoorggbworwrorowgbbgbb
136,F2 B1 R2 D2 ,orrwwywyyroworyorybbbbgggggywwyywooryorworwroggbgbbgbb
137,B1 R2 D2 ,orrwwywwyoowrryrrygggggbbbbyywyywooryoowoowrrggbgbbgbb
138,R2 D2 ,wwywwywwyooorrrrrrgggggbbbbyywyywyywoooooorrrbbbgbbggg
139,D2 ,wwwwwwwwwrrrrrroooggggggbbbyyyyyyyyyoooooorrrbbbbbbggg
140,U0 B0 D1 R0 L2 F1 U0 B1 L0 F2 ,wbowwowbryyygrwygwrogbgybbborroyobrbgggrowwwygyorbgoyr
141,B0 D1 R0 L2 F1 U0 B1 L0 F2 ,wwwbwbroogyogrwygwyyybgybbborroyobrbrogrowwwygggrbgoyr
142,D1 R0 L2 F1 U0 B1 L0 F2 ,owwbwbroogybgrrygbyyybgybbborroyorrwwogwowwwyorgybgrgg
143,R0 L2 F1 U0 B1 L0 F2 ,owwbwbroogybgrrrggyyybgyygbrowryroorwogwowbbborgybgwwy
144,L2 F1 U0 B1 L0 F2 ,owybwyrobrgggrygrbyywbgrygrrowryyooowogwowbbborgbbgwwy
145,F1 U0 B1 L0 F2 ,rwyrwyoobrgggrygrbyywggrggroowbyyroobbbwowgoworybbbwwy
146,U0 B1 L0 F2 ,rwyrwyrggwggoryorbwrryggyggbwwbyyroobbbwoogooorybbbwwy
147,B1 L0 F2 ,rrrgwwgyyoryoryorbwggyggyggbwwbyyroowrrwoogoobbbbbbwwy
148,L0 F2 ,gwwgwwgyyorrorrorrwggyggyggbwwbyybyyrrroooooobbybbwbbw
149,F2 ,wwwwwwyyyorrorrorrgggggggggwwwyyyyyyoorooroorbbbbbbbbb
150,D2 F2 L1 U1 R2 B1 L0 U1 F0 B2 ,rgbowooowrbrrryrogbggbgworbygwyyywyoywwrowobbywggbbyrg
151,F2 L1 U1 R2 B1 L0 U1 F0 B2 ,rgbowooowrbrrryobbbggbgwyrgoywyyywgyywwrowrogywggbborb
152,L1 U1 R2 B1 L0 U1 F0 B2 ,rgbowowyogbrwrywbbgrywgbggbwooyyywgyywororrorywggbborb
153,U1 R2 B1 L0 U1 F0 B2 ,ggbwwogyogbrwrywbbwryygbwgbboobyyggyorrwooyrrywwgboorr
154,R2 B1 L0 U1 F0 B2 ,boogwygwgwrywrywbborrygbwgbboobyyggyywwwooyrrgbrgboorr
155,B1 L0 U1 F0 B2 ,boogwygwybbwyrwyrworoyggwggboobyygggywwwooyrrbbrbborrr
156,L0 U1 F0 B2 ,ywygwygwybbbyroyrooroyggwggboobyywwwgwwgoogrrrorbbrbbr
157,U1 F0 B2 ,rwyrwyrwybbbyroyroyroggggggoooyyywwwgggrowrowrowbbbbbb
158,F0 B2 ,yyywwwrrryroyroyrogggggggggoooyyywwwrowrowrowbbbbbbbbb
159,B2 ,yyywwwwwwrrorrorrogggggggggyyyyyywwwroorooroobbbbbbbbb
160,U1 L2 R2 U2 D0 B2 R0 D0 U0 B2 ,yyoywwrwybogrrgbbbwrowgbwrrrgybyyyyogoboobgogwrrwbgwgo
161,L2 R2 U2 D0 B2 R0 D0 U0 B2 ,owyywwyyrwrorrgbbbgobwgbwrrrgybyyyyowrroobgogbogwbgwgo
162,R2 U2 D0 B2 R0 D0 U0 B2 ,rwybwwyyrwrorrgbbboobggbgrrogyyyyyyogogboorrwbowwbwwgg
163,U2 D0 B2 R0 D0 U0 B2 ,rwybwyyyobbbgrrorwoowggwgrbogyyywyyrgogboorrwrowbbwbgg
164,D0 B2 R0 D0 U0 B2 ,oyyywbywrgoggrrorwrowggwgrbogyyywyyrbbbboorrwoowbbwbgg
165,B2 R0 D0 U0 B2 ,oyyywbywrgoggrrgrbrowggwrrwyyoyygrwybbbboobggoowbbworw
166,R0 D0 U0 B2 ,ywrywbywrgobgrbgrbrowggwrrwyyoyygyyobbbroogggwrowbbwoo
167,D0 U0 B2 ,ywwywwywwgggrrobbbroogggrroyywyywyywbbbroogggrrobbbroo
168,U0 B2 ,ywwywwywwgggrrorrorooggggggyyyyyywwwbbbrooroorrobbbbbb
169,B2 ,yyywwwwwwrrorrorrogggggggggyyyyyywwwroorooroobbbbbbbbb
170,U0 R1 F1 U0 D1 R2 L0 D1 R0 U2 ,robywbywwryyorbyoooggogyyybgrrgywgbwwggrobwrrogbwbwbro
171,R1 F1 U0 D1 R2 L0 D1 R0 U2 ,yyrwwowbbogborbyooryyogyyybgrrgywgbwoggrobwrrwggwbwbro
172,F1 U0 D1 R2 L0 D1 R0 U2 ,yybwwwwbwbbogroooyryrogoyybgrygyygbboggrobwrrwggwbwrro
173,U0 D1 R2 L0 D1 R0 U2 ,yybwwwbgoyborrogoyrobygyroygbrgyygbbogwrobwrwwggwbwrro
174,D1 R2 L0 D1 R0 U2 ,bwygwyowbwggrrogoyyboygyroygbrgyygbbrobrobwrwogwwbwrro
175,R2 L0 D1 R0 U2 ,bwygwyowbwggrrorroyboygygoyrybbybgggrobrobroyogwwbwwrw
176,L0 D1 R0 U2 ,bwbgwbowgorrorrggwybwygwgooryybyyggbrobrobroyygwybworw
177,D1 R0 U2 ,wwbwwbwwgorrorrggwbbwggwoooyyyyyyggbrrroooybbyggybborr
178,R0 U2 ,wwbwwbwwgorrorrorrbbwggwggwyybyygyygrrrooooooyggybbybb
179,U2 ,wwwwwwwwwooorrrrrrbbbggggggyyyyyyyyyrrroooooogggbbbbbb
180,R0 L1 U1 B1 R2 F0 L1 B0 F1 L0 ,rbrwwboyborggrrgwggrywgrrgrwowyyboowboyyogwobyyywbgobb
181,L1 U1 B1 R2 F0 L1 B0 F1 L0 ,rbywwroyrggowrrgrggrwwgbrgwwooyywooyboyyogwobbyybbgrbb
182,U1 B1 R2 F0 L1 B0 F1 L0 ,gbywwrryrggowrrgrgwrwygbogwboogywyoyygbooobywbyobbwrbr
183,B1 R2 F0 L1 B0 F1 L0 ,yrrbwygwrwrwwrrgrgygbygbogwboogywyoybyoooobywggobbwrbr
184,R2 F0 L1 B0 F1 L0 ,bobbwygwrwrywrrgrrygbygbogwboogywgrwyyooooyywowrgbbgbr
185,F0 L1 B0 F1 L0 ,boobwwgwwrrgrrwyrwyggyggogobobgyygrryyooooyywwwrbbbbbr
186,L1 B0 F1 L0 ,boobwwwoogrgwrwwrwoyygggoggyrrgyygrryyboooyybwwrbbbbbr
187,B0 F1 L0 ,ooogwwooogrgwrwwrwyyyggggggrrrbyyrrrbobyoyyoywwwbbbbbb
188,F1 L0 ,gwwgwwooogrrwrrwrryyyggggggrrrbyybyyoobooyooybbwbbwbbw
189,L0 ,gwwgwwgwwrrrrrrrrryggyggyggbyybyybyyooooooooobbwbbwbbw
190,D0 F2 L1 D0 R0 B0 U2 D0 B0 R2 ,bygowgybbwwwrrgrgbgrowgyybwowgoyybgyryrroorbgobwrbwooy
191,F2 L1 D0 R0 B0 U2 D0 B0 R2 ,bygowgybbwwwrrgybwgrowgyrbgboogywyygryrrooooyobwrbwrgb
192,L1 D0 R0 B0 U2 D0 B0 R2 ,bygowgoobywworgrbwgbrygworgbbygywyygryyroroowobwrbwrgb
193,D0 R0 B0 U2 D0 B0 R2 ,gygywgoobywworgrbwbbrggwyrgbbywywwygyrwyoorrooborborgb
194,R0 B0 U2 D0 B0 R2 ,gygywgoobywworgyrgbbrggwrrowwbyybgwyyrwyoorgboborborbw
195,B0 U2 D0 B0 R2 ,gyrywwoooyoyrrwggwbbbggbrrywwryyrgwoyrwyoorgbbbogbogbw
196,U2 D0 B0 R2 ,ywwywwoooyoorrwgggbbbggbrrywwryyryyrrrwyooggbggbbbbwoo
197,D0 B0 R2 ,ooowwywwyrrwrrwgggggbggbrrywwryyryyryooyooggbbbbbbbwoo
198,B0 R2 ,ooowwywwyrrwrrwrryggbggbggbyywyywrrryooyoowoobbbbbbggg
199,R2 ,wwywwywwyrrrrrrrrrggbggbggbyywyywyywooooooooogbbgbbgbb
200,F2 D0 R2 B0 U2 L2 D2 F2 R2 B1 ,yyoywywwogowwrorgbrryggbgbgoryoyrrwyrrgwoybbwbbbgbgoow
201,D0 R2 B0 U2 L2 D2 F2 R2 B1 ,yyoywyyrowowyroggbgbgbggyrrowwoyrrwyrrrwowbbgbbbgbgoow
202,R2 B0 U2 L2 D2 F2 R2 B1 ,yyoywyyrowowyroyrrgbgbggbbgroowywyrwrrrwowoowbbbgbgggb
203,B0 U2 L2 D2 F2 R2 B1 ,yyoywwyrwrryorywowgbgbggbbbroowyyyrorrrwowoowgbbgbgggb
204,U2 L2 D2 F2 R2 B1 ,yywywwyrwrroorrwoygbgbggbbbroowyyrwoorryowyowggggbbbgb
205,L2 D2 F2 R2 B1 ,wrywwywyyorrorrwoygggbggbbbroowyyrworroyowyowgbggbbbgb
206,D2 F2 R2 B1 ,rrywwyryyorrorrwoybggbgggbbwoowyywwowoywoyorrgbbgbbbgg
207,F2 R2 B1 ,rrywwyryyorrorrorrbggbggbggowwyywoowwoywoywoygbbgbbgbb
208,R2 B1 ,rrywwywwoyrryrryrrggbggbggbyyryywoowwoowoowoogbbgbbgbb
209,B1 ,rrrwwwwwwrryrryrrygggggggggyyyyyyooowoowoowoobbbbbbbbb
210,B2 U1 R2 B0 U2 L1 D1 R1 L0 D2 ,rrywwgoygrygwrbbowwbygggboyyboyywwggwbgooobrrowbrbyrro
211,U1 R2 B0 U2 L1 D1 R1 L0 D2 ,ggwwwgoygrybwrobowwbygggboyyboyywyrrwbgboogrrorrybrbwo
212,R2 B0 U2 L1 D1 R1 L0 D2 ,wgggwygwowbywrobowwbggggboyyboyywyrrorrboogrrrybybrbwo
213,B0 U2 L1 D1 R1 L0 D2 ,wgogwwgwrwoborwybwwbbggyborybgyyyyroorrboogrryybgbrgwo
214,U2 L1 D1 R1 L0 D2 ,bwwgwwgwrwooorrybywbbggyborybgyyyobgorrgoowrrggywbyorb
215,L1 D1 R1 L0 D2 ,rwgwwgwwborrorrybyggyggyborybgyyyobgwoogoowrrwbbwbyorb
216,D1 R1 L0 D2 ,gwggwgbwborrorrybyygyygyoorbbgyyybbgooroorwgwwbwwbworr
217,R1 L0 D2 ,gwggwgbwborrorrorrygyygyybygygbybbyboorooroorwbwwbwwgw
218,L0 D2 ,gwwgwwbwwrrrrrroooyggyggybbgyybyybyyoorooroorbbwbbwggw
219,D2 ,wwwwwwwwwrrrrrroooggggggbbbyyyyyyyyyoooooorrrbbbbbbggg
220,U0 L0 D2 U0 R2 F0 L0 R0 B1 L2 ,grygwbogwrobrrywwbywgbgyggroobyybgoorrbboyoowrwygbrwwy
221,L0 D2 U0 R2 F0 L0 R0 B1 L2 ,ogggwrwbyrwyrrywwbrobbgyggroobyybgooywgboyoowrrbgbrwwy
