,mvt,rbk_str
18,U2 R1 ,gwwgwwgwwooorrrrrrwbbggyggyyybyybyybrrrooooooggywbbwbb
19,R1 ,wwgwwgwwgrrrrrrrrrggyggyggyyybyybyybooooooooowbbwbbwbb
20,R1 F0 U1 R0 D0 L2 R1 B1 D1 R0 ,oyowwgwrgrrygrywbogwyrgyrbgwwryyorwbbgooobyobgbwrbgyob
21,F0 U1 R0 D0 L2 R1 B1 D1 R0 ,oyywwrwrgyyorrbrgwgworggrbgwwyyyyrwgbgooobyobbbwobgrob
22,U1 R0 D0 L2 R1 B1 D1 R0 ,oyywwrbbowyorrbggwrrgbgwggorryyyyrwgbgwoowyoybbwobgrob
23,R0 D0 L2 R1 B1 D1 R0 ,yroywbowbrrgrrbggwbgwbgwggorryyyyrwgbbwoowyoywyoobgrob
24,D0 L2 R1 B1 D1 R0 ,yrwywwowogrrgrrwbgbgybgygggrrryyorwwbbwoowyoybyobbgoob
25,L2 R1 B1 D1 R0 ,yrwywwowogrrgrrgggbgybgyyoyryrwyrworbbwoowoobbyobbgwbg
26,R1 B1 D1 R0 ,rrwwwwwwogrrgrrgggggyggyooyyyryyroorboowoowbbbyybbbwbb
27,B1 D1 R0 ,rrwwwbwwbrrgrrggggggwggwoooyyyyyyooyboowoowbbryyrbbrbb
28,D1 R0 ,wwbwwbwwbrrrrrrggwggwggwoooyyyyyygggooooooybbybbybbrrr
29,R0 ,wwbwwbwwbrrrrrrrrrggwggwggwyygyygyygoooooooooybbybbybb
30,F1 D2 L0 R1 B1 D1 U2 R2 D1 F1 ,ywbgwbwrrbrowroborbyybgbyyyooorygwywgyrgooowgwgrwbrgbg
31,D2 L0 R1 B1 D1 U2 R2 D1 F1 ,ywbgwbbwboroorooorybyygybbyrogrygwywgyrgorowwwgrwbrgbg
32,L0 R1 B1 D1 U2 R2 D1 F1 ,ywbgwbbwborooroowwybyygygbgwywgyrgorgyrgoroorwgrwbrbby
33,R1 B1 D1 U2 R2 D1 F1 ,ywbrwbrwborooroowwybyggybbgyywyyrgoroggooyrrrwggwbgbbw
34,B1 D1 U2 R2 D1 F1 ,ywbrwwrwwoowrrwoooybbggbbbbyyyyyygogoggooyrrrrggrbgwbw
35,D1 U2 R2 D1 F1 ,roorwwrwwooyrrwoobybbggbbbbyyyyyyowwgggooygrrggwgbbrrw
36,U2 R2 D1 F1 ,roorwwrwwooyrrwrrwybbggboobyywyywyyogggooybbbggwgbbgrr
37,R2 D1 F1 ,wwrwwroorgggrrwrrwggwggboobyywyywyyoooyooybbbybbgbbgrr
38,D1 F1 ,wwwwwwooowrrwrrgggggggggooyyyryyryyrooyooybbbbbbbbbwrr
39,F1 ,wwwwwwooowrrwrrwrrgggggggggrrryyyyyyooyooyooybbbbbbbbb
40,F1 D1 B2 R1 U1 L1 F0 D0 U0 B1 ,gywrwrwbybyrwrgrgorrowggwoggbybyoybwyggroobwobooybwbyr
41,D1 B2 R1 U1 L1 F0 D0 U0 B1 ,gywrwrbwryyrbrgggooggrgorwwgoobyoybwygyrobbwwbooybwbyr
42,B2 R1 U1 L1 F0 D0 U0 B1 ,gywrwrbwryyrbrgbyroggrgoggooowoybgbyygyrobrwwbooybwbww
43,R1 U1 L1 F0 D0 U0 B1 ,ybgrwrbwryyrbrrbyyoggrgoggooowoybwygrgygobrwwwwbwbyoob
44,U1 L1 F0 D0 U0 B1 ,yborwwbwwrryyryybboggrgrggroogoyowyorgygobrwwgwbbbywob
45,L1 F0 D0 U0 B1 ,owwbwwyrboggyryybbrgyrgrggroogoyowyogwbgobrwwrrybbywob
46,F0 D0 U0 B1 ,rwwrwwgrboggyryybbogyogrwgrbogyyoyyobbwwowggrrrybbbwoo
47,D0 U0 B1 ,rwwrwwrwwgggrrybbbwoogggrryyyoyyoyyobbbwoogggrrybbbwoo
48,U0 B1 ,rwwrwwrwwgggrryrrywooggggggyyyyyyooobbbwoowoorrybbbbbb
49,B1 ,rrrwwwwwwrryrryrrygggggggggyyyyyyooowoowoowoobbbbbbbbb
50,F1 D0 R2 B0 D0 L1 F1 U0 D1 L2 ,gbygwyybbrrrorygbwrwwggbyrrowwyyrbrbooboowygggywobwogo
51,D0 R2 B0 D0 L1 F1 U0 D1 L2 ,gbygwyrogwrrwryobwwbrwgrrgybwgyyrbrbooboobygygywobwogo
52,R2 B0 D0 L1 F1 U0 D1 L2 ,gbygwyrogwrrwryrgywbrwgrygybybrywbrgooboobogogywobwobw
53,B0 D0 L1 F1 U0 D1 L2 ,gbbgwwrogygryrwrrwwbowgoyggbyyryybrgooboobogoyywrbwrbw
54,D0 L1 F1 U0 D1 L2 ,rwwgwwrogyggyrrrrbwbowgoyggbyyryyooobobbobggorrybbywww
55,L1 F1 U0 D1 L2 ,rwwgwwrogyggyrryggwbowgoggoorboyyoyybobbobwwwrrybbyrrb
56,F1 U0 D1 L2 ,wwwwwwgogyggyrryggoboogoogobrbyyyyyybbwoowbbwrrrbbgrrr
57,U0 D1 L2 ,wwwwwwyyybggrrrbggooobggooowwwyyyyyybbgooobbgrrrbbgrrr
58,D1 L2 ,ywwywwywwrrrrrrbggbggbggooowwwyyyyyyoooooobbgbbgbbgrrr
59,L2 ,ywwywwywwrrrrrrrrrbggbggbggwyywyywyyooooooooobbgbbgbbg
60,R2 B2 D2 U1 R0 L1 B2 U1 L1 B0 ,rywwwwyybrooorbbbboowwggyyogbwgyrybygrgrogbrrggwobyowr
61,B2 D2 U1 R0 L1 B2 U1 L1 B0 ,rywwwryyybbbbrooorooowgoyyggbwgywybbgrgrogbrrogwgbywwr
62,D2 U1 R0 L1 B2 U1 L1 B0 ,bbywwryyybbbbrroogooowgoyyggbwgywwyrrrgoogbrrrwwybgwgo
63,U1 R0 L1 B2 U1 L1 B0 ,bbywwryyybbbbrrbrrooowgowgorywwygwbgrrgoogoogrwwybgyyg
64,R0 L1 B2 U1 L1 B0 ,yrybwybwyooobrrbrrrrgwgowgorywwygwbgrwwoogoogbbbybgyyg
65,L1 B2 U1 L1 B0 ,yrgbwobwobborrorrorrwwggwggryywyywbbrwwoogoogybbybgyyg
66,B2 U1 L1 B0 ,rrgwwowwobborrorrorrwwggwgggyygyybbbwggwoorooybbybbyyy
67,U1 L1 B0 ,bbbwwowwobbrrrwrrwrrwwggwgggyygyygrroggooooooyyybbybby
68,L1 B0 ,boobwwbwwrrwrrwrrwoggwggwgggyygyygrryyyoooooobbrbbybby
69,B0 ,ooowwwwwwrrwrrwrrwgggggggggyyyyyyrrryooyooyoobbbbbbbbb
70,B2 U2 F2 D1 R2 L0 U0 B1 D1 U1 ,wwwywgywwoogbrbbogobbrgyrgybwooyyooybggroygbyrrrrbgrww
71,U2 F2 D1 R2 L0 U0 B1 D1 U1 ,yooywgywwoogbrrbobobbrgyrgybwooyywwwgggboygbywwrgbrrrr
72,F2 D1 R2 L0 U0 B1 D1 U1 ,wwygwyooygggbrrbobwwrrgyrgybwooyywwwoogboygbyobbgbrrrr
73,D1 R2 L0 U0 B1 D1 U1 ,wwygwyowbyggyrrgobygrygrrwwyoooyywwwoobbobgbgobbgbrrrr
74,R2 L0 U0 B1 D1 U1 ,wwygwyowbyggyrrrrrygrygrgoboywoywyowoobbobrwwobbgbrgbg
75,L0 U0 B1 D1 U1 ,wwwgwwowwrrrrryggyyggygggoooyyoyyyoboobbobrwwbbbrbrrbg
76,U0 B1 D1 U1 ,gwwrwwbwwrrrrryggywgggggoooyyyyyygobrbowoowbbbbyrborbo
77,B1 D1 U1 ,brgwwwwwwbbyrryggyrrrgggoooyyyyyygobwggwoowbbrborborbo
78,D1 U1 ,wwwwwwwwwbbbrrrgggrrrgggoooyyyyyyyyygggooobbbooobbbrrr
79,U1 ,wwwwwwwwwbbbrrrrrrrrrggggggyyyyyyyyygggooooooooobbbbbb
80,L0 R2 B1 D1 U2 F1 B1 R2 D1 L1 ,gyrowrbrrbbbwrwgogogyogrbbywyrwybowwwgygoyyoowrrgbyobg
81,R2 B1 D1 U2 F1 B1 R2 D1 L1 ,gyrywrrrrbbbwrwgogggyogrbbyoyroybbwwygwoogoyywrogbwobw
82,B1 D1 U2 F1 B1 R2 D1 L1 ,gyrywbrrwgogwrwbbbggooggbbwoyroyrbwrygwoogoyyyrorbwybw
83,D1 U2 F1 B1 R2 D1 L1 ,ooyywbrrwgogwrybbrggooggbbwoyroyrbwgbgwwogryyowwrbbyry
84,U2 F1 B1 R2 D1 L1 ,ooyywbrrwgogwryyryggooggbbrrrgyywoobbgwwogbbwowwrbbryy
85,F1 B1 R2 D1 L1 ,wrrbwyyoobgwwryyryowwoggbbrrrgyywoobgogwogbbwggorbbryy
86,B1 R2 D1 L1 ,wrrbwybwyggwrryrrywgrwgboobggwyywoobgoowoobbyggorbbryy
87,R2 D1 L1 ,bwgbwybwyggwrrrrrrwgrwgboobggwyywyywoooooobbyobygbygrr
88,D1 L1 ,bwwbwwbwwrrrrrrwggwggwggooogggyyyyyyoooooobbybbybbyrrr
89,L1 ,bwwbwwbwwrrrrrrrrrwggwggwgggyygyygyyooooooooobbybbybby
90,F0 D0 U1 L1 D0 B2 U2 D1 F1 L1 ,wbywwyrwgorgoroobrbgwogwowwyrbryybggrbyoobwgborgybgyyr
91,D0 U1 L1 D0 B2 U2 D1 F1 L1 ,wbywwybbyrrgwrogbroobwggwwwoooryybggrbyoorwgborgybgyyr
92,U1 L1 D0 B2 U2 D1 F1 L1 ,wbywwybbyrrgwrowwwoobwggwgbbrogyogyorbyooryyrorgybggbr
93,L1 D0 B2 U2 D1 F1 L1 ,yyybwbwwboobwrowwwrbywggwgbbrogyogyoorgooryyrrrgybggbr
94,D0 B2 U2 D1 F1 L1 ,ryywwbwwboobwrowwwbbygggggbrrogyogyogrrroyooyrrwybbgby
95,B2 U2 D1 F1 L1 ,ryywwbwwboobwroggbbbygggooyggryyrooogrrroygbyrrwybbwww
96,U2 D1 F1 L1 ,ooowwbwwboogwrrgggbbygggooyggryyryyrbrrooybbywwwbbywrr
97,D1 F1 L1 ,bwwbwwooobrrwrrgggwwwgggooyggryyryyroogooybbybbybbywrr
98,F1 L1 ,bwwbwwooobrrwrrwrrwwwggggggrrrgyygyyoogooyooybbybbybby
99,L1 ,bwwbwwbwwrrrrrrrrrwggwggwgggyygyygyyooooooooobbybbybby
100,B0 U2 D0 B1 U1 F0 R0 B0 U2 D0 ,bwoowobbogwgyrgoooyyybgryrbggyoyygrwrbryowrgrwrwwbgbbw
101,U2 D0 B1 U1 F0 R0 B0 U2 D0 ,ggoowobbogwwyrroogyyybgryrbggyoyyryrobrwowbgrbwwbbrwgw
102,D0 B1 U1 F0 R0 B0 U2 D0 ,obbowooggobryrroogbwwbgryrbggyoyyryrgwwwowbgryyybbrwgw
103,B1 U1 F0 R0 B0 U2 D0 ,obbowooggobryrryrbbwwbgrbgrrogyygryygwwwowwgwyyybbroog
104,U1 F0 R0 B0 U2 D0 ,wwgowooggoboyrbyrbbwwbgrbgrrogyygbrrrwwyowygwyrgyboybo
105,F0 R0 B0 U2 D0 ,gogwwgwoobwwyrbyrbrwwbgrbgrrogyygbrryrgyowygwoboyboybo
106,R0 B0 U2 D0 ,gogwwgwwgwwworborbbbrggwrrwyybyygbrryrryooyggoboyboybo
107,B0 U2 D0 ,gorwwwwwwoowrrwbbwbbbgggrrryyyyyybroyrryooygggbogbogbo
108,U2 D0 ,wwwwwwwwwooorrrbbbbbbgggrrryyyyyyyyyrrroooggggggbbbooo
109,D0 ,wwwwwwwwwrrrrrrbbbggggggrrryyyyyyyyyoooooogggbbbbbbooo
110,B1 F0 U2 R2 D2 L1 U2 F2 B1 L1 ,oowgwbbyrywrorwoobobgggywwyrrgyybyoowryroybrgbwggbbwgr
111,F0 U2 R2 D2 L1 U2 F2 B1 L1 ,brwgwbbyrywoorooowobgggywwyrrgyybbwryryooyorggbrwbgbgw
112,U2 R2 D2 L1 U2 F2 B1 L1 ,brwgwbgyybwoyrorowwgowgbyygooyyybbwryrroororggbrwbgbgw
113,R2 D2 L1 U2 F2 B1 L1 ,yygbwgwrbyrryrorowgbrwgbyygooyyybbwrbwooororgwgowbgbgw
114,D2 L1 U2 F2 B1 L1 ,yyybwbwrrwororyrrygbbwgwyywoogyygbwbbwooororgggobbgrgw
115,L1 U2 F2 B1 L1 ,yyybwbwrrwororyorggbbwgwrgwbwbgyygoobwooorrryggobbgyyw
116,U2 F2 B1 L1 ,gyywwbrrrwororyorgbbbggwggwwwbgyyooooryworborggwbbbyyy
117,F2 B1 L1 ,rrrbwwyygoryoryorgggwggwggwwwbgyyoooworworborbbbbbbyyy
118,B1 L1 ,rrrbwwbwwrryrryrrgwggwggwgggyygyyooowoowooboobbbbbbyyy
119,L1 ,bwwbwwbwwrrrrrrrrrwggwggwgggyygyygyyooooooooobbybbybby
120,F0 B1 D0 L2 U2 D1 R0 F1 L0 D1 ,rgyywgoroyorrrbgwbwwbbggwworoybygwywbrgbowboggyyrbyroo
121,B1 D0 L2 U2 D1 R0 F1 L0 D1 ,rgyywggwgoorrrbowbwbwwgwogbgrybygwywbrrbooboygyyrbyroo
122,D0 L2 U2 D1 R0 F1 L0 D1 ,bbbywggwgoorrrgowywbwwgwogbgrybygbbrwrryoowoyyyoybogrr
123,L2 U2 D1 R0 F1 L0 D1 ,bbbywggwgoorrrgogbwbwwgwwoybbgbyrrgywrryoogrryyoyboowy
124,U2 D1 R0 F1 L0 D1 ,bbbbwgrwgoorrrgogbybwogwooybbgyyrggyrrgooyrrwyywybwoww
125,D1 R0 F1 L0 D1 ,gwrgwbbbbrrgrrgogbyywogwooybbgyyrggyoorooyrrwybwybwoww
126,R0 F1 L0 D1 ,gwrgwbbbbrrgrrgowwyywogwogbgrybygbygoorooyooyybwybwrrw
127,F1 L0 D1 ,gwwgwwbbborrwrrwggyyyoggogggrrbyybyyoorooyooybbwbbwrrw
128,L0 D1 ,gwwgwwowwrrrrrrgggyggyggyooryybyybyyoobooboobbbwbbwrrw
129,D1 ,wwwwwwwwwrrrrrrgggggggggoooyyyyyyyyyoooooobbbbbbbbbrrr
130,R2 D2 L0 B1 D2 U1 B1 F0 D2 B0 ,ryogwogwwrwworrobgrrgyggbbgrowyywyyobwygooorwbgybbrybb
131,D2 L0 B1 D2 U1 B1 F0 D2 B0 ,rywgwwgwogborrowwrrryygbbbbrooyyoyywbwygooorwggygbrgbb
132,L0 B1 D2 U1 B1 F0 D2 B0 ,rywgwwgwogborroorwrryygbgbbwyyoyyoorbwygoowwrggygbrbbb
133,B1 D2 U1 B1 F0 D2 B0 ,bywrwwywogborroorwrryggbgbbryyyyygorwgbwowroyggogbobbw
134,D2 U1 B1 F0 D2 B0 ,rwwrwwywogbbrryorwrryggbgbbryyyyywooggboowroyoowgbbggb
135,U1 B1 F0 D2 B0 ,rwwrwwywogbbrryroyrryggbggboowyyyyyrggbooworwoowgbbgbb
136,B1 F0 D2 B0 ,wwowwwrryrryrryroyggbggbggboowyyyyyroowooworwgbbgbbgbb
137,F0 D2 B0 ,ooowwwrryrrwrrwrooggbggbggboowyyyyyyyowyowrrwbbbbbbggg
138,D2 B0 ,ooowwwwwwrrwrrwyooggggggbbbrrryyyyyyyooyoorrwbbbbbbggg
139,B0 ,ooowwwwwwrrwrrwrrwgggggggggyyyyyyrrryooyooyoobbbbbbbbb
140,B1 U0 R2 L0 B1 U1 D2 L1 R1 D0 ,ybwrwgbwwbrgyrggbgyorbgrwowoyooywygobwrgorrbbryoyboywg
141,U0 R2 L0 B1 U1 D2 L1 R1 D0 ,rgbrwgbwwbryyrbgbwyorbgrwowoyooywgggywrgorobboogybwryy
142,R2 L0 B1 U1 D2 L1 R1 D0 ,brrwwgwgboogyrbgbwbrybgrwowoyooywgggyorgorobbywrybwryy
143,L0 B1 U1 D2 L1 R1 D0 ,browwwwggwbgbrygoobrrbgywoyoyroygggbyorgorobbwwrrbwyyy
144,B1 U1 D2 L1 R1 D0 ,yrowwwrggwbgbrygoobrrwgywoybyrbygwgbogyboobrrwwgrboyyo
145,U1 D2 L1 R1 D0 ,bbowwwrggwbybrrgoobrrwgywoybyrbygoygwgygoobrrgoowbywry
146,D2 L1 R1 D0 ,owgbwgbwrbrrbrrgoowgywgywoybyrbygoyggoogoobrrwbywbywry
147,L1 R1 D0 ,owgbwgbwrbrrbrrbrrwgywgywrygyogybrybgoogoogoowbywbywoy
148,R1 D0 ,wwgwwgwwrbrrbrrbrrggyggyrryyyoyybyyboooooogggwbbwbbwoo
149,D0 ,wwwwwwwwwrrrrrrbbbggggggrrryyyyyyyyyoooooogggbbbbbbooo
150,B1 L0 D1 F1 B2 U0 L0 D1 R2 L2 ,oogowwbbybgwbryobryyoygoyowggbgyrrbbgwrworwrroyygbrwwg
151,L0 D1 F1 B2 U0 L0 D1 R2 L2 ,wwgowwbbybgobroobgyyoygoyowggbgyrrywrwrborbrryrgybwogw
152,D1 F1 B2 U0 L0 D1 R2 L2 ,wwgwwwgbybgobroobgwyoogobowygbyyryywbbrrowrrryrrybgogg
153,F1 B2 U0 L0 D1 R2 L2 ,wwgwwwgbybgobrooggwyoogoobgbrwgyyyyybbrrowbowyrrybgrrr
154,B2 U0 L0 D1 R2 L2 ,wwgwwwbbowgorrobggoogygbwoorwwgyyyyybbyrobbogyrrybgrrr
155,U0 L0 D1 R2 L2 ,yyywwwbbowgbrrrbgboogygbwoorwwgyygwwgbyooboogrrrgbyrry
156,L0 D1 R2 L2 ,bwybwyowyrrrrrrbgbwgbygbwoorwwgyygwwoogoobooggbygbyrry
157,D1 R2 L2 ,ywyywyywyrrrrrrbgbbgbbgbooowwwyyywwwoooooogbggbggbgrrr
158,R2 L2 ,ywyywyywyrrrrrrrrrbgbbgbbgbwywwywwywooooooooogbggbggbg
159,L2 ,ywwywwywwrrrrrrrrrbggbggbggwyywyywyyooooooooobbgbbgbbg
160,D1 R2 F1 L0 B0 U2 L2 D0 U2 B0 ,gogbwrrrgybyorwwgbbworgboyrbobwyrryyoyyooywbwrgwgbwogg
161,R2 F1 L0 B0 U2 L2 D0 U2 B0 ,gogbwrrrgybyorwoggbworgbwgbbryoyybwroyyooyoyrrgwgbwwbw
162,F1 L0 B0 U2 L2 D0 U2 B0 ,goybwyrrrggowroybybwwrggwgrbrgoyrbwgoyyooyoyrbgwbbwobw
163,L0 B0 U2 L2 D0 U2 B0 ,goybwygwyggorrobbywgrwggbrwyyroyrbwgoyrooroyrbgwbbwobw
164,B0 U2 L2 D0 U2 B0 ,woywwywwyggorrobbyggrbgggrwwyrwyrbwgoooyoyrrrbgbbbooby
165,U2 L2 D0 U2 B0 ,ooywwywwygggrrwbbbggrbgggrwwyrwyroyryooooywrrobbbbgyob
166,L2 D0 U2 B0 ,ywwywwyooyoorrwbbbobbbgggrwwyrwyroyrgggooywrrggrbbgyob
167,D0 U2 B0 ,wwwwwwoooyoorrwbbbbbbgggrrwyyryyryyrrrwyooggggggbbbyoo
168,U2 B0 ,wwwwwwoooyoorrwrrwbbbggggggyyyyyyrrrrrwyooyoogggbbbbbb
169,B0 ,ooowwwwwwrrwrrwrrwgggggggggyyyyyyrrryooyooyoobbbbbbbbb
170,D0 L1 U1 B0 L0 U0 B2 F1 L0 B2 ,wgybwbyobwwbwrwgwbgyogggwroryyryowbygyrooorggryorbborb
171,L1 U1 B0 L0 U0 B2 F1 L0 B2 ,wgybwbyobwwbwrwwrogyogggrggwrrbyyyoygyroooorbryorbbgwb
172,U1 B0 L0 U0 B2 F1 L0 B2 ,ggygwbrobwwbwrwwrowyobggyggbrrbyyooyrobyorgooryyrbbgww
173,B0 L0 U0 B2 F1 L0 B2 ,ybbgwoggrwyowrwwrorobbggyggbrrbyyooyryyyorgoowwbrbbgww
174,L0 U0 B2 F1 L0 B2 ,owogwoggrwyywrowrorobbggyggbrrbyyrygbyyboryoogrwwbwwbb
175,U0 B2 F1 L0 B2 ,bwowwowgrwyywrowrooobggggggrrrbyyyygybbooyorygrrwbbwbb
176,B2 F1 L0 B2 ,wwbgwwroogrrwrowrowyyggggggrrrbyyyygoobooyoryybbwbbwbb
177,F1 L0 B2 ,gyygwwroogrowrowrowyyggggggrrrbyybwwoobooyrrybbwbbwbby
178,L0 B2 ,gyygwwgwwrrorrorroyggyggwggbyybyybwwoooooorrrbbwbbwbby
179,B2 ,yyywwwwwwrrorrorrogggggggggyyyyyywwwroorooroobbbbbbbbb
180,F1 U2 L2 F2 R0 L0 D1 B2 U0 D0 ,byobwbbbrbrbyrrorrwwyogowwyrrggygoygroogowgogygwybwybw
181,U2 L2 F2 R0 L0 D1 B2 U0 D0 ,byobwbbyogrbrrrrrryoywgwwowowggygoygrorgobgobygwybwybw
182,L2 F2 R0 L0 D1 B2 U0 D0 ,oybbwboybrorrrrrrrygwwgwwowowggygoyggrbgobgobyoyybwybw
183,F2 R0 L0 D1 B2 U0 D0 ,oybgwboybrorrrrrrrwgwwgwyowowgbygoygbogbogbrgyowybwyby
184,R0 L0 D1 B2 U0 D0 ,oybgwbgwogorgrrgrrwoywgwwgwbyobygoygborborbrryowybwyby
185,L0 D1 B2 U0 D0 ,oyygwwgwwgggrrorrrwoowggwggbyybyyoyyborborbrroowbbwbby
186,D1 B2 U0 D0 ,yyywwwwwwgggrrorrroooggggggwyywyywyybbbroorrrooobbbbbb
187,B2 U0 D0 ,yyywwwwwwgggrrobbbooogggrrryyyyyywwwbbbroogggooobbbrrr
188,U0 D0 ,wwwwwwwwwgggrrrbbbooogggrrryyyyyyyyybbbooogggrrrbbbooo
189,D0 ,wwwwwwwwwrrrrrrbbbggggggrrryyyyyyyyyoooooogggbbbbbbooo
190,L2 U0 B1 R1 F1 B0 U1 L1 R2 F1 ,rrwgwogoyowgrrwbbwrggygwobybrobyoyyowyyroobwwrybgbggbr
191,U0 B1 R1 F1 B0 U1 L1 R2 F1 ,brwbwoyoyowgrrwbbwrggggwbbyrrogyogyowwbooryywryogbygbr
192,B1 R1 F1 B0 U1 L1 R2 F1 ,ybbowryowryorrwbbwowgggwbbyrrogyogyorggooryywwwbgbygbr
193,R1 F1 B0 U1 L1 R2 F1 ,yorowryowryyrrbbbbowgggwbbyrrogyowwogggyoroywbyrwbbwgg
194,F1 B0 U1 L1 R2 F1 ,yowowwyobybbyrbrrbowrggrbbwrrggywwwygggyoroywoyrobbogg
195,B0 U1 L1 R2 F1 ,yowowwyyrgbbrrbrrbrrwwgbogbgrwgywwwyggbyoooyyoyrobbogg
196,U1 L1 R2 F1 ,bbbowwyyrgbyrrwrrwrrwwgbogbgrwgywgyowgboooyyyooogbygbr
197,L1 R2 F1 ,bwrbwyboyrrwrrwrrwwgbwgbogbgrwgywgyoooooooyyygbygbygbr
198,R2 F1 ,wwrwwyooyrrwrrwrrwggbggbggbrrwyywyyoooyooyooygbbgbbgbb
199,F1 ,wwwwwwooowrrwrrwrrgggggggggrrryyyyyyooyooyooybbbbbbbbb
200,R1 U2 F2 B0 R2 U2 B1 D1 R2 U0 ,yyrywgrwgwobbrrywbbrrggwgggoroyyoyrobgyoowrbwwooybbwbg
201,U2 F2 B0 R2 U2 B1 D1 R2 U0 ,yywywyrwwbrborwwbybrrggggggorryywyrgbgyoowrbwoooobbobg
202,F2 B0 R2 U2 B1 D1 R2 U0 ,wwrywywyybgyorwwbyoooggggggorryywyrgbrboowrbwbrrobbobg
203,B0 R2 U2 B1 D1 R2 U0 ,wwrywyrrowgywrwbbyggggggoooyywyywyrgbrwooorbbbrrobbobg
204,R2 U2 B1 D1 R2 U0 ,ywyywyrrowggwrrbbyggggggoooyywyywborrrwwoowbboobbbrgbr
205,U2 B1 D1 R2 U0 ,ywwywwrrrybbrrwggwgggggboooyyyyyyboorrwwoowbboobgbrgbr
206,B1 D1 R2 U0 ,rrrwwywwyrrwrrwggwoobggboooyyyyyybooybbwoowbbggggbrgbr
207,D1 R2 U0 ,wwywwywwyrrrrrrggroobggboooyyyyyywwwbbboooobbgrrgbbggg
208,R2 U0 ,wwywwywwyrrrrrrgggoobggbggryywyywyywbbboooooogrrgbbobb
209,U0 ,wwwwwwwwwgggrrrrrroooggggggyyyyyyyyybbboooooorrrbbbbbb
210,L2 F0 U0 D2 F2 B1 D1 L1 U2 B2 ,gwgywggrbrooorybbrwwwggyygogrwoywoyyogrbowbbryowrbrbby
211,F0 U0 D2 F2 B1 D1 L1 U2 B2 ,gwgowgorbrooorybbrywwrgywgogrwyywgyyrbbwobrgoyoyrbgbbw
212,U0 D2 F2 B1 D1 L1 U2 B2 ,gwgowgobbooorrybbrwryggwoywboryywgyyrbgworrgwyoyrbgbbw
213,D2 F2 B1 D1 L1 U2 B2 ,oogbwwbggyoyrrybbroooggwoywboryywgyywryworrgwrbgrbgbbw
214,F2 B1 D1 L1 U2 B2 ,oogbwwbggyoyrryrgwoooggwbbwyygwyyrobwryworbbrrbgrbgoyw
215,B1 D1 L1 U2 B2 ,oogbwwgyyroyrryygwwbbwggoooggbwyyrobwrrworbbyrbgrbgoyw
216,D1 L1 U2 B2 ,bwwbwwgyyroorroyggwbbwggoooggbwyywyyrrroorbbyggwbbyrro
217,L1 U2 B2 ,bwwbwwgyyroorrorrowbbwggyggbyygyygwwrrrooroooggwbbybby
218,U2 B2 ,wwwwwwyyyroorrorrobbbggggggyyyyyywwwrrorooroogggbbbbbb
219,B2 ,yyywwwwwwrrorrorrogggggggggyyyyyywwwroorooroobbbbbbbbb
