,mvt,rbk_str
71,D1 L2 U1 B1 R0 L0 F1 R1 B0 ,bgwbwwywgrbbrrrbyoorybggggwworoyryggyygoooowroyrbbywwb
72,L2 U1 B1 R0 L0 F1 R1 B0 ,bgwbwwywgrbbrrrwwborybggbyorrgoygwoyyygoooggwoyrbbyowr
73,U1 B1 R0 L0 F1 R1 B0 ,rgwowwwwgrbbrrrwwbrryyggryobrgbygyoywggooogyyoybbbbowo
74,B1 R0 L0 F1 R1 B0 ,wwggwwrowrryrrrwwbwggyggryobrgbygyoyoybooogyyrbbbbbowo
75,R0 L0 F1 R1 B0 ,googwwrowrrwrrwwwgwggyggryobrgbygbryyyboooyyybbobbwrbo
76,L0 F1 R1 B0 ,goggwgroowrrwrrgwwwggyggryybrrbybbrbyyboooyyywbowbwobo
77,F1 R1 B0 ,oogwwgooowrrwrrgwwggggggryywrryybrrbyoyyoyyobwbbwbbobb
78,R1 B0 ,oogwwgwwgrrrrrrwwwggyggyggryybyybrrbyooyooyoowbbwbbobb
79,B0 ,ooowwwwwwrrwrrwrrwgggggggggyyyyyyrrryooyooyoobbbbbbbbb
80,L1 U1 D1 R2 F1 D1 R0 U2 L2 D1 ,wwwgwwwybygggrwoyygorogyorwyyboybybrboorobgwbrrrbbggro
81,U1 D1 R2 F1 D1 R0 U2 L2 D1 ,gwwowwoybygggrwoyyyorogyyrwoybgybrbrobboowbrgrrwbbggrw
82,D1 R2 F1 D1 R0 U2 L2 D1 ,wwbwwygooyorgrwoyyobbogyyrwoybgybrbrrrwoowbrgyggbbggrw
83,R2 F1 D1 R0 U2 L2 D1 ,wwbwwygooyorgrwgrwobbogyoyybbryybogrrrwoowyrwyggbbgbrg
84,F1 D1 R0 U2 L2 D1 ,wwrwwbgorwrgwrgroyobbogboyybbbyyyogorrwoowyrwyggybgbrg
85,D1 R0 U2 L2 D1 ,wwrwwbwwrbrgbrgboybbybgyooowwwyyyogorrroooyrgyggybgbrg
86,R0 U2 L2 D1 ,wwrwwbwwrbrgbrgbrgbbybgyboywyowygwyorrrooooooyggybgyrg
87,U2 L2 D1 ,wwywwywwybbbrrrgggbbobggboowyywyywyyrrroooooorggbbgrrg
88,L2 D1 ,ywwywwywwrrrrrrgggrggbggboowyywyywyybbboooooobbobbgrrg
89,D1 ,wwwwwwwwwrrrrrrgggggggggoooyyyyyyyyyoooooobbbbbbbbbrrr
90,R2 U2 D1 F0 B2 U1 R2 D1 F2 L2 ,rrowwryygogborwwgorrwggggbgyyryyyywwwbboowrooybbobbbrg
91,U2 D1 F0 B2 U1 R2 D1 F2 L2 ,rrrwwyyywogwwrobgorrbggogbyyyoyyrywgwbboowroogbbgbbwrg
92,D1 F0 B2 U1 R2 D1 F2 L2 ,wyyywwrrrwbbwrobgogbbggogbyyyoyyrywgogwoowroorrbgbbwrg
93,F0 B2 U1 R2 D1 F2 L2 ,wyyywwrrrwbbwrowrggbbggobgoorgyywyyyogwoowgbyrrbgbbroo
94,B2 U1 R2 D1 F2 L2 ,wyyywwywwrbbrrorrgbggggboobwwwyywyyyogooorgbgrrbgbbroo
95,U1 R2 D1 F2 L2 ,yyyywwywwrbgrrorrobggggboobwwwyywyywggooorbbgoorbbgbrr
96,R2 D1 F2 L2 ,ywwywwyyybggrrorroggoggboobwwwyywyywooroorbbgrbgbbgbrr
97,D1 F2 L2 ,ywwywwyyworrorrggbggbggboorwwwyywyyyooroorbbgbbgbbgorr
98,F2 L2 ,ywwywwyyworrorrorrggbggbggbwwywyywyyoorooroorbbgbbgbbg
99,L2 ,ywwywwywwrrrrrrrrrbggbggbggwyywyywyyooooooooobbgbbgbbg
100,L2 U0 F0 D2 B1 R2 F0 U0 B1 L0 ,gyrwwywrbwbywrogorrborgbrowygoyybbobyggrowyggbrowbgwyo
101,U0 F0 D2 B1 R2 F0 U0 B1 L0 ,yyrywybrbwbywrogoroboggboowggowybwobggyworggybrrwbrwyr
102,F0 D2 B1 R2 F0 U0 B1 L0 ,byyrwybyrbrrwrogorwbyggboowggowybwoboboworggyggywbrwyr
103,D2 B1 R2 F0 U0 B1 L0 ,byyrwyyrobrryrororogwogbwbygwbwybwobobgwogggoggywbrwyr
104,B1 R2 F0 U0 B1 L0 ,byyrwyyrobrryroggoogwogbwyrbowbywbwgobgwogrorggywbrwby
105,R2 F0 U0 B1 L0 ,rworwyyrobrbyryggyogwogbwyrbowbywoorbbgwoggoryrygbbgww
106,F0 U0 B1 L0 ,rwwrwwyrryggyrybrboggoggwyyboobyyooobbgwoggorrrybbbwww
107,U0 B1 L0 ,rwwrwwrggyggrryrrbwooyggyggbyybyyooobbbwoogoorrybbbwww
108,B1 L0 ,rrrgwwgwwrryrryrrbyggyggyggbyybyyooowoowoogoobbbbbbwww
109,L0 ,gwwgwwgwwrrrrrrrrryggyggyggbyybyybyyooooooooobbwbbwbbw
110,B2 F2 L0 R1 F2 B0 R0 L0 F1 U2 ,orwwwyyoobogoryowwrgwbgbgggrrwbygyrrgobrowoyyryygbbbwb
111,F2 L0 R1 F2 B0 R0 L0 F1 U2 ,rrywwyyoobooorrowgrgwbgbgggrrwbygwrowobyowgyybwbbbgyyr
112,L0 R1 F2 B0 R0 L0 F1 U2 ,rrywwywrryoowrrbwggggbgbwgrooybygwrowooyoogybbwbbbgyyr
113,R1 F2 B0 R0 L0 F1 U2 ,rrygwybrryoowrrbwgrggwgbwgrgoybygwrogywyooboobwwbbbyyo
114,F2 B0 R0 L0 F1 U2 ,rrygwbbrborgorwywbrgywgywgrgogbybwrrgywyoobooowwgbbyyo
115,B0 R0 L0 F1 U2 ,rrygwbgogorgorwwwbrgwygwygrbrbbybwrrgyyyoobooowwgbbyyo
116,R0 L0 F1 U2 ,gwbgwbgogorrorrwwwrgwygwygrbrbbybgybyyyroorooygoybwobw
117,L0 F1 U2 ,gwwgwwgorwoowrrwrrrgbygbygbbrobyygyyyyyroorooggobbwbbw
118,F1 U2 ,wwwwwwoorwoowrrwrrggbggbggbrroyyyyyyrryooyooygggbbbbbb
119,U2 ,wwwwwwwwwooorrrrrrbbbggggggyyyyyyyyyrrroooooogggbbbbbb
120,B1 U0 L0 D1 U1 F2 B2 R1 D2 U2 ,robwwgryobrworbybobowwggwrorybwywobyyryyoggogrbgrbggyw
121,U0 L0 D1 U1 F2 B2 R1 D2 U2 ,gyywwgryobrroroybbbowwggwrorybwywobworybogyogggwbbyrrg
122,L0 D1 U1 F2 B2 R1 D2 U2 ,rwgywyogyggworoybbbrrwggwrorybwywobwbowbogyogorybbyrrg
123,D1 U1 F2 B2 R1 D2 U2 ,gwgywyygyggworoybbrrryggorobybwywwbwybboooggworobbwrrr
124,U1 F2 B2 R1 D2 U2 ,gwgywyygyggwororrrrrryggybbbwwyybbwwybbooooroorobbwggw
125,F2 B2 R1 D2 U2 ,gyywwggyyrrrororrrybbyggybbbwwyybbwworoooooroggwbbwggw
126,B2 R1 D2 U2 ,gyywwgwwborroroorrbbyggybbyyygyybbwworroooorrggwbbwggw
127,R1 D2 U2 ,wwbwwgwwborooroorobbyggybbyyygyybyygrrrooorrrwggwbbwgg
128,D2 U2 ,wwwwwwwwwooorrrooobbbgggbbbyyyyyyyyyrrrooorrrgggbbbggg
129,U2 ,wwwwwwwwwooorrrrrrbbbggggggyyyyyyyyyrrroooooogggbbbbbb
130,D1 U1 L1 B2 D1 L1 R0 U2 F1 B1 ,wyorwggbgwwborogyyyyrbgwrrwywooygbrbbbobowoggyrryborgw
131,U1 L1 B2 D1 L1 R0 U2 F1 B1 ,wyorwggbgwwbororgwyyrbgwgyyogbwyryobbbobowrrwyrryboogg
132,L1 B2 D1 L1 R0 U2 F1 B1 ,oggywbwrgyyrororgwbbobgwgyyogbwyryobyrrbowrrwwwbyboogg
133,B2 D1 L1 R0 U2 F1 B1 ,bggbwbgrgyyrororgwobowgwyyyggboyrbobrwwrorybrwwwybyogo
134,D1 L1 R0 U2 F1 B1 ,bobbwbgrgyyyorrrgrobowgwyyyggboyrggbwwwoorrbrogoybywww
135,L1 R0 U2 F1 B1 ,bobbwbgrgyyyorrwwwobowgwrgrbrbgyggogwwwooryyyogoybyrbr
136,R0 U2 F1 B1 ,oobwwbrrgyyyorrwwwbboggwggrrrbyygoogwrywoywoyoggybbrbb
137,U2 F1 B1 ,ooowwwrrrwoywrywrybbbggggggrrryyyooowrywoywoygggbbbbbb
138,F1 B1 ,rrrwwwooowrywrywrygggggggggrrryyyooowoywoywoybbbbbbbbb
139,B1 ,rrrwwwwwwrryrryrrygggggggggyyyyyyooowoowoowoobbbbbbbbb
140,B2 R2 L1 F1 U2 B0 L2 F2 U1 L1 ,wrrbwywoybrwbrgooygyowgowwyoogrygyybbyorobrwbgbrwbgrgg
141,R2 L1 F1 U2 B0 L2 F2 U1 L1 ,byybwywoybrrbrroobgyowgowwyoogrygrrwyyogobwwbggrgbwrbg
142,L1 F1 U2 B0 L2 F2 U1 L1 ,bygbwgwowboorrbrrbgyrwggwwgooyryyrryyyogobwwbygrobwobg
143,F1 U2 B0 L2 F2 U1 L1 ,gygwwgwowboorrbrrboyrrggrwggoywyyrryobbyowygwygwobbobb
144,U2 B0 L2 F2 U1 L1 ,gygwwgbrryooorbgrbrggygworrbwwwyyrryobwyooygwygwobbobb
145,B0 L2 F2 U1 L1 ,rrbgwwgygobworbgrbygwygworrbwwwyyrryyooyooygwrggobbobb
146,L2 F2 U1 L1 ,wbbgwwgygobyorrgrrygwygworrbwwwyyyyybooroorgwoorbbgbbg
147,F2 U1 L1 ,bbbwwwyygobyorrgrrggwggwrrrwwwgyygyywgrooroobooobbybby
148,U1 L1 ,bbbwwwwwwbbyrrrrrrrrrwggwgggyygyygyywggooooooooobbybby
149,L1 ,bwwbwwbwwrrrrrrrrrwggwggwgggyygyygyyooooooooobbybbybby
150,R2 F1 B0 L0 U2 B2 R0 D0 L1 U0 ,grbwwgygbrrrwrgboroywrgowwoggwyyboogwbgwoybboybrobryyy
151,F1 B0 L0 U2 B2 R0 D0 L1 U0 ,grwwwbyggrobgrwrrroyyrgowwyggbyygoobwbgwoybboobrobrwyy
152,B0 L0 U2 B2 R0 D0 L1 U0 ,grwwwbrgrbobgrwgrryoyygworwgyoyygoobwbgwogbbyobrobrwyy
153,L0 U2 B2 R0 D0 L1 U0 ,bwrwwbrgrbobgrogroyoyygworwgyoyygwwbwbgroggbywooybbyrr
154,U2 B2 R0 D0 L1 U0 ,rwrbwbogrbobgrogroboywgwrrwyyoyygowbgrwbobyggwowybyyrg
155,B2 R0 D0 L1 U0 ,rgobwbrwrgrwgrogrowowwgwrrwyyoyygowbbobbobyggboyybyyrg
156,R0 D0 L1 U0 ,bwobwbrwrgrygrbgrbwowwgwrrwyyoyygogrooboobwgggryybyyob
157,D0 L1 U0 ,bwwbwwrwwgggrrrbbywoowggrrryyyyyyoggooboobwggrrybbyoob
158,L1 U0 ,bwwbwwrwwgggrrrrrrwoowggwggoyygyygyyoobooboobrrybbybby
159,U0 ,wwwwwwwwwgggrrrrrroooggggggyyyyyyyyybbboooooorrrbbbbbb
160,F2 D2 U2 R0 F2 U1 L1 D1 F2 U0 ,bywbwyoyoggooroorryrywggbowrbbwygywwyrbborrbwgorwbyggg
161,D2 U2 R0 F2 U1 L1 D1 F2 U0 ,bywbwybbrwgorrobrrwobggwyryoyowygywwyroboorbggorwbyggg
162,U2 R0 F2 U1 L1 D1 F2 U0 ,bywbwybbrwgorrorbgwobggwgggwwygywoyoyroboobrrgorwbyyry
163,R0 F2 U1 L1 D1 F2 U0 ,rbbywbwybyrorrorbggorggwgggwwygywoyowgoboobrrwobwbyyry
164,F2 U1 L1 D1 F2 U0 ,rbrywwwygrrybrrgoogoyggwggowwygywoywwgoboobrrbobbbybry
165,U1 L1 D1 F2 U0 ,rbrywwywwrryorrooooggwggyoggywgywoywwggbobbrrbobbbybry
166,L1 D1 F2 U0 ,rwwbwwryyoggorrooowggwggyoggywgywoywbobbobbrrrrybbybry
167,D1 F2 U0 ,wwwwwwyyyoggorroooggggggoogyywyywyywbbroorbbbrrrbbbbrr
168,F2 U0 ,wwwwwwyyyoggorrbrrggggggooowwwyyyyyybbrooroogrrrbbbbbb
169,U0 ,wwwwwwwwwgggrrrrrroooggggggyyyyyyyyybbboooooorrrbbbbbb
170,F2 R0 B2 D2 U2 B2 R0 D1 L0 U0 ,rbwbwybwobggorbbggorwggyorrwyygywgwywrybooorgrobybwroy
171,R0 B2 D2 U2 B2 R0 D1 L0 U0 ,rbwbwyyywgggorbyggrroyggwroowbgywgwywrbbooorbrobybwroy
172,B2 D2 U2 B2 R0 D1 L0 U0 ,rbobwgyyoyoggrggbgrrbygwwryowrgyygwrwrbbooorbwobybwwoy
173,D2 U2 B2 R0 D1 L0 U0 ,rwgbwgyyoyoogrbgbwrrbygwwryowrgyyobrgrbgoogrbyowwbybow
174,U2 B2 R0 D1 L0 U0 ,rwgbwgyyoyoogrbgrbrrbygwbowrboyygrwogrbgoogbwyowwbywry
175,B2 R0 D1 L0 U0 ,oyygwbgwrgrbgrbgrbyowygwbowrboyygrwoyoogoogbwrrbwbywry
176,R0 D1 L0 U0 ,owrgwbgwrgrggrggryyowygwbowrboyygyyobooboobbwyrwybwbrr
177,D1 L0 U0 ,owwgwwgwwgggrrryggyooyggboorbbyyyyyybooboobbwrrwbbwrrr
178,L0 U0 ,owwgwwgwwgggrrrrrryooyggyggbyybyyryyboobooboorrwbbwbbw
179,U0 ,wwwwwwwwwgggrrrrrroooggggggyyyyyyyyybbboooooorrrbbbbbb
180,B0 D0 R1 U0 L1 R2 B2 F0 L2 U1 ,bgoywgobrgogbryyorbrwygwyygggooywogyrbwroobbrwwwrbwbry
181,D0 R1 U0 L1 R2 B2 F0 L2 U1 ,gyrywgobrgoybrgyoobrwygwyygggooywrrbobwgoobbrbrwrbwyww
182,R1 U0 L1 R2 B2 F0 L2 U1 ,gyrywgobrgoybrgyygbrwygwbbrrogrygbwoobwgooywwbrwrbwyoo
183,U0 L1 R2 B2 F0 L2 U1 ,gyyywrobbyggorygbybrryggbbrrowrywbwrobwgooywworwgbwgoo
184,L1 R2 B2 F0 L2 U1 ,oygbwybryorworygbyyggyggbbrrowrywbwrbrrgooywwobwgbwgoo
185,R2 B2 F0 L2 U1 ,yygywybryorworygbyrggrggbbroowwywwwrrowrowbgyobbgbbgoo
186,B2 F0 L2 U1 ,yywywwbrrybgyrowrorggrggbbooogwyywwyrowrowbgyrbbgbbgoo
187,F0 L2 U1 ,ywwywwbrrybbyrrwrrrggrggbbooogwyywyyoowoowggyoogbbgbbr
188,L2 U1 ,ywwywwywwbbbrrrrrrbrrbggoggwyywyywyyoooooogggoogbbgbbr
189,U1 ,wwwwwwwwwbbbrrrrrrrrrggggggyyyyyyyyygggooooooooobbbbbb
190,L1 B2 R1 F0 D2 U1 F1 D2 B2 L1 ,rrrywgywwgywrrrwoyrgoogyybrowbryybboybboowowggggbbgbow
191,B2 R1 F0 D2 U1 F1 D2 B2 L1 ,rrrowgywwgywrrrwoyogorgybbrwwbgyygbobwgbowyooggybbybor
192,R1 F0 D2 U1 F1 D2 B2 L1 ,obgowgywwgyyrrbwobogorgybbrwwbgyyrrrywgrowwoorobybbygg
193,F0 D2 U1 F1 D2 B2 L1 ,obyowyywrybbyrogrwoggrggbbwwwogyyrrrywgrowwoorobybbbgg
194,D2 U1 F1 D2 B2 L1 ,obyowyowgybbwrorrwbrobggwgggyygyyrrrywwrowwoorobybbbgg
195,U1 F1 D2 B2 L1 ,obyowyowgybbwrowoobrobggbggrrryygyygywwrowrrwrobybbwgg
196,F1 D2 B2 L1 ,yygbwwooobrowrowooywwbggbggrrryygyygrobrowrrwybbybbwgg
197,D2 B2 L1 ,yygbwwbwwrrorroroowggwggybbbwwyygyygrooroorroybbybbwgg
198,B2 L1 ,yygbwwbwwrrorrorrowggwggwgggyygyywwbrooroorooybbybbybb
199,L1 ,bwwbwwbwwrrrrrrrrrwggwggwgggyygyygyyooooooooobbybbybby
200,F1 U1 R0 F0 D0 R2 L1 B2 D0 F2 ,obbowyoyyrowgrbgwwygbwgogywyboyyrgggbbbgooyrorrwwbwrrr
201,U1 R0 F0 D0 R2 L1 B2 D0 F2 ,obbowyrggoowbrbywwbowggyywgbooyyrgggbbygoyyrorrwwbwrrr
202,R0 F0 D0 R2 L1 B2 D0 F2 ,bygbwgoorbowbrbywwbbyggyywgbooyyrgggrrwgoyyrooowwbwrrr
203,F0 D0 R2 L1 B2 D0 F2 ,byybwyoogybbwrowbwbboggrywgboryywggorrwgoyyrorowgbwgrr
204,D0 R2 L1 B2 D0 F2 ,byybwyoywobborogbwygbwgbgrowwyyywggorrbgooyrrrowgbwgrr
205,R2 L1 B2 D0 F2 ,byybwyoywobborogroygbwgbyrrgywgywowyrrbgoogrrrowgbwgbw
206,L1 B2 D0 F2 ,bywbwwoyyorgorobboyggwggyrrgyygyyowwrrbgoogrrrowbbwbbw
207,B2 D0 F2 ,yywwwwyyyorgorobboggggggorrwyywyywwwborrorrggroobbbbbb
208,D0 F2 ,wwwwwwyyyorrorrbbbggggggorrwyywyywyyooroorgggbbbbbboor
209,F2 ,wwwwwwyyyorrorrorrgggggggggwwwyyyyyyoorooroorbbbbbbbbb
210,L2 B2 R2 F2 L1 R1 D2 U0 R2 L2 ,gygbwgryrbrrgrrbrrybywgwyoyoyogybbyboogooboogwgwwbwwrw
211,B2 R2 F2 L1 R1 D2 U0 R2 L2 ,oyggwgbyrbrrgrrbrrwbywgwwoygyobybrybgooboogoowgywbwwry
212,R2 F2 L1 R1 D2 U0 R2 L2 ,byrgwgbyrbrggrbbrgwbywgwwoygyobybgyorooroorooyrwwbwygw
213,F2 L1 R1 D2 U0 R2 L2 ,byogwbbyogrbbrggrbwbywgwwoygyrbyggyrrooroorooyrwwbwygw
214,L1 R1 D2 U0 R2 L2 ,byogwbrygorborgorbyowwgwybwoybbyggyrrogrobrogyrwwbwygw
215,R1 D2 U0 R2 L2 ,yyowwbyygorborgorboowbgwgbwwybwygwyrgbgooorrryrrwbgygb
216,D2 U0 R2 L2 ,yyywwwyyybgbrrroooooobgbgbgwywwywwywgbgooorrrrrrgbgbgb
217,U0 R2 L2 ,yyywwwyyybgbrrrrrrooobgbbgbwywwywwywgbgoooooorrrgbggbg
218,R2 L2 ,ywyywyywyrrrrrrrrrbgbbgbbgbwywwywwywooooooooogbggbggbg
219,L2 ,ywwywwywwrrrrrrrrrbggbggbggwyywyywyyooooooooobbgbbgbbg
220,U2 F1 L0 R1 D0 B1 R2 F0 L0 D1 ,byybwgrygwworrgbygyorrggooowwwbyryborrgoowbwgbbwybgyor
221,F1 L0 R1 D0 B1 R2 F0 L0 D1 ,gyrgwbyybrrgrrgbygbbwrggooowwwbyrybowwooowbwgyorybgyor
222,L0 R1 D0 B1 R2 F0 L0 D1 ,gyrgwbrrbwrgwrgwygwgobgobroowgbyrybowwbooybwyyorybgyor
