,mvt,rbk_str
61,L0 R1 D0 L2 F1 D2 U1 L2 B0 ,gyrgwroyybwwgrbbwgbborgyrowbwrbybgworowrogwrygoyobyygo
62,R1 D0 L2 F1 D2 U1 L2 B0 ,oyrywryyybwwgrbbwggboggyoowbwrrybrwowrrrooygwgogobbygb
63,D0 L2 F1 D2 U1 L2 B0 ,oyyywoyygwbgwrwbgbgbrggrooybworyyrwwwrrrooygwoogbbbrgb
64,L2 F1 D2 U1 L2 B0 ,oyyywoyygwbgwrwooygbrggrygwrrbwywwyowrrroorgboogbbbbgb
65,F1 D2 U1 L2 B0 ,ryywwowygwbgwrwooybbrbgrggworbyywyyobgroorrrwooybbgbgg
66,D2 U1 L2 B0 ,ryywwowwobbgrrwooyrrwbggbbgrrwyywyyobggooyrrwooybbgbgg
67,U1 L2 B0 ,ryywwowwobbgrrwrrwrrwbggbggoyywyywrrbggooyooyooybbgbbg
68,L2 B0 ,yooywwrwwrrwrrwrrwbggbggbggoyywyywrrooyooyooybbgbbgbbg
69,B0 ,ooowwwwwwrrwrrwrrwgggggggggyyyyyyrrryooyooyoobbbbbbbbb
70,U1 D1 F1 U1 R2 F1 U0 D0 F1 L2 ,yygywwowwbbryryybowrrggbggorrbwyrgowrrgoowooywgbobgbby
71,D1 F1 U1 R2 F1 U0 D0 F1 L2 ,gwwywwyyowrryryyborrgggbggorrbwyrgowwgboowooybbrobgbby
72,F1 U1 R2 F1 U0 D0 F1 L2 ,gwwywwyyowrryrybbyrrgggbybobrwryorwgwgboowggobbrobgooy
73,U1 R2 F1 U0 D0 F1 L2 ,gwwywwwybwrrrrybbygborgbrgybworyorwgwgoooyggybbrobgooy
74,R2 F1 U0 D0 F1 L2 ,wwbwwygywgborrybbywgorgbrgybworyorwgbbrooyggywrrobgooy
75,F1 U0 D0 F1 L2 ,wwowwogygybbyrrobgwgorgorgwbwbryyrwwbbrooyggyyrrbbgooy
76,U0 D0 F1 L2 ,wwowwoyyobbbwrrbbgoowgggwrrryyryyrwwbbgooygggyrrbbgooy
77,D0 F1 L2 ,ywwywwoooyrrwrrbbgbbbgggwrrryyryyrwwoowooygggbbgbbgooy
78,F1 L2 ,ywwywwoooyrrwrrwrrbbbggggggrrrwyywyyoowooyooybbgbbgbbg
79,L2 ,ywwywwywwrrrrrrrrrbggbggbggwyywyywyyooooooooobbgbbgbbg
80,F1 L1 D0 R2 L1 D1 R0 F0 L1 D2 ,wwoyworrowwwrrrbybyygrggryywoobybogrrggoobyobbbgwbgywg
81,L1 D0 R2 L1 D1 R0 F0 L1 D2 ,wwoywowrbowworrwybggyygyyrrgbbbybogrrgoooryorbbgwbgywg
82,D0 R2 L1 D1 R0 F0 L1 D2 ,gwoywoyrbowworrwybggybgyorrgbbgybggrorrgooroybbwwbyyww
83,R2 L1 D1 R0 F0 L1 D2 ,gwoywoyrbowworrorrggybgyroyggggybrbborrgooywwbbwwbywyb
84,L1 D1 R0 F0 L1 D2 ,gwgywbyrbrrorrowwoggwbgwrobggogyorbborrgooywwybwybyyyb
85,D1 R0 F0 L1 D2 ,gwgbwbrrbrrorrowwoggwggwrobbgoyyowbbrowrowogyybyybyyyg
86,R0 F0 L1 D2 ,gwgbwbrrbrrorroyygggwggwwwooobgybbywrowrowrobybyybyogy
87,F0 L1 D2 ,gwwbwwrroyrryrrgooggbggbwwwooogyybyyrowrowrobbbybbyggy
88,L1 D2 ,gwwbwwbwwrrrrrrooowggwggwbbgyygyybyyroorooroobbybbyggy
89,D2 ,wwwwwwwwwrrrrrroooggggggbbbyyyyyyyyyoooooorrrbbbbbbggg
90,R2 L0 F2 B2 R0 U1 D2 L2 U1 B0 ,oyowwgyrrbrworyrwwobyyggobgwoywybwyryogrorgggbgbbbwbor
91,L0 F2 B2 R0 U1 D2 L2 U1 B0 ,oyywwbyrrwwryrowrbobbygbobbwoowygwyryogrorgggggbgbwyor
92,F2 B2 R0 U1 D2 L2 U1 B0 ,ryywwbbrrwwryrowrbobbwgbybboooyygoyrgrygoogrgggwgbwyow
93,B2 R0 U1 D2 L2 U1 B0 ,ryywwbooogwroroyrbbbybgwbborrbyygoyrgrwgoygrwggwgbwyow
94,R0 U1 D2 L2 U1 B0 ,ryowwbooogwgorgyrgbbybgwbborrbyygyyrbrwooyrrwwoywbgwgg
95,U1 D2 L2 U1 B0 ,ryywwwoooyogrrwgggbbbbggbbrrrwyywyywbrwooyrrwooybbgogg
96,D2 L2 U1 B0 ,ywoyworwobbbrrwgggbrwbggbbrrrwyywyywooyooyrrwyogbbgogg
97,L2 U1 B0 ,ywoyworwobbbrrwrrwbrwbggoggwyywyywrrooyooygggyogbbgbbr
98,U1 B0 ,wwowwowwobbbrrwrrwrrwggggggyyyyyyrrrgggyooyooyoobbbbbb
99,B0 ,ooowwwwwwrrwrrwrrwgggggggggyyyyyyrrryooyooyoobbbbbbbbb
100,R1 B0 D2 L2 R2 B1 F1 D2 R2 F2 ,wybwwgorgywwororoobgobgwgbyrobyygwybrrwroworyrbgybbygg
101,B0 D2 L2 R2 B1 F1 D2 R2 F2 ,wyywwyorrwoowroyorbgbbgggbgrooyywwyyrrwroworybbggbbbgg
102,D2 L2 R2 B1 F1 D2 R2 F2 ,oorwwyorrwoywryyowbgbbgggbgrooyywrroyrwyowwrybgbgbbgbg
103,L2 R2 B1 F1 D2 R2 F2 ,oorwwyorrwoywrywrybgbbgggbgorrwyyooryrwyowyowbgbgbbgbg
104,R2 B1 F1 D2 R2 F2 ,oorwwyorrwoywrywryggbbggbbgorrwyyoorwoywoywrybgggbbgbb
105,B1 F1 D2 R2 F2 ,oorwwyorryrwyrwyowgggbggbbborrwyyoorwoywoywryggggbbbbb
106,F1 D2 R2 F2 ,wwwwwyorryroyroyorgggbggbbborrwyywwwooyooyrrygbbgbbggb
107,D2 R2 F2 ,wwwwwyyyyrrorrooorggbggbgbbyyywyywwwooroorrrogbbgbbggb
108,R2 F2 ,wwwwwyyyyrrorrorroggbggbggbwwwyywyyyoorooroorgbbgbbgbb
109,F2 ,wwwwwwyyyorrorrorrgggggggggwwwyyyyyyoorooroorbbbbbbbbb
110,R2 B1 U0 F0 B0 D1 L0 U2 B1 R2 ,wwyrwybgwbgbyrbobgoorggbyygoowoyrrwyoyyworwbgrgbwborrg
111,B1 U0 F0 B0 D1 L0 U2 B1 R2 ,wwwrwrbgygbobrybgboorggwyyrooyoyyrwwoyyworwbgggbbborrg
112,U0 F0 B0 D1 L0 U2 B1 R2 ,wworwrbgygbwbrwbgwoorggwyyrooyoyybyoryyworwbgboggbrgbr
113,F0 B0 D1 L0 U2 B1 R2 ,brwgwwyrobogbrwbgwgbwggwyyrooyoyybyooorworwbgryygbrgbr
114,B0 D1 L0 U2 B1 R2 ,brwgwwgrryogrrwogwyggygbrwwbbboyybyoooowoowbyryygbrgbr
115,D1 L0 U2 B1 R2 ,gwwgwwgrryoorryogbyggygbrwwbbboyyowwwooroobbyggrbbyrry
116,L0 U2 B1 R2 ,gwwgwwgrryoorryrryyggygbogbbywbywboowooroorwwggrbbybby
117,U2 B1 R2 ,ywwywwrrryoorryrrygggggbggbyywyywooorrwwoowooggbbbbbbb
118,B1 R2 ,rrrwwywwyrrwrryrryggbggbggbyywyywoooyoowoowoogggbbbbbb
119,R2 ,wwywwywwyrrrrrrrrrggbggbggbyywyywyywooooooooogbbgbbgbb
120,U1 B1 D1 U1 L2 D1 B1 U1 R0 D0 ,obwwwybbgroorryoggyyyogwwgwbwbgyyyorybroowgrrgrbrbbwgo
121,B1 D1 U1 L2 D1 B1 U1 R0 D0 ,wygbwbowbyyyrryoggybrogwwgwbwbgyyyorgrboowgrrroorbbwgo
122,D1 U1 L2 D1 B1 U1 R0 D0 ,gogbwbowbyywrryoggybrogwwgwbwbgyygyyyrboowrrroboobgrrw
123,U1 L2 D1 B1 U1 R0 D0 ,gogbwbowbyywrryrrwybrogwoggbyywyybggyrboowwgwoboobgrrr
124,L2 D1 B1 U1 R0 D0 ,gbbowwgboybrrryrrwyrbogwoggbyywyybggobooowwgwyywobgrrr
125,D1 B1 U1 R0 D0 ,bbbwwwbboybrrryrrwrrbggwwgggyyoyygggwgwwoooboyyooborry
126,B1 U1 R0 D0 ,bbbwwwbboybrrryrryrrbggwrrwyygyyggogwgwwoowggyyooboobo
127,U1 R0 D0 ,wwwwwwbboybbrrbrrbrrbggwrrwyygyygyyrggwooogggoooybbyoo
128,R0 D0 ,wwowwbwwbrrbrrbrrbggwggwrrwyygyygyyroooooogggybbybbyoo
129,D0 ,wwwwwwwwwrrrrrrbbbggggggrrryyyyyyyyyoooooogggbbbbbbooo
130,L1 B1 D0 R2 F1 U0 D2 F0 L1 B0 ,wbwrwgwwyboowryyworgoogbwgbbrrbyogoyowggobyrrgybrbygyr
131,B1 D0 R2 F1 U0 D2 F0 L1 B0 ,rbwowgwwyboowryywobgobgbggbrrryyoboygbrworogygywrbrgyw
132,D0 R2 F1 U0 D2 F0 L1 B0 ,owgowgwwyborwrbywwbgobgbggbrrryyooyobbroorygywrwybygrg
133,R2 F1 U0 D2 F0 L1 B0 ,owgowgwwyborwrbggbbgobgbygyoyryyroorbbroorgrgwrwybyyww
134,F1 U0 D2 F0 L1 B0 ,owrowrwwrbggbrwrobbgybgyygwoygyygooybbroorgrgyrwbbyoww
135,U0 D2 F0 L1 B0 ,owrowrbbrgggyrwoobyywgggbbyrrgyygooybbroowgrwyrwbbyoww
136,D2 F0 L1 B0 ,boobwwrrryrwyrwoobggggggbbyrrgyygooyyywoowgrwbbrbbyoww
137,F0 L1 B0 ,boobwwrrryrwyrwgrwggggggowwyoogyygrryywoowoobbbrbbybby
138,L1 B0 ,boobwwbwwrrwrrwrrwoggwggwgggyygyygrryyyoooooobbrbbybby
139,B0 ,ooowwwwwwrrwrrwrrwgggggggggyyyyyyrrryooyooyoobbbbbbbbb
140,L2 R0 D1 U1 B1 R1 F2 D2 L1 U2 ,obrowgrwbyybwrbwobyrrggoorogygyygwboyygrowgbywobwbgwrr
141,R0 D1 U1 B1 R1 F2 D2 L1 U2 ,gbrywgwwbyybwrbwobrrrggobrooygoygrboybgworgyywoowbgwry
142,D1 U1 B1 R1 F2 D2 L1 U2 ,gbrywowwowwyorybbbrrggggbrooywoywrbwybgworgyyboogbgrry
143,U1 B1 R1 F2 D2 L1 U2 ,gbrywowwowwyoryrryrrggggbbbwwwyyboorybgworbroboogbggyy
144,B1 R1 F2 D2 L1 U2 ,roobwwgywrrgoryrryybggggbbbwwwyyboorbooworbrowwygbggyy
145,R1 F2 D2 L1 U2 ,bwbbwwgywrrrororroybggggbbbwwwyybyygooooorrroygywbywgg
146,F2 D2 L1 U2 ,bwwbwwgyyroorrrrorybbggwbbwwwgyygyybooooorrroggybbywgg
147,D2 L1 U2 ,bwwbwwgwwooorrroorwbbwggbbyyygyygyybooroorrrrggybbywgg
148,L1 U2 ,bwwbwwgwwooorrrrrrwbbwggwggbyygyygyyoorooroorggybbybby
149,U2 ,wwwwwwwwwooorrrrrrbbbggggggyyyyyyyyyrrroooooogggbbbbbb
150,R1 L2 B2 R1 F2 D0 B2 U2 L1 B0 ,bgoywwrybogworowwwyrybgygbryobwybwroyggroygroborwbggbr
151,L2 B2 R1 F2 D0 B2 U2 L1 B0 ,bggywwrybwowgrwoowyrobgwgbbyoywyywrryggroygrooorbbgbbr
152,B2 R1 F2 D0 B2 U2 L1 B0 ,yggwwwwybwowgrwoowrroggwrbbboyyyyrrrorgyorggyoogbbbbby
153,R1 F2 D0 B2 U2 L1 B0 ,rrrwwwwybwoggryooorroggwrbbboyyyyggywrgworwgyybbbbbgoo
154,F2 D0 B2 U2 L1 B0 ,rrgwwbwyygyoorowgorrrggwrbbbooyywggbwrgworwgyybbybbyoo
155,D0 B2 U2 L1 B0 ,rrgwwboobyyorroggobbrwggrrryywyywggbwrwwoowggybbybbyoo
156,B2 U2 L1 B0 ,rrgwwboobyyorrorrrbbrwggwgggyygyybwwwrwwooyooybbybbggo
157,U2 L1 B0 ,wwbwwboobyyyrrwrrwbbrwggwgggyygyygrrrrwoooooooggbbybby
158,L1 B0 ,boobwwbwwrrwrrwrrwoggwggwgggyygyygrryyyoooooobbrbbybby
159,B0 ,ooowwwwwwrrwrrwrrwgggggggggyyyyyyrrryooyooyoobbbbbbbbb
160,D1 R2 B2 D2 R2 U1 B1 D1 L1 F0 ,ggorwyrwbwbbwryoywyrowgbrbygrgbyoboroggyoorowywwrbgbgy
161,R2 B2 D2 R2 U1 B1 D1 L1 F0 ,ggorwyrwbwbbwrybgyyrowgboywgorryogbboggyoorbyywwrbgrow
162,B2 D2 R2 U1 B1 D1 L1 F0 ,ggrrworwbygbyrwbbwyrrwgroyygooryygbboggyoorbywwwbbgoow
163,D2 R2 U1 B1 D1 L1 F0 ,bbgrworwbygryrybboyrrwgroyygooryyrggwggwoobbywoogbbwww
164,R2 U1 B1 D1 L1 F0 ,bbgrworwbygryrybbyyrrwgrwwwggryyroogwggwoobbowoogbboyy
165,U1 B1 D1 L1 F0 ,bbrrwrrwgybbyryrgyyrowggwwwgggyyooobwggwoobbowoorbbryy
166,B1 D1 L1 F0 ,rrgbwwbrryroyryrgywggwggwwwgggyyooobwoowoobboybbrbbryy
167,D1 L1 F0 ,bwwbwwbrryrryrrrggwggwggwwwgggyyoyyooooooobbobbybbyyrr
168,L1 F0 ,bwwbwwbrryrryrryrrwggwggrgggoogyygyyoooooowwwbbybbybbo
169,F0 ,wwwwwwrrryrryrryrrgggggggggoooyyyyyyoowoowoowbbbbbbbbb
170,D2 U2 B1 R0 U2 B0 F1 R1 L2 U2 ,googwggrbwryoroorbrboggywbbgyybywbrrwwyooywwoggrwbbyyr
171,U2 B1 R0 U2 B0 F1 R1 L2 U2 ,googwggrbwryorowworboggyyyrrrbwybyygwwyooyorbggrwbbwbb
172,B1 R0 U2 B0 F1 R1 L2 U2 ,brggwgoogwwyorowwoggrggyyyrrrbwybyygwryooyorbrbowbbwbb
173,R0 U2 B0 F1 R1 L2 U2 ,oowgwgoogwwborrwwgggrggyyyrrrbwybooyyryyoygrbobbbbbrww
174,U2 B0 F1 R1 L2 U2 ,oorgwyoorwowwrwgrbggbggbyyyrrrwyboooyryyoygrbgbbgbbwww
175,B0 F1 R1 L2 U2 ,rooywgrooyrywrwgrbgbbggbyyyrrrwybooowowyoygrbggbgbbwww
176,F1 R1 L2 U2 ,ywbywgrooyrowrogrogbbggbyyyrrrwybwygoowooyrrbwggwbgwbb
177,R1 L2 U2 ,ywbywgywgrrorrorrobbybgyggywybwybwygoooooorrrwggwbgwbb
178,L2 U2 ,ywwywwywwooorrrrrrbbbbgggggwyywyywyyoooooorrrgggbbgbbb
179,U2 ,wwwwwwwwwooorrrrrrbbbggggggyyyyyyyyyrrroooooogggbbbbbb
180,L2 F2 D2 B2 L2 U0 F2 B0 R2 U1 ,wrowwywyyrgbyrrwborrbogbggrrwbyyoywgobgoowgoyygbbbgwro
181,F2 D2 B2 L2 U0 F2 B0 R2 U1 ,rroywyyyyrgbyrrwboorbggbbgrwwbwyowwgyogwoogboyggbbowrr
182,D2 B2 L2 U0 F2 B0 R2 U1 ,rroywybwwogborrgborgbbggbroyyywyowwgyowwoygbryggbbowrr
183,B2 L2 U0 F2 B0 R2 U1 ,rroywybwwogborrgbrrgbbggwrrgwwoywyyyyowwoygboyggbbobro
184,L2 U0 F2 B0 R2 U1 ,yyyywybwwoggorwgbyrgbbggwrrgwwoyworrrowroybboorbobbggy
185,U0 F2 B0 R2 U1 ,gyyowyowwoggorwgbyygbbggbrrywwyywbrrobbyorwororwobbggr
186,F2 B0 R2 U1 ,oogwwywyyorworwgbyoggbggbrrywwyywbrrygbyorworobbobbggr
187,B0 R2 U1 ,oogwwywwyrrwrrwbbyrrbggbggoyywyywbrryggyoowooobbobbggr
188,R2 U1 ,wwywwywwyrrrrrrbbbrrbggbggoyywyywyywgggoooooogoogbbrbb
189,U1 ,wwwwwwwwwbbbrrrrrrrrrggggggyyyyyyyyygggooooooooobbbbbb
190,D2 U2 R1 D1 L1 B0 F1 R0 L0 D0 ,ogwgwoyoyrybwrryyrgwbggrorowgbbybbrwgwrooowwgoyybbbgyr
191,U2 R1 D1 L1 B0 F1 R0 L0 D0 ,ogwgwoyoyrybwrrwwggwbggrgyrwrbbybbgwgwroooyyroyybbboro
192,R1 D1 L1 B0 F1 R0 L0 D0 ,yoyowgwgogwrwrrwwgoyyggrgyrwrbbybbgwryboooyyrgwbbbboro
193,D1 L1 B0 F1 R0 L0 D0 ,yooowbwggrrgwrwgwwoyyggggyowrybyrbgrryboooyyrwwbbbbbro
194,L1 B0 F1 R0 L0 D0 ,yooowbwggrrgwrwbrooyyggggwwyrrrygwbbrybooogyowwbbbbyyr
195,B0 F1 R0 L0 D0 ,ooogwbgggrrgwrwbroyyyrggwwwrrrbygbbbbooyoyrogwwwbboyyy
196,F1 R0 L0 D0 ,gwogwbgggrrbwrbbrbyyyrggwwwrrrbygbyroooooyoogybwybwyow
197,R0 L0 D0 ,gwogwbrwbrrbrrbrrbygwygwyrwoygbygbyroogoogoogybwybwyow
198,L0 D0 ,gwwgwwrwwrrrrrrbbbyggyggyrroyybyybyyoogoogoogbbwbbwoow
199,D0 ,wwwwwwwwwrrrrrrbbbggggggrrryyyyyyyyyoooooogggbbbbbbooo
200,R0 F0 U2 L0 R0 B2 U2 R2 L1 U1 ,ywwywwrorgbbgrryywybwbgwygorobgygrwooogroybrboogbbygrw
201,F0 U2 L0 R0 B2 U2 R2 L1 U1 ,ywwywwrooyggyrbwrbybbbggygoroggybrwooogroybrbrogwbywrw
202,U2 L0 R0 B2 U2 R2 L1 U1 ,ywwywwbygrggorborbybyggbogbwyygybrwooorroobrgrogwbywrw
203,L0 R0 B2 U2 R2 L1 U1 ,gybwwywwyoororborbrogggbogbwyygybrworggroobrgybywbywrw
204,R0 B2 U2 R2 L1 U1 ,wybywyywyoororborbgogwgbwgbryygybowobrrroggogybrwbgwrw
205,B2 U2 R2 L1 U1 ,wygywbywbooorrobbrgoywgbwgorywgywowybrrroggogybrybgbrw
206,U2 R2 L1 U1 ,ywoywbywboogrrrbbbgoywgbwgorywgywgywrrroogoogwrbgbyrby
207,R2 L1 U1 ,bwybwyowyrrrrrrbbbwrbwgbwgorywgywgywoogoogooggoygbyrby
208,L1 U1 ,bwwbwwowwbbbrrrrrrwrrwggwggryygyygyyoogoogoogooybbybby
209,U1 ,wwwwwwwwwbbbrrrrrrrrrggggggyyyyyyyyygggooooooooobbbbbb
210,L2 U0 F0 L0 B2 R1 L1 D0 U1 L0 ,ggwwwbgwbyybyrgwryogrwgrgyrrobbybggowbwwooooyorrybrboy
211,U0 F0 L0 B2 R1 L1 D0 U1 L0 ,rgwbwbgwbyybyrgwryygrrgrryrgobwybggoyoooowwbworgybwboo
212,F0 L0 B2 R1 L1 D0 U1 L0 ,gbrwwgbbworgyrgwryyybrgrryrgobwybggoygroowwbwyooybwboo
213,L0 B2 R1 L1 D0 U1 L0 ,gbrwwgwwrbrgbrgwryrryygyrrbwyowybggoyggooowbbyooybwboo
214,B2 R1 L1 D0 U1 L0 ,obrwwgowrbrgbrgwrygrywgywrbryoyybrgowoybogbogyogybwbow
215,R1 L1 D0 U1 L0 ,ogrwwgowrbrbbrbwrwgrywgywrbryoyybrboyoygoggogwobwbygoy
216,L1 D0 U1 L0 ,oggwwwowwbbwrrrbbwgrrwggwrrryyyyyrbbyoygoggogoobbbyooy
217,D0 U1 L0 ,gggwwwwwwbbwrrrbbwrrryggrrryyyyyybbbyggoooyggooobbwooo
218,U1 L0 ,gggwwwwwwbbwrrrrrrrrryggyggbyybyybyyyggooooooooobbwbbw
219,L0 ,gwwgwwgwwrrrrrrrrryggyggyggbyybyybyyooooooooobbwbbwbbw
220,L1 D0 B1 F1 D0 R0 U2 F0 L0 D2 ,yowgwbywrwrbwrbbwbogbwgbggroyyyyogrygrggorrbwoyrobooyw
221,D0 B1 F1 D0 R0 U2 F0 L0 D2 ,oowwwbgwrwrbwrbbwbogbygbggrwyyoyorrygrwrobggroyyobgoyy
