,mvt,rbk_str
20,L0 D0 F1 U0 L1 F0 U0 D1 R2 L2 ,bwbbwrrbwrbogrrrrgywgwgowgbgywyywboooogroorbowgygbyyyy
21,D0 F1 U0 L1 F0 U0 D1 R2 L2 ,ywbywrybwrbogrrrrgbwgbgorgbyywwywwoorroboooogwgbgbyyyg
22,F1 U0 L1 F0 U0 D1 R2 L2 ,ywbywrybwrbogrrrgbbwgbgooogwwyoyyowwrrobooyygwgbgbyrrg
23,U0 L1 F0 U0 D1 R2 L2 ,ywbywrrgrybowrrwgbgogwgobbooogoyyowwrrwbobyyywgbgbyrrg
24,L1 F0 U0 D1 R2 L2 ,ryygwwrrbwgbwrrwgbybowgobbooogoyyowwgogbobyyyrrwgbyrrg
25,F0 U0 D1 R2 L2 ,yyywwwbrbwgbwrrwgboboogoobogogyyywwwgbyooygbyrrrgbgrrr
26,U0 D1 R2 L2 ,yyywwwyyybgbrrrbgbooobgbooowwwyyywwwgbgooogbgrrrgbgrrr
27,D1 R2 L2 ,ywyywyywyrrrrrrbgbbgbbgbooowwwyyywwwoooooogbggbggbgrrr
28,R2 L2 ,ywyywyywyrrrrrrrrrbgbbgbbgbwywwywwywooooooooogbggbggbg
29,L2 ,ywwywwywwrrrrrrrrrbggbggbggwyywyywyyooooooooobbgbbgbbg
30,U0 F2 R0 L1 D1 B2 F1 U0 D1 R1 ,wbobwywwobbbbryyworrwwgwbgbroroyoyyygrgrogrywyoorbgggg
31,F2 R0 L1 D1 B2 F1 U0 D1 R1 ,wbwwwboyoyoobryywobbbwgwbgbroroyoyyyrrwrogrywgrgrbgggg
32,R0 L1 D1 B2 F1 U0 D1 R1 ,wbwwwbrorwoogrywwobgbwgwbbboyooyoyyyrryrobryygrgrbgggg
33,L1 D1 B2 F1 U0 D1 R1 ,wbbwwwrobwgwwrooyobgowgobbyoygoyryygrryrobryyrrgbbgwgg
34,D1 B2 F1 U0 D1 R1 ,bbbwwwbobwgwwrooyoogoogoybygyggyrgygybyroyrrrrrrbbwwgw
35,B2 F1 U0 D1 R1 ,bbbwwwbobwgwwrowgwogoogooyogrgyyygggybyroyybyrrrbbwrrr
36,F1 U0 D1 R1 ,gggwwwbobwgywrrwgyogoogooyogrgyyybbbwbyooywbyrrrwbbrrr
37,U0 D1 R1 ,gggwwwwwwggyrrrggyoooggyoooyyyyyybbbwbbooowbbrrrwbbrrr
38,D1 R1 ,wwgwwgwwgrrrrrrggyggyggyoooyyyyyybbboooooowbbwbbwbbrrr
39,R1 ,wwgwwgwwgrrrrrrrrrggyggyggyyybyybyybooooooooowbbwbbwbb
40,U1 R2 B1 L1 D2 F2 R1 B2 L0 U1 ,bbbywbgbwowwwrogrooobggrwoyrwryygogbygwyooyrgrrrybbywg
41,R2 B1 L1 D2 F2 R1 B2 L0 U1 ,bbwbwbbygoobwrogroygwggrwoyrwryygogbrrryooyrgowwybbywg
42,B1 L1 D2 F2 R1 B2 L0 U1 ,bbrbwgbyborgorwbooygyggywoorwwyyboggrrryooyrgywwrbbwwg
43,L1 D2 F2 R1 B2 L0 U1 ,yyrbwgbyborborbborygyggywoorwwyybowgorrgoogrgwbgwbwyrw
44,D2 F2 R1 B2 L0 U1 ,yyrgwgwyborborbborrgyygyooowwwwybgwgrogroroggwbbwbbyry
45,F2 R1 B2 L0 U1 ,yyrgwgwyborborboggrgyygyyrygwgbywwwwrogrorborwbbwbbooo
46,R1 B2 L0 U1 ,yyrgwggwgrrbrrbgggyryygyygrbywbywwwwroorooboowbbwbbooo
47,B2 L0 U1 ,yyogwwgwwbbgrrgrrgyrryggyggbyybyywwrroorooboowbbwbbwoo
48,L0 U1 ,rwwgwwgwwbbbrrrrrryrryggyggbyybyyoyygoogoogoooowbbwbbw
49,U1 ,wwwwwwwwwbbbrrrrrrrrrggggggyyyyyyyyygggooooooooobbbbbb
50,B1 D2 F2 U1 L0 B0 R0 D1 L0 R0 ,gwwwwowbbowobryggyboybgygyywgrwyrbobygryororrgborborgw
51,D2 F2 U1 L0 B0 R0 D1 L0 R0 ,oyywwowbbowgbrwggwboybgygyywgrwyryyobgroorbrroowbbggrr
52,F2 U1 L0 B0 R0 D1 L0 R0 ,oyywwowbbowgbrwbrrboybgygrroyyrywrgwbgroorggwoowbbggyy
53,U1 L0 B0 R0 D1 L0 R0 ,oyywwoyyowwgrrwrrrrrgygbyobbbwrywrgwbgboobggooowbbggyy
54,L0 B0 R0 D1 L0 R0 ,yooywyowyrrgrrwrrrbgbygbyobbbwrywrgwoowoobggowwgbbggyy
55,B0 R0 D1 L0 R0 ,yoogwygwyrrgrrwrrrygbygboobbbwyywygwgoogooobwwwrbbrgyb
56,R0 D1 L0 R0 ,gwrgwygwyrrwrrgrryygbygboobbbwyywggoooooooybwgbwybwbrr
57,D1 L0 R0 ,gwbgwbgwbrrrrrrygwygwygwooobbbyyygggooooooybwybwybwrrr
58,L0 R0 ,gwbgwbgwbrrrrrrrrrygwygwygwbygbygbygoooooooooybwybwybw
59,R0 ,wwbwwbwwbrrrrrrrrrggwggwggwyygyygyygoooooooooybbybbybb
60,R0 F0 U0 R1 F0 D0 U1 R0 B0 U1 ,rrowwowbrwbbwrryogorbrgbrwbgoryygyywygbyowggwyggybbooo
61,F0 U0 R1 F0 D0 U1 R0 B0 U1 ,rrbwwbwbbywworbgrborrrggrwwgooyyyyyyygbyowggwrggobbooo
62,U0 R1 F0 D0 U1 R0 B0 U1 ,rrbwwbwwbwwwbrbbrbrrowgrwgrgoyyyyyyyyggyooggorggobbooo
63,R1 F0 D0 U1 R0 B0 U1 ,wwrwwrbbbrggbrbbrbwwwwgrwgrgoyyyyyyyrroyooggoyggobbooo
64,F0 D0 U1 R0 B0 U1 ,wwowwobbygbbgrrrbbwwrwgrwgbgowyyryyrrroyooggoyggybbyoo
65,D0 U1 R0 B0 U1 ,wwowwoooobbbbrrybbwwwggwbrrrggyyryyrrrgyooggwyggybbyoo
66,U1 R0 B0 U1 ,wwowwoooobbbbrrbrrwwwggwggwyyryygrrgrrgyooyooyggybbybb
67,R0 B0 U1 ,ooowwowwowwwbrrbrrrrgggwggwyyryygrrgyggyooyoobbbybbybb
68,B0 U1 ,oogwwwwwwbbwrrwrrwrrrggggggyyyyyyrrbyggyooyooobbobbobb
69,U1 ,wwwwwwwwwbbbrrrrrrrrrggggggyyyyyyyyygggooooooooobbbbbb
70,B2 D1 F0 L2 D1 B0 L0 F1 R1 D2 ,boorwgwwygrbbrrggwggrggogyrybwbyyyorwwowoobroyyoybbbwr
71,D1 F0 L2 D1 B0 L0 F1 R1 D2 ,royrwgwwygrbbrwggwggrggogyrybwbyyoobwworoobrorwbbbyoyy
72,F0 L2 D1 B0 L0 F1 R1 D2 ,royrwgwwygrbbrwoyyggrggoggwwybbyoybowworoogyrrwbbbybro
73,L2 D1 B0 L0 F1 R1 D2 ,royrwgroowrbwrwyyyggggggworobgbyoybowwwroygybrwbbbybro
74,D1 B0 L0 F1 R1 D2 ,ooybwgyoowrbwrwyyyoggyggborrbgryorbobygyorwwwrwwbbgbrg
75,B0 L0 F1 R1 D2 ,ooybwgyoowrbwrwbrgoggyggyyygoobybrrrbygyorborrwwbbgwww
76,L0 F1 R1 D2 ,bwgbwgyoowrrwrrbrroggyggyyygoobybbybyygooroorwbrwbwwgw
77,F1 R1 D2 ,wwgwwgroowrrwrrbrrbggbggyyyoooyybyybooyooyrrgwbbwbbwgg
78,R1 D2 ,wwgwwgwwborrorrorrggyggybbyyygyybyyboooooorrrwbbwbbwgg
79,D2 ,wwwwwwwwwrrrrrroooggggggbbbyyyyyyyyyoooooorrrbbbbbbggg
80,F2 L2 D2 R0 L1 B1 F0 R2 B2 L1 ,wrbgwbwrbywworrgwbobryggryogoybyggoygybooryywrgowbbowr
81,L2 D2 R0 L1 B1 F0 R2 B2 L1 ,wrbgwbyogwwwrrrbwboyrggyrbobrwbyggoygygoooyyyrgowbbowr
82,D2 R0 L1 B1 F0 R2 B2 L1 ,brbbwbgogwwwrrrbwbryrbgyobowrwgygyoyyyyooogygrgrwbgowo
83,R0 L1 B1 F0 R2 B2 L1 ,brbbwbgogwwwrrrgygryrbgyowoyoygygwrwyyyooobwbrgrwbgobo
84,L1 B1 F0 R2 B2 L1 ,brrbwygoogrwyrwgrwryybggowwyoogywwrryyyooobwbggrbbgbbo
85,B1 F0 R2 B2 L1 ,rrrbwyooogrwyrwgrwyyygggwwwooogywrrryobyowyobgggbbbbbb
86,F0 R2 B2 L1 ,yyybwyooogrryrrgrryyygggwwwooogywwwwrobrowrobgbbgbbgbb
87,R2 B2 L1 ,yyybwybwborrorrorrwgywgywgygyggywwwwroorooroogbbgbbgbb
88,B2 L1 ,yygbwwbwwrrorrorrowggwggwgggyygyywwbrooroorooybbybbybb
89,L1 ,bwwbwwbwwrrrrrrrrrwggwggwgggyygyygyyooooooooobbybbybby
90,B1 F1 D0 L2 F1 D1 R0 L1 F0 R0 ,rrwywyboogroorboybyyyggwrwwgrbrygwgyybrwoorbwgggobbowb
91,F1 D0 L2 F1 D1 R0 L1 F0 R0 ,rwyywyboogrrorroywyyyggwrwwgrbrygbbowbrgooybwgbbgbwgoo
92,D0 L2 F1 D1 R0 L1 F0 R0 ,rwyywygoobrrrrrgywywwygwygrrowrygbbowbogooybbgbbgbwgoo
93,L2 F1 D1 R0 L1 F0 R0 ,rwyywygoobrrrrrygrywwygwybbbrrbyoogwwbogoogoogbbgbwgyw
94,F1 D1 R0 L1 F0 R0 ,bwybwyooobrrrrrygrwwwwgwbbbrrryyoggwoogoogobwgbygbygyy
95,D1 R0 L1 F0 R0 ,bwybwybryrrrrrrrgrwwbwgbwwbggwyyoggwooooooobogbygbygyy
96,R0 L1 F0 R0 ,bwybwybryrrrrrrgyywwbwgbrgrwowgyggygoooooowwbgbygbyobo
97,L1 F0 R0 ,bwbbwbbrrgrryrryrrwwwwggrggwoogyggygoooooowwbybyybyybo
98,F0 R0 ,wwbwwbrrrgrryrryrrwwwggggggoooyygyygooboowoowybbybbybb
99,R0 ,wwbwwbwwbrrrrrrrrrggwggwggwyygyygyygoooooooooybbybbybb
100,D0 L1 R2 F2 B2 D0 R0 L2 D1 F1 ,rwyrwyygybrbyrowbbowoyggbrowbgoywgwwgggoobygorowbbyrrr
101,L1 R2 F2 B2 D0 R0 L2 D1 F1 ,rwyrwyygybrbyrobroowoyggygogowwybwwggggoobrrrrowbbywbb
102,R2 F2 B2 D0 R0 L2 D1 F1 ,owyywyygybrbyrobrogwowggwgobowyybwwggbrgorgorroybbrwbr
103,F2 B2 D0 R0 L2 D1 F1 ,owwywbyggorborybrbgwwwgbwgrboyyyywwygbrgorgorooygbrobr
104,B2 D0 R0 L2 D1 F1 ,owwywbyobrrbrryrrbrgwbgwwwgggyyyywwygbbgoogooooygbrobr
105,D0 R0 L2 D1 F1 ,ywwywbyobrrgrrgrrgrgwbgwwwgggyyyywwobbbyooboorborbgyoo
106,R0 L2 D1 F1 ,ywwywbyobrrgrrgwwgrgwbgwboowygwygoyybbbyooyoorborbgrrg
107,L2 D1 F1 ,ywwywwyoowrrwrrgggrggbggboywyrwyroyrbbbyooyoobbobbgwrg
108,D1 F1 ,wwwwwwooowrrwrrgggggggggooyyyryyryyrooyooybbbbbbbbbwrr
109,F1 ,wwwwwwooowrrwrrwrrgggggggggrrryyyyyyooyooyooybbbbbbbbb
110,R2 D2 L1 U2 B2 R1 D1 F0 U0 L2 ,rrowwogyrbygorbybgyrygggrrowwbbywwwrygoboybrbwggobywoo
111,D2 L1 U2 B2 R1 D1 F0 U0 L2 ,rrbwwwgyrgbybrogybyrwggorrwwwobyowwrygoboybrbogggbyyoo
112,L1 U2 B2 R1 D1 F0 U0 L2 ,rrbwwwgyrgbybrobrbyrwggoyoorwwoybowwygoboygybogggbyrrw
113,U2 B2 R1 D1 F0 U0 L2 ,yrbgwwyyrgbybrobrbrrwogoooowwwyybgwwoybgoyybgogggbwrrr
114,B2 R1 D1 F0 U0 L2 ,ryywwgbryoybbrobrboggogoooowwwyybgwwgbygoyybgrrwgbwrrr
115,R1 D1 F0 U0 L2 ,wwgwwgbryoyybrgbrgoggogoooowwwyybyyrbbyooybbgrrrwbgwrr
116,D1 F0 U0 L2 ,wwwwwwbrryggyrrobboggoggooywwgyyoyyobbyooybbgrrrbbgwrr
117,F0 U0 L2 ,wwwwwwbrryggyrrwrroggoggobbgoowyywyybbyooyooyrrrbbgbbg
118,U0 L2 ,wwwwwwyyybggrrrrrrooobggbggwyywyywyybbgoooooorrrbbgbbg
119,L2 ,ywwywwywwrrrrrrrrrbggbggbggwyywyywyyooooooooobbgbbgbbg
120,R2 U0 L2 F2 D2 B0 L2 F2 R1 B2 ,rgwrwwybyroryrrwwgoobbgbwggoyryyrowwyygoowbobbrgbbgogy
121,U0 L2 F2 D2 B0 L2 F2 R1 B2 ,rgrrwrybwgwwrryrorooobgbwgboywyywowyyygoowbobgrgbbgbgy
122,L2 F2 D2 B0 L2 F2 R1 B2 ,yrrbwgwrrgrgrryrorgwwbgbwgboywyywowyooooowbobyygbbgbgy
123,F2 D2 B0 L2 F2 R1 B2 ,orrywgorrgrgrryrorywwggbggbyywbywwwybobwoooooyywbbbbgg
124,D2 B0 L2 F2 R1 B2 ,orrywgwyyorgoryborbggbggwwyrrobywwwyborworoogyywbbbbgg
125,B0 L2 F2 R1 B2 ,orrywgwyyorgoryoogbggbggbggywwwyborrborworboryywbbbwwy
126,L2 F2 R1 B2 ,gygywgwyyorrorrooobggbggbggywwwybbwbrorroroorwbywbyybw
127,F2 R1 B2 ,yygwwgbyyorrorrooowggyggygggwwyybwwbroororrorwbbwbbybb
128,R1 B2 ,yygwwgwwgrrrrrroooggyggyggwyybyybwwbroorooroowbbwbbybb
129,B2 ,yyywwwwwwrrorrorrogggggggggyyyyyywwwroorooroobbbbbbbbb
130,D2 L0 R0 D2 L1 U2 R2 L2 F2 D1 ,yywywgowrboobrogorybywgybgowwybywgybggbrorrrogorbbgwrw
131,L0 R0 D2 L1 U2 R2 L2 F2 D1 ,yywywgowrboobrorroybywgywrwbygwybywwggbrorgorgorbbgbgo
132,R0 D2 L1 U2 R2 L2 F2 D1 ,oywgwgrwrboobrorroybyygyorwyygwybwwwgrgoogrrbgoybbwbgb
133,D2 L1 U2 R2 L2 F2 D1 ,oyygwyrwwrbbrrooooybgygborwyybwybwwggrgoogrrbroygbwwgb
134,L1 U2 R2 L2 F2 D1 ,oyygwyrwwrbbrrorrbybgygbwgbgwwbywbyygrgoogoooroygbworw
135,U2 R2 L2 F2 D1 ,yyyywywwwrbbrrorrbgbgbgbbgbwwwwywyyyggoroogoororgbgoro
136,R2 L2 F2 D1 ,wwwywyyyyggorrorrbrorbgbbgbwwwwywyyyrbbroogoogbggbgoro
137,L2 F2 D1 ,wwwywwyyybrrorroggroobggbggwwwwyyyyyrbbroogoobbgbbgrro
138,F2 D1 ,wwwwwwyyybrrorroggoooggggggwwwyyyyyyoogoorbbrbbbbbbrrr
139,D1 ,wwwwwwwwwrrrrrrgggggggggoooyyyyyyyyyoooooobbbbbbbbbrrr
140,U2 F2 D2 U1 L0 F2 R1 D0 L1 B2 ,bgwywygwworrgrrrowybbwgyrrgggybyybwooboroorowboywbbggy
141,F2 D2 U1 L0 F2 R1 D0 L1 B2 ,wwgywywgbobogrrrowboywgyrrgggybyybwoorrroorowybbwbbggy
142,D2 U1 L0 F2 R1 D0 L1 B2 ,wwgywyyggwboorrrowgrrygwyobbgwbyybwoorrrogrooybbwbbggy
143,U1 L0 F2 R1 D0 L1 B2 ,wwgywyyggwboorrroogrrygwggyowbyybwgborrrogrowybbwbbyob
144,L0 F2 R1 D0 L1 B2 ,gygwwgwyygrrorrrooorrygwggyowbyybwgbybbrogrowwbowbbyob
145,F2 R1 D0 L1 B2 ,bygbwgoyygrrorrroogrrwgwwgyowbyybggbrryoobwgbwbwwbyyoo
146,R1 D0 L1 B2 ,bygbwgbwobrrbrryooygwwgwrrgyyoyybggbrrrooowggwbwwbyyoo
147,D0 L1 B2 ,byybwwbwwrrorrobbyyggwggrroyywyywgggrrrooowggbbwbbyooo
148,L1 B2 ,byybwwbwwrrorrorroyggwggwgggyygyygwwrrroooooobbwbbybby
149,B2 ,yyywwwwwwrrorrorrogggggggggyyyyyywwwroorooroobbbbbbbbb
150,B1 R1 L2 D1 R2 U2 F0 B1 L1 R1 ,grgowbrrbwywwrbyyrgwobgoyorrgggygywbyywroworboboobywgb
151,R1 L2 D1 R2 U2 F0 B1 L1 R1 ,oryowbrrbwygwrryyggwobgoyorrgggygrbwyywwowbrboybbbgoow
152,L2 D1 R2 U2 F0 B1 L1 R1 ,oroowbrrogrgyrywwygwybgbyobrgogyorbryywwowbrbwybgbggow
153,D1 R2 U2 F0 B1 L1 R1 ,rrogwbrrogrgyrywwywwyggbbobogooyorbrbrbwowwyywyygbbgog
154,R2 U2 F0 B1 L1 R1 ,rrogwbrrogrgyrygogwwyggbwwyoorgyboorbrbwowbobwyygbbwyy
155,U2 F0 B1 L1 R1 ,rrrgwbrrrgogyrygrgwwwgggwwwooogybooobrbwowbobyyybbbyyy
156,F0 B1 L1 R1 ,rrrbwgrrrbrbyrygrgyyygggwwwooogybooogogwowbobwwwbbbyyy
157,B1 L1 R1 ,rrrbwgbwgrrbrryrrgwgywgywgygybgybooogoowooboowwwbbbyyy
158,L1 R1 ,bwgbwgbwgrrrrrrrrrwgywgywgygybgybgybooooooooowbywbywby
159,R1 ,wwgwwgwwgrrrrrrrrrggyggyggyyybyybyybooooooooowbbwbbwbb
160,U0 F2 L1 D2 F2 L0 D2 U0 B2 F2 ,yybwwwwyoygwrrobrgobbyggwbrgwygybgwyorboorroorggbbyrow
161,F2 L1 D2 F2 L0 D2 U0 B2 F2 ,wwyywyowbrggrrobrgygwyggwbrgwygybgwyobboorrooorbbbyrow
162,L1 D2 F2 L0 D2 U0 B2 F2 ,wwyywyywgoggrrobrgrbwggywgybwogybgwyobboorrororbbbyrow
163,D2 F2 L0 D2 U0 B2 F2 ,rwygwywwgoggrrobrgbbwggyggywwoyybbwybrrboooororybbyrow
164,F2 L0 D2 U0 B2 F2 ,rwygwywwgoggrrooorbbwggyrowywbbyyowwbrrboobrgorybbyggy
165,L0 D2 U0 B2 F2 ,rwygwybwygggorororworyggwbbgwwbyyowwbroborbroorybbyggy
166,D2 U0 B2 F2 ,ywyywyywygggorororrorgggbbbwwwyyywwwbbbrororoorobbbggg
167,U0 B2 F2 ,ywyywyywygggoroorororggggggwwwyyywwwbbbrorrororobbbbbb
168,B2 F2 ,yyywwwyyyorooroorogggggggggwwwyyywwwrorrorrorbbbbbbbbb
169,F2 ,wwwwwwyyyorrorrorrgggggggggwwwyyyyyyoorooroorbbbbbbbbb
170,R0 D2 B1 L1 R2 F2 B0 U1 L0 R0 ,wogbwywyybrrrrrggyogowggbbwyoowyoybrbybooggbrwyrwbwgro
171,D2 B1 L1 R2 F2 B0 U1 L0 R0 ,woobwgwywgrbgrryrrogowgobbryogwywybwbybooggbryyrybwgro
172,B1 L1 R2 F2 B0 U1 L0 R0 ,woobwgwywgrbgrrgbrogowgogrowbywywgoybyboogyrryyrybwbbr
173,L1 R2 F2 B0 U1 L0 R0 ,yobbwgwywgrwgrogboogowgogrowbywywrrbgyboogyrrrwrybbyyb
174,R2 F2 B0 U1 L0 R0 ,oobwwggywgrwgrogbowgowgorrobbybywrrbbgryorgoyrwwybbyyy
175,F2 B0 U1 L0 R0 ,ooywwwgybobgorgwrgwgywgyrrrbbbbygrrwbgryorgoyowwobboyy
176,B0 U1 L0 R0 ,ooywwwbbbybgrrgrrgrrrygwygwbygbygrrwbgwyoogooowwobboyy
177,U1 L0 R0 ,gggwwwbbbybwrrrrrrrrrygwygwbygbygbygygwoooooooooybwybw
178,L0 R0 ,gwbgwbgwbrrrrrrrrrygwygwygwbygbygbygoooooooooybwybwybw
179,R0 ,wwbwwbwwbrrrrrrrrrggwggwggwyygyygyygoooooooooybbybbybb
180,B1 F0 D0 B0 U2 D0 F1 R0 L1 B0 ,yoobwbywwgyyrrrgywrgobgbrgywyrgyrrgbbwbooowrbgwowbyoog
181,F0 D0 B0 U2 D0 F1 R0 L1 B0 ,wobbwbywwgyyrrogyorgobgbrgywyrgyrwryrwbgoobrboygwbogwo
182,D0 B0 U2 D0 F1 R0 L1 B0 ,wobbwbbobyyywrowyorbrgggybogrggyrwryrwwgoybrroygwbogwo
183,B0 U2 D0 F1 R0 L1 B0 ,wobbwbbobyyywroyborbrgggbrrwggryryrgrwwgoygwooygwbowyo
184,U2 D0 F1 R0 L1 B0 ,yoobwbbobyygwrrybyrbrgggbrrwggryrrggbwwooywwowwoybyoog
185,D0 F1 R0 L1 B0 ,bobbwbooybwwwrrybywwogggbrrwggryrrggyygooywworbrybyoog
186,F1 R0 L1 B0 ,bobbwbooybwwwrrbrrwwogggwworrwgyggrgyygooyoogrbrybyyby
187,R0 L1 B0 ,bobbwbbwbwwwrrrrrrogowgwwgwgyggyggrgyyyoooooorbrybyyby
188,L1 B0 ,boobwwbwwrrwrrwrrwoggwggwgggyygyygrryyyoooooobbrbbybby
189,B0 ,ooowwwwwwrrwrrwrrwgggggggggyyyyyyrrryooyooyoobbbbbbbbb
190,L0 B1 F1 R2 U2 D0 L2 B0 D0 R2 ,grbbwroywogworwwggyobwgbrbobwggyyyoowybrorrwyrbrobyygg
191,B1 F1 R2 U2 D0 L2 B0 D0 R2 ,grbywrrywogworwwgggobbgboboywgwyyroorrwwoyyrbrbyobgygb
192,F1 R2 U2 D0 L2 B0 D0 R2 ,ywrywrrywoggorrwgbgobbgboboywgwyygwwrrwooyorbygbbbgroy
193,R2 U2 D0 L2 B0 D0 R2 ,ywrywroowgggwrrygbbboogbgbowybwyygwwrrwooyorrygbbbgroy
194,U2 D0 L2 B0 D0 R2 ,ywbywyoowbgyrrwgggbbrogbgbywyrwyrgwwrrwooyorrogbbbgooy
195,D0 L2 B0 D0 R2 ,wooywybwyrrwrrwgggogbogbgbywyrwyrgwwbgyooyorrbbrbbgooy
196,L2 B0 D0 R2 ,wooywybwyrrwrrwgbyogbogborrgwwwyywrrbgyooyooybbrbbgggg
197,B0 D0 R2 ,goowwywwyrrwrrwgbyggbggbrrrwwwyyybrryooyooygbbbobboggo
198,D0 R2 ,wwywwywwyrrrrrrgbbggbggbrrrwwwyyyyyyooooooggbgbbgbbooo
199,R2 ,wwywwywwyrrrrrrrrrggbggbggbyywyywyywooooooooogbbgbbgbb
200,B1 L2 U0 F2 L1 B0 D1 U1 F2 B2 ,ywygwyrrwrobgrowgowygwgyyrbgworywbogorbyobybrrogbbbwgo
201,L2 U0 F2 L1 B0 D1 U1 F2 B2 ,yyogwyrrwroygrwwgywygwgyyrbgworywoobbrboobgbrgboobgrbw
202,U0 F2 L1 B0 D1 U1 F2 B2 ,gyorwyorwroygrwwgywygggyorbywogywrobrbgboobrbgbyobwrbw
203,F2 L1 B0 D1 U1 F2 B2 ,orgrwywyogbygrwwgyroyggyorbywogywrobwygboobrbrbgobwrbw
204,L1 B0 D1 U1 F2 B2 ,orgrwyowybbyorwggybroyggyoroywgywrobwywbogbrgrbgobwrbw
205,B0 D1 U1 F2 B2 ,brgywyywybbyorwggyorogggrorwywwywgobwggyorwbbrboobrrbo
206,D1 U1 F2 B2 ,ywyywyywybbborogggorogggrorwywwywwywgggrorbbbrorbbboro
207,U1 F2 B2 ,ywyywyywybbboroorooroggggggwwwyyywwwgggrorrorrorbbbbbb
208,F2 B2 ,yyywwwyyyorooroorogggggggggwwwyyywwwrorrorrorbbbbbbbbb
209,B2 ,yyywwwwwwrrorrorrogggggggggyyyyyywwwroorooroobbbbbbbbb
210,D1 L1 F0 R2 B1 F1 D1 R1 U0 B2 ,ogrrwywbbwggrrwroogooygybowrggryybgyywobobrbwywbobwgry
211,L1 F0 R2 B1 F1 D1 R1 U0 B2 ,ogrrwywbbwggrrwgrygooygyroogyygygrrbywobobbowywbobwrbw
212,F0 R2 B1 F1 D1 R1 U0 B2 ,ggrywyrbbwggrrwgrygooggyroowyywygbrbobwwooybbywwobrrbo
213,R2 B1 F1 D1 R1 U0 B2 ,ggrywybowrggbrwbryrggogooyogrwwygbrbobwwoyybyywwobrrbo
214,B1 F1 D1 R1 U0 B2 ,ggwywgbobyrbwrbggrrgrogooyygrrwyybrwobwwoyybyowwobrgbo
215,F1 D1 R1 U0 B2 ,ywoywgbobyrgwrgggwrgrogooyygrrwyyrbbbbwroywbywrowbboog
216,D1 R1 U0 B2 ,ywoywgywgrrgrrgggwroyggyroowyywyyrbbbbbroowbbwrowbboog
217,R1 U0 B2 ,ywoywgywgrrgrrgoogroyggyggwyybyybwwrbbbrooroowrowbbwbb
218,U0 B2 ,ywwywwywwgggrrorrorooggggggyyyyyywwwbbbrooroorrobbbbbb
219,B2 ,yyywwwwwwrrorrorrogggggggggyyyyyywwwroorooroobbbbbbbbb
220,U1 D1 B2 R1 F1 L0 D0 B2 U1 R1 ,ggbgwyrrwboyorggywggrrgwrrwbwoyyrrbbyywbobgbyooowbwooy
221,D1 B2 R1 F1 L0 D0 B2 U1 R1 ,bywgwrggrggrorggywyywrgwrrwbwoyyrrbbooobobgbyboywbwooy
