,mvt,rbk_str
30,L1 R1 F0 U2 L0 F1 B2 L2 R1 U0 ,royywybwowrrrryooboogggbwwybbgbygowrgoygorwyrgbwgbwyrb
31,R1 F0 U2 L0 F1 B2 L2 R1 U0 ,ooygwywwowrrrryoobbogbgbowybbgwygwwryrrooyggwgbbgbyyrr
32,F0 U2 L0 F1 B2 L2 R1 U0 ,ooygwgwwgrybrrowroboybgyowobbgwybwwyyrrooyggwrbbgbygrr
33,U2 L0 F1 B2 L2 R1 U0 ,ooygwgwyrwybwrogroobbwgooyywrrwybwwyyrboobgggrbbgbygrr
34,L0 F1 B2 L2 R1 U0 ,rywgwgyooyrbwrogrorbbwgooyywrrwybwwywyboobgggobbgbygrr
35,F1 B2 L2 R1 U0 ,rywywgbooyrbwrogrorbbggoyyyrrrwybowygowgoygbbobwgbwgrw
36,B2 L2 R1 U0 ,rywywgywgrrbrrorroboybgyrgywybwybowygoogoogbbobwgbwgrw
37,L2 R1 U0 ,ywoywgywgrrgrrgrrgboybgyrgywybwybwyroooooobbbwrgwbgwbo
38,R1 U0 ,wwowwgwwgrrgrrgrrgooyggyggyyybyybyyrbbboooooowrrwbbwbb
39,U0 ,wwwwwwwwwgggrrrrrroooggggggyyyyyyyyybbboooooorrrbbbbbb
40,U2 D1 L2 B1 D1 U2 B1 L0 R1 U1 ,bbrgwgyygwwgrrbyoorbrrgyorgbgowybwybroboowoowywwrbyygg
41,D1 L2 B1 D1 U2 B1 L0 R1 U1 ,gyygwgrbbrobrrbyooywwrgyorgbgowybwybwwgoowoowrbrrbyygg
42,L2 B1 D1 U2 B1 L0 R1 U1 ,gyygwgrbbrobrrbyggywwrgyyooobbgyybwwwwgooworgrbrrbyoow
43,B1 D1 U2 B1 L0 R1 U1 ,oyygwgbbbrobrrbyggwwwygyroogbbgyyrwwgrowoogwwrbyrbrooy
44,D1 U2 B1 L0 R1 U1 ,gwggwgbbbroorryygywwwygyroogbbgyygbbrrowoowwwyrybborro
45,U2 B1 L0 R1 U1 ,gwggwgbbbroorryrrowwwygyygybybbybgggrrowoorooyrybbowww
46,B1 L0 R1 U1 ,bbbgwggwgrrorryrroyryygyygybybbybgggroowooroowwwbbowww
47,L0 R1 U1 ,rwrgwggwgrrbrrbrrbyryygyygybybbyboyogoogoogoowowwbwwbw
48,R1 U1 ,wwrwwgwwgrrbrrbrrbrryggyggyyybyybyyogggoooooowoowbbwbb
49,U1 ,wwwwwwwwwbbbrrrrrrrrrggggggyyyyyyyyygggooooooooobbbbbb
50,D1 U1 R0 F1 D2 R0 B0 D0 R1 F0 ,wwgwwoyyrbbwwrgogwgbywgbyrboyybyyoggbgryorwrgooroborrb
51,U1 R0 F1 D2 R0 B0 D0 R1 F0 ,wwgwwoyyrbbwwrgrrbgbywgbogwyygyygobobgryoryrboorobowrg
52,R0 F1 D2 R0 B0 D0 R1 F0 ,gorwwywwygbywrgrrbbgrwgbogwyygyygoboooryoryrbbbwobowrg
53,F1 D2 R0 B0 D0 R1 F0 ,gorwwbwwwrwgrrbbgybggwggogoyywyyoobbooryoryrbybwyborrg
54,D2 R0 B0 D0 R1 F0 ,gorwwbrrbwwgyrbygyggogggbworrbyyoobboowyowyrwybwyborrg
55,R0 B0 D0 R1 F0 ,gorwwbrrbwwgyrbyrwggogggrrgbbooyybrroowyowygyybwybobwo
56,B0 D0 R1 F0 ,goowwgrrgyywrrwwbgggoggyrrrbbboyybryoowyowygybbwbborwo
57,D0 R1 F0 ,wwgwwgrrgyyyrrrwbbggoggyrrrbbboyyoyyoowoowggyrbbwbboow
58,R1 F0 ,wwgwwgrrgyyyrrrrrrggoggyggyoobyybyyboowoowoowrbbwbbwbb
59,F0 ,wwwwwwrrryrryrryrrgggggggggoooyyyyyyoowoowoowbbbbbbbbb
60,F1 D1 R2 F2 B2 U2 D2 L0 F2 D2 ,gwwwwbwooboryrrybgrgwoggowbyoryywygwrrgroygbbbgyybboro
61,D1 R2 F2 B2 U2 D2 L0 F2 D2 ,gwwwwbbyyrororrybgwgbggwroogybyywygwrroroogbwbgyybboro
62,R2 F2 B2 U2 D2 L0 F2 D2 ,gwwwwbbyyrororrorowgbggwybgbwwyyggyyrrorooroobgyybbgbw
63,F2 B2 U2 D2 L0 F2 D2 ,gwwwwgbyyororrororwggggyybbbwwyybgyyrroroorooggywbbbbw
64,B2 U2 D2 L0 F2 D2 ,gwwwwgwwboroorooorbbyyggggwyybyybgyyrrrrorrooggywbbbbw
65,U2 D2 L0 F2 D2 ,yygwwgwwborrorroorbbyyggggwyybyybwwgrrroorooowbbbbwygg
66,D2 L0 F2 D2 ,bwwgwwgyyrrrorroorwbbyggggwyybyybwwgorroorooobbybbwygg
67,L0 F2 D2 ,bwwgwwgyyrrrorrooowbbyggygggwwbyybyyorrooroorbbybbwggw
68,F2 D2 ,wwwwwwyyyrrrorrooobbbggggggwwwyyyyyyooooorrrrbbbbbbggg
69,D2 ,wwwwwwwwwrrrrrroooggggggbbbyyyyyyyyyoooooorrrbbbbbbggg
70,D1 U2 L1 R0 U0 B0 F0 U0 B0 R1 ,boorwwrwwrrwyrrbggyggygrowwyorwyoggwyggoobobbbbrbbyoyy
71,U2 L1 R0 U0 B0 F0 U0 B0 R1 ,boorwwrwwrrwyrroyyyggygrbggrowoygywgyggoobowwbbrbbyobb
72,L1 R0 U0 B0 F0 U0 B0 R1 ,wwrwwroobyggyrroyybbrygrbggrowoygywgrrwoobowwyggbbyobb
73,R0 U0 B0 F0 U0 B0 R1 ,bwrywrbobyggyrroyyrbrogryggbowyyggwgwbwrowrooygobbwobw
74,U0 B0 F0 U0 B0 R1 ,bwrywrbogoyyyrgyrgrbwoggyggbooyybgwywbwrowroobgorbwrbw
75,B0 F0 U0 B0 R1 ,bybowwgrrbgoyrgyrgoyyoggyggbooyybgwyrbwrowroowbwrbwrbw
76,F0 U0 B0 R1 ,oggowwgrrbgyyrwyrgoyyoggyggbooyybrrrbbwyowboorrwbbbwww
77,U0 B0 R1 ,oggowwowwggyrrwrrgyooggyggyyybyybrrrbbbyooboorrwbbbwww
78,B0 R1 ,ooowwgwwgrrwrrwrrgggyggyggyyybyybrrryooyooboobbbbbbwww
79,R1 ,wwgwwgwwgrrrrrrrrrggyggyggyyybyybyybooooooooowbbwbbwbb
80,U0 R2 L2 B0 R2 F1 D1 L0 U1 D2 ,wwwgwryybyyrwrrrbbggrogoogwgrggyywwyowrboyooybbbbboorg
81,R2 L2 B0 R2 F1 D1 L0 U1 D2 ,ygwywwbrwbbbwrrrbbyyrogoogwgrggyywwyggrboyooyowrbboorg
82,L2 B0 R2 F1 D1 L0 U1 D2 ,yggywybrybbrrrwbbbyyoogbogogrwgywwwwggrboyooywwroborrg
83,B0 R2 F1 D1 L0 U1 D2 ,ggggwywrybbrrrwbbbgyoogbrgoyrwyywbwwyooyobrggwwooborry
84,R2 F1 D1 L0 U1 D2 ,rwbgwywrybbwrrwbbbgyoogbrgoyrwyywyyrgoogobgggrowrbwyoo
85,F1 D1 L0 U1 D2 ,rwwgwwwrrbbbwrrwbbgyyogrrgryrbyyyyyygoogobgggoowbbwooo
86,D1 L0 U1 D2 ,rwwgwwbwwbbbrrrybbyrrygggorobgyyyyyygorgorggwoowbbwooo
87,L0 U1 D2 ,rwwgwwbwwbbbrrroooyrryggybbgyybyyoyygorgorgoroowbbwggw
88,U1 D2 ,wwwwwwwwwbbbrrrooorrrgggbbbyyyyyyyyygggooorrrooobbbggg
89,D2 ,wwwwwwwwwrrrrrroooggggggbbbyyyyyyyyyoooooorrrbbbbbbggg
90,F0 R1 B0 L1 U2 F0 D1 U2 B0 L1 ,obgbworggygrorrwrwbyoggwwbbgooyyggwryyyyowyoowrbwbrbbr
91,R1 B0 L1 U2 F0 D1 U2 B0 L1 ,obgbwoowyrgrgrrgrwwgbbgybwowoyyyggwryygyooyoowrbwbrbbr
92,B0 L1 U2 F0 D1 U2 B0 L1 ,obbbwwowwrrwgrrrggwggbgobwywobyyygwoyygyooyoorrbgbrybr
93,L1 U2 F0 D1 U2 B0 L1 ,wrgbwwowwrrogrwrggwggbgobwywobyyyyyybygboooooygrbbrrrb
94,U2 F0 D1 U2 B0 L1 ,wrgbwwbwwrrogrwrggwggygoywybobryyryygooyoobboygobbbrrw
95,F0 D1 U2 B0 L1 ,wwbwwbgrwgoogrwrggygoygoywybobryyryyrroyoobbowggbbbrrw
96,D1 U2 B0 L1 ,wwbwwbooogoorrwwggyyywggyoorggryyryyrrbyoobbbwggbbbrrw
97,U2 B0 L1 ,wwbwwbooogoorrwrrwyyywggwgggyygyyrrrrrbyooyoowggbbbbbb
98,B0 L1 ,ooobwwbwwrrbrrwrrwwggwggwgggyygyyrrrgooyooyooyyybbbbbb
99,L1 ,bwwbwwbwwrrrrrrrrrwggwggwgggyygyygyyooooooooobbybbybby
100,B0 F2 U1 B0 D0 U2 L0 D1 F0 L0 ,wwbwwooooggwbrwrryyyyggyrwwyggbyyorbgbbroywogroorbbrgb
101,F2 U1 B0 D0 U2 L0 D1 F0 L0 ,wwywwooooggbbrrrroyyyggyrwwyggbyygrwbbbwoywogrrrgbobbo
102,U1 B0 D0 U2 L0 D1 F0 L0 ,wwywwoggyggbyrrbrowwryggyyyooobyygrwbbrwobwogrrrgbobbo
103,B0 D0 U2 L0 D1 F0 L0 ,yoywwgwwgwwryrrbrobbryggyyyooobyygrwrrrwobwogggbgbobbo
104,D0 U2 L0 D1 F0 L0 ,rrowwgwwgwwwyrrbrgbbryggyyyooobyyrwwyrroobyogbggbbgoob
105,U2 L0 D1 F0 L0 ,rrowwgwwgwwwyrryyybbryggyogrbowyowyoyrrooboobbggbbgbrg
106,L0 D1 F0 L0 ,gwwgwworryrryrryyybggyggyogrbowyowyowwwooboobbbrbbgbrg
107,D1 F0 L0 ,gwwgwwrrryrryrryyyggggggoogbboyyoyyooowoowbbwbbwbbwbrr
108,F0 L0 ,gwwgwwrrryrryrrbrrggggggyyyooobyybyyoowoowoogbbwbbwbbw
109,L0 ,gwwgwwgwwrrrrrrrrryggyggyggbyybyybyyooooooooobbwbbwbbw
110,F2 U1 D1 R0 U0 B0 R1 U2 B0 L0 ,yyrwwgbbogrworwggoooyogywwyogroyyrygrryrowbgbgbbbbbwrw
111,U1 D1 R0 U0 B0 R1 U2 B0 L0 ,yyrwwgrgobrwwrwygoywwygoyooobboyyrygrrgroobgggbbbbbwrw
112,D1 R0 U0 B0 R1 U2 B0 L0 ,rgoywgywrywwwrwygorrgygoyooobboyyryggbbroobggbrwbbbwrw
113,R0 U0 B0 R1 U2 B0 L0 ,rgoywgywrywwwrwwrwrrgygoygobygbyyoorgbbrooyoobrwbbbbgg
114,U0 B0 R1 U2 B0 L0 ,rggywoywowwyrrwwwwrrgygyygrbybbyboobgbbrooyoorrwgbbogg
115,B0 R1 U2 B0 L0 ,yyrwwgoogrrwrrwwwwwwyygyygrbybbyboobrrgrooyoogbbgbbogg
116,R1 U2 B0 L0 ,wwwwwgoogrrbrrowwowwyygyygrbybbybrryrrgyooyooogggbbgbb
117,U2 B0 L0 ,wwgwwgoooboorrwrrwwwwyggyggbyybyyrrrrrgyooyooyggbbbbbb
118,B0 L0 ,ooogwwgwwrrgrrwrrwyggyggyggbyybyyrrrbooyooyoowwwbbbbbb
119,L0 ,gwwgwwgwwrrrrrrrrryggyggyggbyybyybyyooooooooobbwbbwbbw
120,D1 L2 F0 U2 R0 L0 B1 D1 U0 L2 ,yyorwbrgboogwrggybgwywgooyygrroybogwrwwrobwgywobybbrrb
121,L2 F0 U2 R0 L0 B1 D1 U0 L2 ,yyorwbrgboogwrgrrbgwywgogybrbwryggoorwwroboyywobybbwgy
122,F0 U2 R0 L0 B1 D1 U0 L2 ,ryorwbggboogwrgrrbywybgobybybwrygrooyyoborwwrwogybwwgg
123,U2 R0 L0 B1 D1 U0 L2 ,ryorwbrrogoggrgbrbbbyygwboyrworygrooyyybobwwwwogybwwgg
124,R0 L0 B1 D1 U0 L2 ,orrbwroyryyygrgbrbwogygwboyrworygroogogbobwwwbbyybwwgg
125,L0 B1 D1 U0 L2 ,orgbwwoyybgyrrybgywooyggboorwwryyrobgogbobwwwrbyrbwrgg
126,B1 D1 U0 L2 ,grgwwwyyybgyrrybgyooobggooowwwyyybobwbgwoowbgrbrrbrrgr
127,D1 U0 L2 ,wwwwwwyyybggrrrbggooobggooowwwyyyyyybbgooobbgrrrbbgrrr
128,U0 L2 ,wwwwwwyyybggrrrrrrooobggbggwyywyywyybbgoooooorrrbbgbbg
129,L2 ,ywwywwywwrrrrrrrrrbggbggbggwyywyywyyooooooooobbgbbgbbg
130,F0 B2 D1 F1 U2 D0 F2 B1 L0 F1 ,woywwgrrbwygorwoyobbogggyrggywbyorrbbryyowworowrbbbygg
131,B2 D1 F1 U2 D0 F2 B1 L0 F1 ,woywwgrwyrygrrwbyoygbrgbggooowbyorrbbrgyoywowowrbbbygg
132,D1 F1 U2 D0 F2 B1 L0 F1 ,brrwwgrwyrywrrybybygbrgbggooowbyoyoworgwoygowggybbbrwo
133,F1 U2 D0 F2 B1 L0 F1 ,brrwwgrwyrywrryrwoygbrgbbybwowoyoobyorgwoyggoggybbbgow
134,U2 D0 F2 B1 L0 F1 ,brrwwgrrrwyworywwobbbggyyrbgyooyoobyorywowggrggybbbgow
135,D0 F2 B1 L0 F1 ,rrrgwwrrboryorywwoggyggyyrbgyooyoobywywwowggrbbbbbbgow
136,F2 B1 L0 F1 ,rrrgwwrrboryoryyrbggyggyggroogbyyyoowywwowgowbbbbbbwwo
137,B1 L0 F1 ,rrrgwwgoowrywrywrbrggyggyggbrrbyyyoowyywoogoobbbbbbwwo
138,L0 F1 ,gwwgwwgoowrrwrrwrrrggyggyggbrrbyybyyyyyoooooobbobbwbbw
139,F1 ,wwwwwwooowrrwrrwrrgggggggggrrryyyyyyooyooyooybbbbbbbbb
140,U0 R2 B0 L1 U1 F1 L0 D0 R2 L1 ,rybowywbowrowrwbbgrogggobbyrrorywyrybyggoygwwwbygborgo
141,R2 B0 L1 U1 F1 L0 D0 R2 L1 ,worbwyoybwbywrwbbgwroggobbyrrorywyryroggoygwwbyggborgo
142,B0 L1 U1 F1 L0 D0 R2 L1 ,woobwwoyygbbwrwybwwrrgggbbbrrrryyyrbroggoygwwyygoboogo
143,L1 U1 F1 L0 D0 R2 L1 ,bwwbwwoyygbbwrrybywrrgggbbbrrrryyrggoogooywwwooygbyoog
144,U1 F1 L0 D0 R2 L1 ,wwwgwwbyygbbwrrybyrrrrggrbbgrryyyygggywoowoowooogbboob
145,F1 L0 D0 R2 L1 ,wwywwywgbrrrwrrybygywrggrbbgrryyyyggooooowoowgbbgbboob
146,L0 D0 R2 L1 ,wwywwyrwyrrrrrrgbywgbygbgrrowwyyyyggooboogoowgbbgbboob
147,D0 R2 L1 ,bwybwybwyrrrrrrgbywgbwgbrrrwwwyyygggoooooowgbgbygbyooo
148,R2 L1 ,bwybwybwyrrrrrrrrrwgbwgbwgbgywgywgywooooooooogbygbygby
149,L1 ,bwwbwwbwwrrrrrrrrrwggwggwgggyygyygyyooooooooobbybbybby
150,B2 D2 R0 F0 D2 L0 U1 D0 L0 F2 ,gggywbboryrrbrgbbgrggrgwwrroyyoyybgooowoowybbwwwybwyro
151,D2 R0 F0 D2 L0 U1 D0 L0 F2 ,ogbywbboryrybrobborggrgwwrroyyoyyggggowgowrbborywbywww
152,R0 F0 D2 L0 U1 D0 L0 F2 ,ogbywbboryrybrorbbrggrgwwwwgggyyoyyogowgowbboorywbywrr
153,F0 D2 L0 U1 D0 L0 F2 ,oggywwbowrbybrrboyrggrgowwoggwyywyyogowgowbborrybbybrr
154,D2 L0 U1 D0 L0 F2 ,oggywwowwbbyorrwoywrrwggoogbbryywyyogoggogbbwrrybbybrr
155,L0 U1 D0 L0 F2 ,oggywwowwbbyorrbbwwrrwggbrroyywyyrbbgoggogwoyrrybbyoog
156,U1 D0 L0 F2 ,gggywwywwbbyorrbbworryggorrwyywyybbbwggoooyggrrrbbwooo
157,D0 L0 F2 ,gwwgwwgyyorrorrbbwwggyggorrwyywyybbbrrroooyggbbybbwooo
158,L0 F2 ,gwwgwwgyyorrorrorrwggyggyggbwwbyybyyrrroooooobbybbwbbw
159,F2 ,wwwwwwyyyorrorrorrgggggggggwwwyyyyyyoorooroorbbbbbbbbb
160,F1 R1 L0 U2 F2 D2 U2 R0 F2 U0 ,gywwwgoobrrgyrryroggwrggwybgorbyywwbrgybowboorbybbwyoo
161,R1 L0 U2 F2 D2 U2 R0 F2 U0 ,gywwwgryyrrgorrgrowgbggygrwywobyywwbrgbbooboorbybbwyoo
162,L0 U2 F2 D2 U2 R0 F2 U0 ,gyywwbryrgrorrrrogwgwggggryywbbyywwwrgbbooboobbyybwooo
163,U2 F2 D2 U2 R0 F2 U0 ,oyywwbyyrgrorrrrogggwwggrrywwbgyygwwbbroogoobbbwybbooy
164,F2 D2 U2 R0 F2 U0 ,ryybwwyyobbrrrrrogbbwwggrrywwbgyygwwgrooogoobggwybbooy
165,D2 U2 R0 F2 U0 ,ryybwwbwwbbrgrroogyrrggwwbboyygyygwwgrrooroobggwybbooy
166,U2 R0 F2 U0 ,ryybwwbwwbbrgrroobyrrggwooywwgyygyyogrrooroogggwybbwbb
167,R0 F2 U0 ,wwbwwbyyrgrrgrroobggwggwooywwgyygyyobbrooroogyrrybbwbb
168,F2 U0 ,wwwwwwyyyoggorrbrrggggggooowwwyyyyyybbrooroogrrrbbbbbb
169,U0 ,wwwwwwwwwgggrrrrrroooggggggyyyyyyyyybbboooooorrrbbbbbb
170,B0 R0 F0 L2 B0 D2 L2 F2 U1 D0 ,gobywogorwwybrryyorgbrgworbwwryyoggwybyroyrggobogbbbww
171,R0 F0 L2 B0 D2 L2 F2 U1 D0 ,yroywogorwwwbrgyygrgbrgworbwwryyoyrrbbyooygggbgowbbwbo
172,F0 L2 B0 D2 L2 F2 U1 D0 ,yrbywwgobybwyrwggwrgrrgoorrwwwyywyrbbbyooygggrgoobbobo
173,L2 B0 D2 L2 F2 U1 D0 ,yrbywwgyygbworwbgworrrggrorgyyyywyrbbbwoowggwrgoobbobo
174,B0 D2 L2 F2 U1 D0 ,grbywwyyygbworwbgworrbggooryyyyywgrbwggwoowbbrgrobrobo
175,D2 L2 F2 U1 D0 ,wwwywwyyygbborrbggorrbggooryyyyywwwwbggroogbboorbbgorr
176,L2 F2 U1 D0 ,wwwywwyyygbborrgbborrbggorrwwwwyyyyybggroobggoorbbgoor
177,F2 U1 D0 ,wwwwwwyyygbborrgbbrrrgggrrrwwwyyyyyyggboorggbooobbbooo
178,U1 D0 ,wwwwwwwwwbbbrrrbbbrrrgggrrryyyyyyyyygggooogggooobbbooo
179,D0 ,wwwwwwwwwrrrrrrbbbggggggrrryyyyyyyyyoooooogggbbbbbbooo
180,U2 B1 F0 L1 U2 B1 L0 D0 R0 B0 ,yrbgwbbywrowgroybyoogygrbbbwwryyrgyggoyworwgorwrwbgobo
181,B1 F0 L1 U2 B1 L0 D0 R0 B0 ,wybbwgbrygoygroybyrwrygrbbbwwryyrgygrowworwgooogwbgobo
182,F0 L1 U2 B1 L0 D0 R0 B0 ,wwrbwgbrygowgryybbrwrygrbbbwwryyryoygowyorggoggoobbowo
183,L1 U2 B1 L0 D0 R0 B0 ,wwrbwgorwbowrryybbbyrbgwbrryggyyryoygowyowggrggoobbowo
184,U2 B1 L0 D0 R0 B0 ,bwrbwgbrwbowrryybbyyrygwyrroggbyrooywwrooggygggoobboww
185,B1 L0 D0 R0 B0 ,wrbgwbrwbwwrrryybbggoygwyrroggbyrooybowooggygyyrobboww
186,L0 D0 R0 B0 ,gobgwbrwbwwwrrrybbggoygwyrroggbyrbyroowoogyygrbwybwyoo
187,D0 R0 B0 ,oobwwbwwbwwwrrrybbggoggwrrrgggyyryyryooyooggwrbbybbyoo
188,R0 B0 ,oobwwbwwbwwwrrrrrrggoggwggwyygyygrrgyooyooyoorbbybbybb
189,B0 ,ooowwwwwwrrwrrwrrwgggggggggyyyyyyrrryooyooyoobbbbbbbbb
190,L1 F2 D0 L2 U0 F2 B0 L0 D0 R2 ,wyobwwbyrwryyrwygbybbbgorooygbyyrgoogrrgoorgggrobbwwww
191,F2 D0 L2 U0 F2 B0 L0 D0 R2 ,yyobwwryrwryyrwygbybbygogoowgbwyrooorogrogggrgrbbbbwww
192,D0 L2 U0 F2 B0 L0 D0 R2 ,yyobwwbgwrrygrwggboogogybbyryrwyroooroyroyggwgrbbbbwww
193,L2 U0 F2 B0 L0 D0 R2 ,yyobwwbgwrrygrwbbyoogogyggwowroyyorrroyroywwwgrbbbbggb
194,U0 F2 B0 L0 D0 R2 ,oyoowwogwrrygrwbbybogbgybgwywrbyybrrwwwyoryorgrgbboggo
195,F2 B0 L0 D0 R2 ,ooogwywwogrggrwbbyrrybgybgwywrbyybrrbogyoryorwwwbboggo
196,B0 L0 D0 R2 ,ooogwyrwyrrgrrwgbywgbygbyrrowwbyybrrbobyogyogwwwbboggo
197,L0 D0 R2 ,gwygwyrwyrrrrrrgbbwgbygbyrrowwbyybyyooboogooggbwgbwoow
198,D0 R2 ,wwywwywwyrrrrrrgbbggbggbrrrwwwyyyyyyooooooggbgbbgbbooo
199,R2 ,wwywwywwyrrrrrrrrrggbggbggbyywyywyywooooooooogbbgbbgbb
200,L1 B0 R0 U0 D1 B0 F0 U1 R0 D1 ,wyorwowwgwwgwrwgyyogrogrbbyyyrryoogobgbyobybrwrrbbgbog
201,B0 R0 U0 D1 B0 F0 U1 R0 D1 ,oyoowobwgwwgwrwgyyygrrgrobygyrgyorgobbrgobbyywrwbbrbow
202,R0 U0 D1 B0 F0 U1 R0 D1 ,gwyowobwgwwowrggyrygrrgrobygyrgyobgbobryoboyybbwobrwrw
203,U0 D1 B0 F0 U1 R0 D1 ,gwrowrbwygwwyrwrgoygrrgoobbgywgyobgbobryoboyygbwobryrw
204,D1 B0 F0 U1 R0 D1 ,bogwwwyrrgbwyrwrgogwwrgoobbgywgyobgbygryoboyyobrobryrw
205,B0 F0 U1 R0 D1 ,bogwwwyrrgbwyrwyrwgwwrgorgowobyygggbygryobobbobrobroyy
206,F0 U1 R0 D1 ,wwwwwwyrrgbbyrgyrggwwrgorgowobyygyyoggroobbbboooybbyrr
207,U1 R0 D1 ,wwwwwwbbrybbrrgrrgrrgggwoowyygyygyyoggwooobbboooybbyrr
208,R0 D1 ,wwrwwbwwbrrgrrgrrgggwggwoowyygyygyyooooooobbbybbybbyrr
209,D1 ,wwwwwwwwwrrrrrrgggggggggoooyyyyyyyyyoooooobbbbbbbbbrrr
210,L2 U1 R2 B2 U2 F1 L2 U0 D1 R2 ,gwwwwwgygorrorwbbbrgwgggbboyrwyyygoyybyyorrrrbgooboobw
211,U1 R2 B2 U2 F1 L2 U0 D1 R2 ,ywwywwgygorrorwbbbwgwoggobogrwwyygoyrrrroyybybgbobgobr
212,R2 B2 U2 F1 L2 U0 D1 R2 ,wwgwwyyygwgworwbbbrrroggobogrwwyygoybgbroyybyorrobgobr
213,B2 U2 F1 L2 U0 D1 R2 ,wwwwwyyyybbbwrowgwrroogoobogrgwyygogbgbroyybyorrgbgrbr
214,U2 F1 L2 U0 D1 R2 ,gogwwyyyybbywrrwgbrroogoobogrgwyywwwwgbooybbyrbrgbgrro
215,F1 L2 U0 D1 R2 ,yyyywwgogwgbwrrwgbrbrogoobogrgwyywwwbbyooybbyrrogbgrro
216,L2 U0 D1 R2 ,yyyywwwwwggbrrrggbroobgbrooyyywyywwwbbgooobbgrrogbgrro
217,U0 D1 R2 ,yyywwwwwwggbrrrggboooggboooyyyyyywwwgbbooogbbrrrgbbrrr
218,D1 R2 ,wwywwywwyrrrrrrggbggbggboooyyyyyywwwoooooogbbgbbgbbrrr
219,R2 ,wwywwywwyrrrrrrrrrggbggbggbyywyywyywooooooooogbbgbbgbb
220,U2 L0 D1 R1 B0 D0 L0 U2 R2 F1 ,wwbbwybrryorbrorrywygwgyrgbgrwoywogggroyogbbwybowbgooy
